,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Water,Any,United Kingdom,Low & Wet,OpExCost,OpExCost,Monetary,Need,£bn,8.5,NA,NA,NA,NA,NA,Page 10,NoBuild strategy
1,Water,Any,United Kingdom,Central,OpExCost,OpExCost,Monetary,Need,£bn,8.5,NA,NA,NA,NA,NA,Page 10,NoBuild strategy
2,Water,Any,United Kingdom,High & Dry,OpExCost,OpExCost,Monetary,Need,£bn,8.5,NA,NA,NA,NA,NA,Page 10,NoBuild strategy
3,Water,Minimum Intervention,United Kingdom,Low & Wet,OpExCost,OpExCost,Monetary,Need,£bn,8.9,NA,NA,NA,NA,NA,Page 10,
4,Water,Minimum Intervention,United Kingdom,Central,OpExCost,OpExCost,Monetary,Need,£bn,9.1,NA,NA,NA,NA,NA,Page 10,
5,Water,Minimum Intervention,United Kingdom,High & Dry,OpExCost,OpExCost,Monetary,Need,£bn,9.6,NA,NA,NA,NA,NA,Page 10,
6,Water,Capacity Expansion,United Kingdom,Low & Wet,OpExCost,OpExCost,Monetary,Need,£bn,11.6,NA,NA,NA,NA,NA,Page 10,
7,Water,Capacity Expansion,United Kingdom,Central,OpExCost,OpExCost,Monetary,Need,£bn,11.4,NA,NA,NA,NA,NA,Page 10,
8,Water,Capacity Expansion,United Kingdom,High & Dry,OpExCost,OpExCost,Monetary,Need,£bn,11.7,NA,NA,NA,NA,NA,Page 10,
9,Water,National Planning,United Kingdom,Low & Wet,OpExCost,OpExCost,Monetary,Need,£bn,19.4,NA,NA,NA,NA,NA,Page 10,
10,Water,National Planning,United Kingdom,Central,OpExCost,OpExCost,Monetary,Need,£bn,25.1,NA,NA,NA,NA,NA,Page 10,
11,Water,National Planning,United Kingdom,High & Dry,OpExCost,OpExCost,Monetary,Need,£bn,51.8,NA,NA,NA,NA,NA,Page 10,
12,Water,System Efficiency,United Kingdom,Low & Wet,OpExCost,OpExCost,Monetary,Need,£bn,21.7,NA,NA,NA,NA,NA,Page 10,
13,Water,System Efficiency,United Kingdom,Central,OpExCost,OpExCost,Monetary,Need,£bn,22.1,NA,NA,NA,NA,NA,Page 10,
14,Water,System Efficiency,United Kingdom,High & Dry,OpExCost,OpExCost,Monetary,Need,£bn,24.2,NA,NA,NA,NA,NA,Page 10,
15,Water,System Restructure,United Kingdom,Low & Wet,OpExCost,OpExCost,Monetary,Need,£bn,20.0,NA,NA,NA,NA,NA,Page 10,
16,Water,System Restructure,United Kingdom,Central,OpExCost,OpExCost,Monetary,Need,£bn,25.9,NA,NA,NA,NA,NA,Page 10,
17,Water,System Restructure,United Kingdom,High & Dry,OpExCost,OpExCost,Monetary,Need,£bn,40.8,NA,NA,NA,NA,NA,Page 10,
18,Water,Reservoir Expansion,United Kingdom,Unspecified,CapexCost,CapExCost,Monetary,Need,£/Ml,21433,NA,NA,NA,NA,NA,Table A1,Intercept of regression model
19,Water,Reservoir Expansion,United Kingdom,Unspecified,CapexCost,CapExCost,Monetary,Need,£/Ml,1.3,NA,NA,NA,NA,NA,Table A1,Slope of regression model
20,Water,Reservoir Expansion,United Kingdom,Unspecified,OpExCost,OpExCost,Monetary,Need,£/Ml,1807,NA,NA,NA,NA,NA,Table A1,Intercept of regression model
21,Water,Reservoir Expansion,United Kingdom,Unspecified,OpExCost,OpExCost,Monetary,Need,£/Ml,0.007,NA,NA,NA,NA,NA,Table A1,Slope of regression model
22,Water,Desalination,United Kingdom,Unspecified,CapexCost,CapExCost,Monetary,Need,£/Ml,12981,NA,NA,NA,NA,NA,Table A1,Intercept of regression model
23,Water,Desalination,United Kingdom,Unspecified,CapexCost,CapExCost,Monetary,Need,£/Ml,2959,NA,NA,NA,NA,NA,Table A1,Slope of regression model
24,Water,Desalination,United Kingdom,Unspecified,OpExCost,OpExCost,Monetary,Need,£/Ml,1015,NA,NA,NA,NA,NA,Table A1,Intercept of regression model
