,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Uninsured Losses as % of GDP,Emerging Economies,Historical,2005,1990,%,0.38,NA,NA,NA,NA,NA,Image: Weather related,Peak uninsured weather related losses
1,Uninsured Losses as % of GDP,Emerging Economies,Historical,2015,1990,%,0.02,NA,NA,NA,NA,NA,Image: Weather related,Uninsured weather related losses
2,Uninsured Losses as % of GDP,Global,Historical,2000,1990,%,0.2,NA,NA,NA,NA,NA,Image: Weather related,Global uninsured weather related losses
3,Uninsured Losses as % of GDP,Global,Historical,2015,1990,%,0.2,NA,NA,NA,NA,NA,Image: Weather related,Global uninsured weather related losses
4,Uninsured Losses as % of GDP,Advanced Economies,Historical,2015,1990,%,0.12,NA,NA,NA,NA,NA,Image: Weather related,Uninsured weather related losses
5,Uninsured Losses as % of GDP,Emerging Economies,Historical,2005,1990,%,0.38,NA,NA,NA,NA,NA,Image: Nat cat,Peak uninsured nat cat related losses
6,Uninsured Losses as % of GDP,Emerging Economies,Historical,2015,1990,%,0.07,NA,NA,NA,NA,NA,Image: Nat cat,Uninsured nat cat related losses
7,Uninsured Losses as % of GDP,Global,Historical,2005,1990,%,0.04,NA,NA,NA,NA,NA,Image: Nat cat,Global uninsured nat cat related losses
8,Uninsured Losses as % of GDP,Global,Historical,2015,1990,%,0.02,NA,NA,NA,NA,NA,Image: Nat cat,Global uninsured nat cat related losses
9,Uninsured Losses as % of GDP,Advanced Economies,Historical,2005,1990,%,0.04,NA,NA,NA,NA,NA,Image: Nat cat,Uninsured nat cat related losses
10,Uninsured Losses as % of GDP,Advanced Economies,Historical,2015,1990,%,0.04,NA,NA,NA,NA,NA,Image: Nat cat,Uninsured nat cat related losses
11,Property damage losses,USA,Hazard Maps,2015,No CC,billions of USD,35,NA,NA,NA,NA,NA,Image: Annual expected,Total expected loss from nat cat
12,Property damage losses,USA,Hazard Maps,2015,No CC,billions of USD,-2,NA,NA,NA,NA,NA,Image: Annual expected,
13,Property damage losses,Japan,Hazard Maps,2015,No CC,billions of USD,10,NA,NA,NA,NA,NA,Image: Annual expected,Total expected loss from nat cat
14,Property damage losses,Japan,Hazard Maps,2015,No CC,billions of USD,-10,NA,NA,NA,NA,NA,Image: Annual expected,
15,Uninsured Loss,Global,Historical data,2015,No Insurance,USD,-2900000000000,NA,NA,NA,NA,NA,Highlights,Total Uninsured Losses
16,Uninsured Loss % GDP,Emerging Economies,"Historical data, 10-yr avg",2000,1990,%,0.35,NA,NA,NA,NA,NA,Graph: Weather related: uninsured losses as % of GDP (10-yr avg),"Peak value for uninsured emerging, weather related"
17,Uninsured Loss % GDP,Global,"Historical data, 10-yr avg",2000,1990,%,0.2,NA,NA,NA,NA,NA,Graph: Weather related: uninsured losses as % of GDP (10-yr avg),"Peak value for uninsured global, weather related"
18,Uninsured Loss % GDP,Advanced Economies,"Historical data, 10-yr avg",2000,1990,%,0.12,NA,NA,NA,NA,NA,Graph: Weather related: uninsured losses as % of GDP (10-yr avg),"Stable value for uninsured advanced, weather related"
19,Uninsured Loss % GDP,Emerging Economies,"Historical data, 10-yr avg",2005,1990,%,0.38,NA,NA,NA,NA,NA,Graph: Nat cat: uninsured losses as % of GDP (10-yr avg),"Peak value for uninsured emerging, natural catastrophe"
20,Uninsured Loss % GDP,Global,"Historical data, 10-yr avg",2000,1990,%,0.2,NA,NA,NA,NA,NA,Graph: Nat cat: uninsured losses as % of GDP (10-yr avg),"Peak value for uninsured global, natural catastrophe"
21,Uninsured Loss % GDP,Advanced Economies,"Historical data, 10-yr avg",2000,1990,%,0.17,NA,NA,NA,NA,NA,Graph: Nat cat: uninsured losses as % of GDP (10-yr avg),"Stable value for uninsured advanced, natural catastrophe"
22,Sharia % Premiums,Global,Historical data,2013,Conventional insurance,%,0.26,NA,NA,NA,NA,NA,Page 5,
23,Uninsured Losses,USA,Historical data,2015,No insurance,USD billions,-25,NA,NA,NA,NA,NA,"Page 6, figure","Estimated from bar chart. Total (quake, flood, wind)"
24,Uninsured Losses,Japan,Historical data,2015,No insurance,USD billions,-12,NA,NA,NA,NA,NA,"Page 6, figure","Estimated from bar chart. Total (quake, flood, wind)"
25,Uninsured Losses,China,Historical data,2015,No insurance,USD billions,-8,NA,NA,NA,NA,NA,"Page 6, figure","Estimated from bar chart. Total (quake, flood, wind)"
26,"Uninsured Losses, Weather",Emerging Economies,Historical data,2005,1990,% of GDP,0.2,NA,NA,NA,NA,NA,"Page 6, figure",Approximate difference between 1990 and 2005 peak
27,"Uninsured Losses, Weather",Global,Historical data,2000,1990,% of GDP,0.04,NA,NA,NA,NA,NA,"Page 6, figure",Approximate difference between 1990 and 2000 peak
28,"Uninsured Losses, Nat Cat",Emerging Economies,Historical data,2005,1990,% of GDP,0.2,NA,NA,NA,NA,NA,"Page 6, figure",Approximate difference between 1990 and 2005 peak
29,"Uninsured Losses, Nat Cat",Global,Historical data,2000,1990,% of GDP,0.04,NA,NA,NA,NA,NA,"Page 6, figure",Approximate difference between 1990 and 2000 peak
30,Uninsured Losses,Global,Historical,2016,No CC,USD billion/year,-123.12,NA,NA,NA,NA,NA,8,"72% of average economic losses of USD 171 billion are uninsured based on 2007-2016 data, reported for 2016."
