,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,China,High Temperature Regime,2024,Low Temperature Regime,%,-0.3,NA,NA,NA,NA,NA,12,"Impact of positive monetary policy shocks. The year is based on the publication date, as no specific year is given in the text for the simulation."
1,GDP,China,Low Temperature Regime,2024,No monetary policy shock,%,0.4,NA,NA,NA,NA,NA,12,"Impact of positive monetary policy shocks. The year is based on the publication date, as no specific year is given in the text for the simulation."
2,GDP,China,High Temperature Regime,2024,No monetary policy shock,%,0.1,NA,NA,NA,NA,NA,12,"Impact of positive monetary policy shocks. The year is based on the publication date, as no specific year is given in the text for the simulation."
3,GDP,China,Low Temperature Regime,2024,No monetary policy shock,%,-0.5,NA,NA,NA,NA,NA,12,"Impact of negative monetary policy shocks. The year is based on the publication date, as no specific year is given in the text for the simulation."
4,GDP,China,High Temperature Regime,2024,No monetary policy shock,%,-0.9,NA,NA,NA,NA,NA,12,"Impact of negative monetary policy shocks. The year is based on the publication date, as no specific year is given in the text for the simulation."
5,Bank loan growth rate,China,High Temperature Shocks,2024,Low Temperature Shocks,growth rate,0,NA,NA,NA,NA,NA,17,Equation (6) shows bank loan growth negatively affected by high temperature and NPL; No specific value provided. Implied analysis year is 2024 since the paper was published in 2024.
6,Non-Performing Loan Ratio,China,High Temperature Shocks,2024,Low Temperature Shocks,log ratio,0,NA,NA,NA,NA,NA,17,Equation (5) shows the NPL ratio is positively correlated with higher temperature. This leads to credit constraints; No specific value provided. Implied analysis year is 2024 since the paper was published in 2024.
7,GDP,China,High Temperature Shocks,2024,Low Temperature Shocks,Units unspecified,0,NA,NA,NA,NA,NA,"17, Figure 8",Figure 8 shows impulse responses of GDP to monetary policy shocks are dependent on the temperature regime. The values shown are not specified. Implied analysis year is 2024 since the paper was published in 2024.
8,Bank Lending,China,High temperature shocks,2004,Low temperature shocks,Coefficient estimate,-0.05,NA,NA,NA,NA,NA,20,The coefficient estimates for temperature shocks in Equation (3) are significantly negative at the 10% or 5% level. Bank level clustered standard errors
9,Bank Lending,China,High temperature shocks,2004,Low temperature shocks,Coefficient estimate,-0.1,NA,NA,NA,NA,NA,20,The coefficient estimates for temperature shocks in Equation (3) are significantly negative at the 10% or 5% level. Bank level clustered standard errors
10,Bank Lending,China,High temperature shocks,2004,Low temperature shocks,Coefficient estimate,-0.1,NA,NA,NA,NA,NA,20,The coefficient estimates for temperature shocks in Equation (3) are significantly negative at the 10% or 5% level. Bank level clustered standard errors
