,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Ecosystem Services,Europe,SRES,2006,1975,billion euros,-0.7,NA,NA,NA,NA,NA,6,Annual loss at constant 2000 prices.
1,Ecosystem Services,Europe,SRES,2050,2006,billion euros,-1.5,NA,NA,NA,NA,-2.2,6,Values are a range indicating two SRES climate change scenarios that are no longer used. Annual loss at constant 2000 prices.
2,Ecosystem services,33 European countries,RCP4.5,2100,2018,km2,-5500,NA,NA,3800,NA,8600,p. 17,"Erosion reaches 5500 km2 [3800-8600 km2] by 2100, under RCP4.5"
3,Ecosystem services,33 European countries,RCP8.5,2100,2018,km2,-7200,NA,NA,4300,NA,13000,p. 17,"Emissions under RCP8.5 could lead to destruction of 7200 km2 [4300-13,000 km2] of habitats."
4,Area,33 European countries,RCP4.5,2100,2018,%,-0.7,NA,NA,-1.0,NA,-1.5,p. 17,0.7% [1.0-1.5%] decline in service area under RCP4.5.
5,Area,33 European countries,RCP8.5,2100,2018,%,-1.2,NA,NA,-0.7,NA,-2.2,p. 17,1.2% [0.7-2.2%] decline in service area under RCP8.5
6,Ecosystem services,33 European countries,RCP4.5,2100,2018,%,-4.2,NA,NA,-3.0,NA,-6.1,p. 17,4.2% [3.0-6.1%] under RCP4.5
7,Ecosystem services,33 European countries,RCP8.5,2100,2018,%,-5.1,NA,NA,-3.3,NA,-8.5,p. 17,5.1% [3.3-8.5%] under RCP8.5
8,Ecosystem services,33 European countries,RCP4.5 & RCP8.5,2100,No CC,billion euros/year,-42,NA,NA,NA,NA,NA,p. 17,Possible loss of up to 42 billion euros per year.
9,Ecosystem services,33 European countries,RCP4.5 & RCP8.5,2100,No CC,billion euros,-30,NA,NA,NA,NA,NA,p. 17,"Services of wetlands would make up more than 70% of losses, up to 30 billion euros."
10,Ecosystem Services,Netherlands,NA,2100,2018,%,-8.9,NA,NA,NA,NA,NA,21,The text says 'Netherlands was also projected to lose a considerable share of its relatively small amount of services (8-9 %)'
11,Ecosystem Services,"France, Albania, Finland, UK",NA,2018,NA,%,-10,NA,NA,NA,NA,NA,21,Could all lose more than 10% of their 2018 services under certain scenarios.
12,Ecosystem Services,"BiH, Bel, Cyp, Lith, Mont",NA,2018,NA,%,-1,NA,NA,NA,NA,NA,21,Would most likely lose no more than 1%
13,Regulating services,Europe,RCP4.5,2050,2018,billion euros,-3.9,NA,10%, -2.4,90%, -8.5,51,Median projection
14,Regulating services,Europe,RCP8.5,2050,2018,billion euros,-4.3,NA,10%, -2.4,90%, -8.5,51,Median projection
15,Regulating services,Europe,RCP4.5,2100,2018,billion euros,-7.4,NA,10%, -5.4,90%, -14.8,51,Median projection
16,Regulating services,Europe,RCP8.5,2100,2018,billion euros,-9.1,NA,10%, -5.4,90%, -14.8,51,Median projection
17,Air quality regulation,Europe,RCP4.5,2050,2018,billion euros,-0.6,NA,10%, -0.4,90%, -1.4,51,Median projection
18,Air quality regulation,Europe,RCP8.5,2050,2018,billion euros,-0.7,NA,10%, -0.4,90%, -1.4,51,Median projection
19,Air quality regulation,Europe,RCP4.5,2100,2018,billion euros,-1.1,NA,10%, -0.8,90%, -2.4,51,Median projection
20,Air quality regulation,Europe,RCP8.5,2100,2018,billion euros,-1.4,NA,10%, -0.8,90%, -2.4,51,Median projection
21,Climate regulation,Europe,RCP4.5,2050,2018,billion euros,-0.5,NA,10%, -0.3,90%, -1.1,51,Median projection
22,Climate regulation,Europe,RCP8.5,2050,2018,billion euros,-0.6,NA,10%, -0.3,90%, -1.1,51,Median projection
23,Climate regulation,Europe,RCP4.5,2100,2018,billion euros,-0.9,NA,10%, -0.6,90%, -2.2,51,Median projection
24,Climate regulation,Europe,RCP8.5,2100,2018,billion euros,-1.2,NA,10%, -0.6,90%, -2.2,51,Median projection
25,Disturbance moderation,Europe,RCP4.5,2050,2018,billion euros,-7.0,NA,10%, -4.4,90%, -15.0,51,Median projection
26,Disturbance moderation,Europe,RCP8.5,2050,2018,billion euros,-7.7,NA,10%, -4.4,90%, -15.0,51,Median projection
27,Disturbance moderation,Europe,RCP4.5,2100,2018,billion euros,-13.0,NA,10%, -9.6,90%, -24.7,51,Median projection
28,Disturbance moderation,Europe,RCP8.5,2100,2018,billion euros,-15.8,NA,10%, -9.6,90%, -24.7,51,Median projection
29,Water regulation,Europe,RCP4.5,2050,2018,billion euros,-2.7,NA,10%, -1.7,90%, -5.7,51,Median projection
30,Water regulation,Europe,RCP8.5,2050,2018,billion euros,-3.0,NA,10%, -1.7,90%, -5.7,51,Median projection
31,Water regulation,Europe,RCP4.5,2100,2018,billion euros,-4.9,NA,10%, -3.6,90%, -9.1,51,Median projection
32,Water regulation,Europe,RCP8.5,2100,2018,billion euros,-6.0,NA,10%, -3.6,90%, -9.1,51,Median projection
33,Erosion control,Europe,RCP4.5,2050,2018,billion euros,-1.6,NA,10%, -0.9,90%, -4.1,51,Median projection
34,Erosion control,Europe,RCP8.5,2050,2018,billion euros,-1.7,NA,10%, -0.9,90%, -4.1,51,Median projection
35,Erosion control,Europe,RCP4.5,2100,2018,billion euros,-3.3,NA,10%, -2.3,90%, -7.8,51,Median projection
36,Erosion control,Europe,RCP8.5,2100,2018,billion euros,-4.1,NA,10%, -2.3,90%, -7.8,51,Median projection
37,Soil formation,Europe,RCP4.5,2100,2018,billion euros,-0.3,NA,10%, -0.1,90%, -0.6,51,Median projection
38,Soil formation,Europe,RCP8.5,2100,2018,billion euros,-0.5,NA,10%, -0.3,90%, -1.4,51,Median projection
39,Nutrient cycling,Europe,RCP4.5,2050,2018,billion euros,-3.5,NA,10%, -2.2,90%, -7.5,51,Median projection
40,Nutrient cycling,Europe,RCP8.5,2050,2018,billion euros,-3.9,NA,10%, -2.2,90%, -7.5,51,Median projection
41,Nutrient cycling,Europe,RCP4.5,2100,2018,billion euros,-6.3,NA,10%, -4.6,90%, -11.9,51,Median projection
42,Nutrient cycling,Europe,RCP8.5,2100,2018,billion euros,-7.7,NA,10%, -4.6,90%, -11.9,51,Median projection
43,Waste treatment,Europe,RCP4.5,2050,2018,billion euros,-5.9,NA,10%, -3.7,90%, -12.7,51,Median projection
44,Waste treatment,Europe,RCP8.5,2050,2018,billion euros,-6.5,NA,10%, -3.7,90%, -12.7,51,Median projection
45,Waste treatment,Europe,RCP4.5,2100,2018,billion euros,-11.2,NA,10%, -8.2,90%, -21.9,51,Median projection
46,Waste treatment,Europe,RCP8.5,2100,2018,billion euros,-13.6,NA,10%, -8.2,90%, -21.9,51,Median projection
47,Pollination,Europe,RCP4.5,2050,2018,billion euros,-0.4,NA,10%, -0.2,90%, -1.0,51,Median projection
48,Pollination,Europe,RCP8.5,2050,2018,billion euros,-0.5,NA,10%, -0.2,90%, -1.0,51,Median projection
49,Pollination,Europe,RCP4.5,2100,2018,billion euros,-0.8,NA,10%, -0.5,90%, -1.8,51,Median projection
50,Pollination,Europe,RCP8.5,2100,2018,billion euros,-1.0,NA,10%, -0.5,90%, -1.8,51,Median projection
51,Biological control,Europe,RCP4.5,2050,2018,billion euros,-1.2,NA,10%, -0.7,90%, -2.6,51,Median projection
52,Biological control,Europe,RCP8.5,2050,2018,billion euros,-1.4,NA,10%, -0.7,90%, -2.6,51,Median projection
53,Biological control,Europe,RCP4.5,2100,2018,billion euros,-2.1,NA,10%, -1.5,90%, -4.5,51,Median projection
54,Biological control,Europe,RCP8.5,2100,2018,billion euros,-2.7,NA,10%, -1.5,90%, -4.5,51,Median projection
55,Habitat services,Europe,RCP4.5,2050,2018,billion euros,-2.0,NA,10%, -1.2,90%, -4.3,51,Median projection
56,Habitat services,Europe,RCP8.5,2050,2018,billion euros,-2.2,NA,10%, -1.2,90%, -4.3,51,Median projection
57,Habitat services,Europe,RCP4.5,2100,2018,billion euros,-3.7,NA,10%, -2.7,90%, -7.4,51,Median projection
58,Habitat services,Europe,RCP8.5,2100,2018,billion euros,-4.5,NA,10%, -2.7,90%, -7.4,51,Median projection
59,Nursery and genetic diversity,Europe,RCP4.5,2050,2018,billion euros,-2.0,NA,10%, -1.2,90%, -4.3,51,Median projection
60,Nursery and genetic diversity,Europe,RCP8.5,2050,2018,billion euros,-2.2,NA,10%, -1.2,90%, -4.3,51,Median projection
61,Nursery and genetic diversity,Europe,RCP4.5,2100,2018,billion euros,-3.7,NA,10%, -2.7,90%, -7.4,51,Median projection
62,Nursery and genetic diversity,Europe,RCP8.5,2100,2018,billion euros,-4.5,NA,10%, -2.7,90%, -7.4,51,Median projection
