,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Soil Moisture,Mediterranean,SSP1-2.6,2100,Pre-industrial variability,%,70,NA,NA,NA,NA,NA,1,"ESMs showing dry permanent departures, minimum percentage"
1,Soil Moisture,Mediterranean,SSP3-7.0,2100,Pre-industrial variability,%,90,NA,NA,NA,NA,NA,1,"ESMs showing dry permanent departures, minimum percentage"
2,Soil Moisture,Mediterranean,SSP5-8.5,2100,Pre-industrial variability,%,90,NA,NA,NA,NA,NA,1,"ESMs showing dry permanent departures, minimum percentage"
3,Soil Moisture,North-eastern Africa,SSP1-2.6,2100,Pre-industrial variability,%,64,NA,NA,NA,NA,NA,1,ESMs show wet permanent departures
4,Soil Moisture,North-eastern Africa,SSP5-8.5,2100,Pre-industrial variability,%,93,NA,NA,NA,NA,NA,1,ESMs show wet permanent departures
5,Land Area with Departures,Global ice-free land,SSP1-2.6,2050,Pre-industrial variability,%,10,NA,NA,NA,NA,NA,1,Permanent departures (ensemble median)
6,Land Area with Departures,Global ice-free land,SSP3-7.0,2050,Pre-industrial variability,%,25,NA,NA,NA,NA,NA,1,Permanent departures (ensemble median)
7,Land Area with Departures,Global ice-free land,SSP1-2.6,2100,Pre-industrial variability,%,34,NA,NA,NA,NA,NA,1,Permanent departures
8,Land Area with Departures,Global ice-free land,SSP3-7.0,2100,Pre-industrial variability,%,45,NA,NA,NA,NA,NA,1,Permanent departures
9,Permanent Departure Percentage,Mediterranean,SSP1-2.6,2100,PiControl baseline,Percentage of models,70,NA,NA,NA,NA,NA,Page 5,Approximately 70% of models show a permanent dry departure by the end of the century.
10,Permanent Departure Percentage,Mediterranean,SSP5-8.5,2100,PiControl baseline,Percentage of models,100,NA,NA,NA,NA,NA,Page 5,The percentage of models showing a permanent dry departure approaches 100% by the end of the century.
11,Time of Emergence,Mediterranean,SSP5-8.5,2050,NA,Years after baseline,2050,NA,NA,NA,NA,NA,Page 5,Permanent dry departure is expected to emerge between 2045 to 2075; midpoint taken as 2050.
12,Time of Emergence,North-Eastern Africa,SSP1-2.6,2095,NA,Years after baseline,2095,NA,NA,NA,NA,NA,Page 5,North-Eastern Africa is expected to have permanent wet departures by 2095.
13,Time of Emergence,North-Eastern Africa,SSP5-8.5,2039,NA,Years after baseline,2039,NA,NA,NA,NA,NA,Page 5,"Under more aggressive scenarios, NEAF shows a permanent wet departure by 2039."
14,Regions Incr. Soil Moisture,Global,SSP1-2.6,2085,PiControl,regions,27,NA,NA,NA,NA,NA,4005,Mean 2071-2100
15,Regions Decr. Soil Moisture,Global,SSP1-2.6,2085,PiControl,regions,16,NA,NA,NA,NA,NA,4005,Mean 2071-2100
16,Regions Incr. Soil Moisture,Global,SSP2-4.5,2085,PiControl,regions,23,NA,NA,NA,NA,NA,4005,Mean 2071-2100
17,Regions Decr. Soil Moisture,Global,SSP2-4.5,2085,PiControl,regions,20,NA,NA,NA,NA,NA,4005,Mean 2071-2100
18,Regions Incr. Soil Moisture,Global,SSP3-7.0,2085,PiControl,regions,22,NA,NA,NA,NA,NA,4005,Mean 2071-2100
19,Regions Decr. Soil Moisture,Global,SSP3-7.0,2085,PiControl,regions,21,NA,NA,NA,NA,NA,4005,Mean 2071-2100
20,Regions Incr. Soil Moisture,Global,SSP5-8.5,2085,PiControl,regions,23,NA,NA,NA,NA,NA,4005,Mean 2071-2100
21,Regions Decr. Soil Moisture,Global,SSP5-8.5,2085,PiControl,regions,20,NA,NA,NA,NA,NA,4005,Mean 2071-2100
22,Land Area w/ Departure,Global,All SSPs,2021,Pre-Industrial,%,5,NA,NA,NA,NA,NA,4005,Soil moisture > 95th or < 5th
23,Wet Departure Area,Global,SSP1-2.6,2100,Pre-industrial,%,22,NA,NA,NA,NA,NA,4006,Ice-free land
24,Dry Departure Area,Global,SSP1-2.6,2100,Pre-industrial,%,28,NA,NA,NA,NA,NA,4006,Ice-free land
25,Wet Departure Area,Global,SSP3-7.0,2100,Pre-industrial,%,36,NA,NA,NA,NA,NA,4006,Ice-free land
26,Dry Departure Area,Global,SSP3-7.0,2100,Pre-industrial,%,30,NA,NA,NA,NA,NA,4006,Ice-free land
27,Wet Departure Area,Global,SSP1-2.6,2050,Pre-industrial,%,5,NA,NA,NA,NA,NA,4006,Ensemble median
28,Dry Departure Area,Global,SSP1-2.6,2050,Pre-industrial,%,4,NA,NA,NA,NA,NA,4006,Ensemble median
29,Wet Departure Area,Global,SSP3-7.0,2050,Pre-industrial,%,14,NA,NA,NA,NA,NA,4006,Ensemble median
30,Dry Departure Area,Global,SSP3-7.0,2050,Pre-industrial,%,11,NA,NA,NA,NA,NA,4006,Ensemble median
31,Increased Soil Moisture,Global,SSP1-2.6,2100,Pre-industrial,%,15,NA,NA,NA,NA,NA,4006,"At least, ice-free land, permanent"
32,Increased Soil Moisture,Global,SSP3-7.0,2100,Pre-industrial,%,28,NA,NA,NA,NA,NA,4006,"Can amount to, ice-free land, permanent"
33,Decreased Soil Moisture,Global,SSP1-2.6,2100,Pre-industrial,%,18,NA,NA,NA,NA,NA,4006,"Ice-free land, permanent, sudden rapid increase after 2090"
34,Decreased Soil Moisture,Global,SSP3-7.0,2100,Pre-industrial,%,17.6,NA,NA,NA,NA,NA,4006,"Ice-free land, permanent"
35,Permanent Dry Departures,Global,SSP1-2.6,2100,PiControl baseline,Months,0,NA,NA,NA,NA,NA,Page 9,Seasonal permanent dry departure remains higher in boreal summer (qualitative).
36,Permanent Wet Departures,Global,SSP3-7.0,2100,PiControl baseline,Months,0,NA,NA,NA,NA,NA,Page 9,"In boreal winter, the land area with permanent wet departures is much larger than for dry departures (qualitative)."
37,Conflicting Departure Signals,Global,SSP-3.70,2100,No CC,%,33,NA,NA,NA,NA,NA,4010,Percentage of regions with conflicting departure signals among ESMs
38,Conflicting Departure Signals,Global,SSP-1.26,2100,No CC,%,37,NA,NA,NA,NA,NA,4010,Percentage of regions with conflicting departure signals among ESMs
39,Land Area Departure,Global,SSP1-2.6,2100,PiControl,%,25,NA,NA,NA,NA,NA,4011,Based on ensemble medians from graph (a); refers to combined percentage with either wet or dry departures.
40,Land Area Departure,Global,SSP3-7.0,2100,PiControl,%,15,NA,NA,NA,NA,NA,4011,Based on ensemble medians from graph (b); refers to combined percentage with either wet or dry departures.
41,Soil Moisture,Sahara,SSP1-2.6,2100,PiControl,Relative Change,0,NA,NA,NA,NA,NA,4011,"Wet departures expected, but absolute changes likely of low magnitude; specific quantification not provided."
42,Crop Production,Southern Europe,NA,2100,No CC,NA,0,NA,NA,NA,NA,NA,4011,Severe impacts on crop production are projected; no specific values given.
43,Soil Moisture Departure,Mediterranean,SSP1-2.6,2050,Pre-industrial baseline,%,43,NA,NA,NA,NA,NA,4012,Percentage of ESMs showing permanent dry departure
44,Soil Moisture Departure,Mediterranean,SSP3-7.0,2050,Pre-industrial baseline,%,57,NA,NA,NA,NA,NA,4012,Percentage of ESMs showing permanent dry departure
45,Soil Moisture Departure,Mediterranean,SSP1-2.6,2100,Pre-industrial baseline,%,70,NA,NA,NA,NA,NA,4012,Percentage of ESMs showing permanent dry departure
46,Soil Moisture Departure,Mediterranean,SSP3-7.0,2100,Pre-industrial baseline,%,100,NA,NA,NA,NA,NA,4012,Percentage of ESMs showing permanent dry departure
47,Wet Departures,Global,SSP1-2.6,2100,PiControl,%,15,NA,NA,NA,NA,NA,4013,
48,Wet Departures,Global,SSP2-4.5,2100,PiControl,%,23,NA,NA,NA,NA,NA,4013,
49,Wet Departures,Global,SSP3-7.0,2100,PiControl,%,28,NA,NA,NA,NA,NA,4013,
50,Wet Departures,Global,SSP5-8.5,2100,PiControl,%,34,NA,NA,NA,NA,NA,4013,
51,Land Surface Area,Global,SSP1-2.6,2100,Pre-industrial variability,%,18,NA,NA,NA,NA,NA,4014,Percentage of land surface with permanent dry departures
52,Land Surface Area,Global,SSP2-4.5,2100,Pre-industrial variability,%,17,NA,NA,NA,NA,NA,4014,Percentage of land surface with permanent dry departures
53,Land Surface Area,Global,SSP3-7.0,2100,Pre-industrial variability,%,17.6,NA,NA,NA,NA,NA,4014,Percentage of land surface with permanent dry departures
54,Land Surface Area,Global,SSP5-8.5,2100,Pre-industrial variability,%,26,NA,NA,NA,NA,NA,4014,Percentage of land surface with permanent dry departures
55,Land Surface Area,Global,SSP1-2.6,2100,Ice-free land surface area,%,33,NA,NA,NA,NA,NA,4014,Percentage of ice-free land surface area with permanent departures
56,Land Area,Global,All SSPs,2050,Pre-industrial variability,%,10,NA,NA,NA,NA,NA,4014,Percentage of land area with permanent departures
57,Land Area,Global,SSP3-7.0,2100,Pre-industrial variability,%,25,NA,NA,NA,NA,NA,4014,Percentage of land area with permanent departure
