,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agriculture,Irrigation,Bangladesh,RCP8.5,MarginalImpact,MonetaryBenefits [USD/Ha],Economic,Lead,USD/Ha,4,NA,NA,NA,NA,15,"Page 2, Projection",Marginal impact benefits observed in areas with sufficient irrigation facilities; 1mm/month rainfall and 10°C temperature increase linked to increase in net crop income.
1,Agriculture,General Adaptation,Bangladesh,Projected Climate Scenarios,EstimatedFutureImpact,MonetaryBenefits [USD/Ha],Economic,Lead,USD/Ha,25,NA,NA,NA,NA,84,"Page 2, Projection",Estimated increase in net crop income per hectare as projected by Global Circulation Models.
2,Agriculture,Irrigation,Bangladesh,RCP8.5,Ricardian Regression,MonetaryBenefits,Economic,Need,US$/Ha,46.40,NA,NA,NA,NA,NA,Page 10,Impact of access to irrigation on net crop income. p < 0.05
3,Agriculture,Soil Management,Bangladesh,RCP8.5,Ricardian Regression,MonetaryBenefits,Economic,Need,US$/Ha,50.55,NA,NA,NA,NA,NA,Page 10,Impact of clay soil on net crop income. p < 0.1
4,Agriculture,Extension Services,Bangladesh,RCP8.5,Ricardian Regression,MonetaryBenefits,Economic,Need,US$/Ha,50.11,NA,NA,NA,NA,NA,Page 10,Impact of access to agricultural extension services on net crop income. p < 0.1
5,Agriculture,Any,Bangladesh,RCP8.5,Ricardian Regression,MonetaryBenefits,Economic,Need,US $/Ha,24.77,6.04,NA,NA,NA,NA,Table VII,"BNU-ESM, 2021-2060"
6,Agriculture,Any,Bangladesh,RCP8.5,Ricardian Regression,MonetaryBenefits,Economic,Need,US $/Ha,44.29,10.79,NA,NA,NA,NA,Table VII,"CanESM2, 2021-2060"
7,Agriculture,Any,Bangladesh,RCP8.5,Ricardian Regression,MonetaryBenefits,Economic,Need,US $/Ha,60.82,14.82,NA,NA,NA,NA,Table VII,"BNU-ESM, 2061-2100"
8,Agriculture,Any,Bangladesh,RCP8.5,Ricardian Regression,MonetaryBenefits,Economic,Need,US $/Ha,93.82,22.86,NA,NA,NA,NA,Table VII,"CanESM2, 2061-2100"
9,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,25,NA,NA,NA,NA,NA,Page 14,"Projected increase in net crop income for Bangladesh, average across climate zones, BNU-ESM AOGCM, 2021-2060"
10,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,84,NA,NA,NA,NA,NA,Page 14,"Projected increase in net crop income for Bangladesh, average across climate zones, BNU-ESM AOGCM, 2021-2060"
11,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,20.55,5.00,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South central, BNU-ESM, 2021-2060"
12,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,56.60,13.79,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South central, BNU-ESM, 2061-2100"
13,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,38.78,9.45,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South central, CanESM2, 2021-2060"
14,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,89.60,21.84,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South central, CanESM2, 2061-2100"
15,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,23.44,5.71,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South-western, BNU-ESM, 2021-2060"
16,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,68.83,16.77,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South-western, BNU-ESM, 2061-2100"
17,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,52.29,12.74,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South-western, CanESM2, 2021-2060"
18,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,101.82,24.81,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South-western, CanESM2, 2061-2100"
19,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,58.50,14.26,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, Western, BNU-ESM, 2061-2100"
20,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,94.55,23.04,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, Western, CanESM2, 2021-2060"
21,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,78.02,19.01,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, Western, CanESM2, 2061-2100"
22,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,126.67,30.87,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, Western, BNU-ESM, 2021-2060"
23,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,34.42,8.39,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, North-western, BNU-ESM, 2021-2060"
24,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,70.47,17.17,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, North-western, BNU-ESM, 2061-2100"
25,Agriculture,Adaptation,Bangladesh,RCP8.5,Ricardian regression,MonetaryBenefits,Economic,Need,US$/Ha,53.94,13.15,NA,NA,NA,NA,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, North-western, CanESM2, 2021-2060"
