,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Heat exposure,Global,All warming,2050,1995-2014,%,100,NA,NA,NA,NA,NA,1,Doubles across all warming scenarios.
1,Pop. above 37.5°C,Global,SSPs,2050,Today,%,23,NA,NA,NA,NA,NA,1,Population aged 69+ exceeding 37.5°C
2,Older adults exposed,Global,SSPs,2050,Today,Millions,177,NA,NA,NA,NA,246,1,Additional older adults exposed to dangerous acute heat
3,Person Degree Days,Africa,SSP126,2050,No CC,Billion,60,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
4,Person Degree Days,Africa,SSP245,2050,No CC,Billion,40,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
5,Person Degree Days,Africa,SSP370,2050,No CC,Billion,20,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
6,Person Degree Days,Africa,SSP585,2050,No CC,Billion,0,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
7,Person Degree Days,Asia,SSP126,2050,No CC,Billion,600,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
8,Person Degree Days,Asia,SSP245,2050,No CC,Billion,400,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
9,Person Degree Days,Asia,SSP370,2050,No CC,Billion,200,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
10,Person Degree Days,Asia,SSP585,2050,No CC,Billion,0,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
11,Person Degree Days,Europe,SSP126,2050,No CC,Billion,20,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
12,Person Degree Days,Europe,SSP245,2050,No CC,Billion,15,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
13,Person Degree Days,Europe,SSP370,2050,No CC,Billion,10,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
14,Person Degree Days,Europe,SSP585,2050,No CC,Billion,5,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
15,Person Degree Days,Global,SSP126,2050,No CC,Billion,800,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
16,Person Degree Days,Global,SSP245,2050,No CC,Billion,600,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
17,Person Degree Days,Global,SSP370,2050,No CC,Billion,100,NA,NA,NA,NA,NA,Page 7,Estimated value; may be inaccurate
18,Person Degree Days,Global,SSP585,2050,No CC,Billion,0,NA,NA,NA,NA,NA,Page 7,Estimated value; may be inaccurate
19,Person Degree Days,North America,SSP126,2050,No CC,Billion,10,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
20,Person Degree Days,North America,SSP245,2050,No CC,Billion,0.9,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
21,Person Degree Days,North America,SSP370,2050,No CC,Billion,0.6,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
22,Person Degree Days,North America,SSP585,2050,No CC,Billion,0.3,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
23,Person Degree Days,Oceania,SSP126,2050,No CC,Billion,0,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
24,Person Degree Days,Oceania,SSP245,2050,No CC,Billion,0,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
25,Person Degree Days,Oceania,SSP370,2050,No CC,Billion,0,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
26,Person Degree Days,Oceania,SSP585,2050,No CC,Billion,0,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
27,Person Degree Days,South America,SSP126,2050,No CC,Billion,60,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
28,Person Degree Days,South America,SSP245,2050,No CC,Billion,40,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
29,Person Degree Days,South America,SSP370,2050,No CC,Billion,20,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
30,Person Degree Days,South America,SSP585,2050,No CC,Billion,0,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
31,Person Hot Days,Africa,SSP126,2050,No CC,Billion,2.5,NA,NA,NA,NA,NA,Page 7,"Decomposition analysis, climate change driver"
