,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Fisheries,Any,"US, Russia",SSP585,MRP and MPP,BaselineImpact,Economic,Need,%,37,NA,NA,NA,NA,NA,Page 13,Decline in MRP (37%) and MPP (47%) are due to reduction and shift in abundance of low-catch and high-economic value species.
1,Fisheries,Any,"US, Russia",SSP585,MRP and MPP,BaselineImpact,Economic,Need,%,47,NA,NA,NA,NA,NA,Page 13,Decline in MRP (37%) and MPP (47%) are due to reduction and shift in abundance of low-catch and high-economic value species.
2,Fisheries,Any,"US, Russia",SSP126,MRP,BaselineImpact,Economic,Need,%,-12.02,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2021-2040
3,Fisheries,Any,"US, Russia",SSP126,MPP,BaselineImpact,Economic,Need,%,-15.72,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2021-2040
4,Fisheries,Any,"US, Russia",SSP126,MRP,BaselineImpact,Economic,Need,%,-18.28,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2041-2060
5,Fisheries,Any,"US, Russia",SSP126,MPP,BaselineImpact,Economic,Need,%,-22.74,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2041-2060
6,Fisheries,Any,"US, Russia",SSP126,MRP,BaselineImpact,Economic,Need,%,-20.92,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2061-2080
7,Fisheries,Any,"US, Russia",SSP126,MPP,BaselineImpact,Economic,Need,%,-26.21,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2061-2080
8,Fisheries,Any,"US, Russia",SSP126,MRP,BaselineImpact,Economic,Need,%,-23.12,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2081-2100
9,Fisheries,Any,"US, Russia",SSP126,MPP,BaselineImpact,Economic,Need,%,-28.25,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2081-2100
10,Fisheries,Any,"US, Russia",SSP245,MRP,BaselineImpact,Economic,Need,%,-6.7,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2021-2040
11,Fisheries,Any,"US, Russia",SSP245,MPP,BaselineImpact,Economic,Need,%,-9.95,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2021-2040
12,Fisheries,Any,"US, Russia",SSP245,MRP,BaselineImpact,Economic,Need,%,-17.42,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2041-2060
13,Fisheries,Any,"US, Russia",SSP245,MPP,BaselineImpact,Economic,Need,%,-23.3,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2041-2060
14,Fisheries,Any,"US, Russia",SSP245,MRP,BaselineImpact,Economic,Need,%,-23.88,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2061-2080
15,Fisheries,Any,"US, Russia",SSP245,MPP,BaselineImpact,Economic,Need,%,-30.77,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2061-2080
16,Fisheries,Any,"US, Russia",SSP245,MRP,BaselineImpact,Economic,Need,%,-32.55,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2081-2100
17,Fisheries,Any,"US, Russia",SSP245,MPP,BaselineImpact,Economic,Need,%,-40.55,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2081-2100
18,Fisheries,Any,"US, Russia",SSP370,MRP,BaselineImpact,Economic,Need,%,-6.72,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2021-2040
19,Fisheries,Any,"US, Russia",SSP370,MPP,BaselineImpact,Economic,Need,%,-10.38,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2021-2040
20,Fisheries,Any,"US, Russia",SSP370,MRP,BaselineImpact,Economic,Need,%,-16.81,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2041-2060
21,Fisheries,Any,"US, Russia",SSP370,MPP,BaselineImpact,Economic,Need,%,-23.46,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2041-2060
22,Fisheries,Any,"US, Russia",SSP370,MRP,BaselineImpact,Economic,Need,%,-29.07,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2061-2080
23,Fisheries,Any,"US, Russia",SSP370,MPP,BaselineImpact,Economic,Need,%,-37.66,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2061-2080
24,Fisheries,Any,"US, Russia",SSP370,MRP,BaselineImpact,Economic,Need,%,-35.5,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2081-2100
25,Fisheries,Any,"US, Russia",SSP370,MPP,BaselineImpact,Economic,Need,%,-44.28,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2081-2100
26,Fisheries,Any,"US, Russia",SSP585,MRP,BaselineImpact,Economic,Need,%,-9.27,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2021-2040
27,Fisheries,Any,"US, Russia",SSP585,MPP,BaselineImpact,Economic,Need,%,-13.22,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2021-2040
28,Fisheries,Any,"US, Russia",SSP585,MRP,BaselineImpact,Economic,Need,%,-23.96,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2041-2060
29,Fisheries,Any,"US, Russia",SSP585,MPP,BaselineImpact,Economic,Need,%,-31.66,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2041-2060
30,Fisheries,Any,"US, Russia",SSP585,MRP,BaselineImpact,Economic,Need,%,-33.79,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2061-2080
31,Fisheries,Any,"US, Russia",SSP585,MPP,BaselineImpact,Economic,Need,%,-42.68,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2061-2080
32,Fisheries,Any,"US, Russia",SSP585,MRP,BaselineImpact,Economic,Need,%,-37.37,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2081-2100
33,Fisheries,Any,"US, Russia",SSP585,MPP,BaselineImpact,Economic,Need,%,-46.83,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2081-2100
34,Fisheries,Any,"US, Russia",SSP126,MCP,BaselineImpact,Economic,Need,%,1.92,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2021-2040
35,Fisheries,Any,"US, Russia",SSP245,MCP,BaselineImpact,Economic,Need,%,4.68,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2021-2040
36,Fisheries,Any,"US, Russia",SSP370,MCP,BaselineImpact,Economic,Need,%,5.58,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2021-2040
37,Fisheries,Any,"US, Russia",SSP585,MCP,BaselineImpact,Economic,Need,%,3.98,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2021-2040
38,Fisheries,Any,"US, Russia",SSP126,MCP,BaselineImpact,Economic,Need,%,-4.55,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2041-2060
39,Fisheries,Any,"US, Russia",SSP245,MCP,BaselineImpact,Economic,Need,%,-0.86,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2041-2060
40,Fisheries,Any,"US, Russia",SSP370,MCP,BaselineImpact,Economic,Need,%,2.8,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2041-2060
41,Fisheries,Any,"US, Russia",SSP585,MCP,BaselineImpact,Economic,Need,%,-2.04,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2041-2060
42,Fisheries,Any,"US, Russia",SSP126,MCP,BaselineImpact,Economic,Need,%,-5.27,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2061-2080
43,Fisheries,Any,"US, Russia",SSP245,MCP,BaselineImpact,Economic,Need,%,-3.65,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2061-2080
44,Fisheries,Any,"US, Russia",SSP370,MCP,BaselineImpact,Economic,Need,%,-3.22,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2061-2080
45,Fisheries,Any,"US, Russia",SSP585,MCP,BaselineImpact,Economic,Need,%,-3.89,NA,NA,NA,NA,NA,Table 2,Percentage change relative to present (2000-2019) for 2061-2080
