,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Industrial Output,China,B1,2080,No CC,%,-3,NA,NA,NA,NA,NA,Page 1,Slowest warming scenario
1,Industrial Output,China,B1,2080,No CC,%,-36,NA,NA,NA,NA,NA,Page 1,Slowest warming scenario
2,Industrial Output,China,A2,2080,No CC,%,-12,NA,NA,NA,NA,NA,Page 1,Most rapid warming scenario
3,Industrial Output,China,A2,2080,No CC,%,-46,NA,NA,NA,NA,NA,Page 1,Most rapid warming scenario
4,Value added per worker,China,NA,2002,No CC,%,0.0217,0.0068,NA,NA,NA,NA,p. 264,"Coefficient estimate of spring temperature on log value added per worker (no lags, sunshine variables NO). Significant at p<0.01. Midpoint of the period."
5,Value added per worker,China,NA,2002,No CC,%,0.0163,0.0070,NA,NA,NA,NA,p. 264,"Coefficient estimate of spring temperature on log value added per worker (no lags, sunshine variables YES). Significant at p<0.05. Midpoint of the period."
6,Value added per worker,China,NA,2002,No CC,%,0.0182,0.0073,NA,NA,NA,NA,p. 264,"Coefficient estimate of spring temperature on log value added per worker (one lag, sunshine variables YES). Significant at p<0.05. Midpoint of the period."
7,Value added per worker,China,NA,2002,No CC,%,-0.0346,0.0075,NA,NA,NA,NA,p. 264,"Coefficient estimate of summer temperature on log value added per worker (no lags, sunshine variables NO). Significant at p<0.01. Value is negative, so this represents a reduction due to temperature. Midpoint of the period."
8,Value added per worker,China,NA,2002,No CC,%,-0.0451,0.0084,NA,NA,NA,NA,p. 264,"Coefficient estimate of summer temperature on log value added per worker (no lags, sunshine variables YES). Significant at p<0.01. Value is negative, so this represents a reduction due to temperature. Midpoint of the period."
9,Value added per worker,China,NA,2002,No CC,%,-0.0563,0.0085,NA,NA,NA,NA,p. 264,"Coefficient estimate of summer temperature on log value added per worker (one lag, sunshine variables YES). Significant at p<0.01. Value is negative, so this represents a reduction due to temperature. Midpoint of the period."
10,Value added per worker,China,NA,2002,No CC,%,0.0018,0.0068,NA,NA,NA,NA,p. 264,"Coefficient estimate of fall temperature on log value added per worker (no lags, sunshine variables NO). Not significant. Midpoint of the period."
11,Value added per worker,China,NA,2002,No CC,%,0.0024,0.0068,NA,NA,NA,NA,p. 264,"Coefficient estimate of fall temperature on log value added per worker (no lags, sunshine variables YES). Not significant. Midpoint of the period."
12,Value added per worker,China,NA,2002,No CC,%,0.0124,0.0076,NA,NA,NA,NA,p. 264,"Coefficient estimate of fall temperature on log value added per worker (one lag, sunshine variables YES). Not significant. Midpoint of the period."
13,Value added per worker,China,NA,2002,No CC,%,0.0030,0.0057,NA,NA,NA,NA,p. 264,"Coefficient estimate of winter temperature on log value added per worker (no lags, sunshine variables NO). Not significant. Midpoint of the period."
14,Value added per worker,China,NA,2002,No CC,%,0.0038,0.0058,NA,NA,NA,NA,p. 264,"Coefficient estimate of winter temperature on log value added per worker (no lags, sunshine variables YES). Not significant. Midpoint of the period."
15,Value added per worker,China,NA,2002,No CC,%,0.0047,0.0060,NA,NA,NA,NA,p. 264,"Coefficient estimate of winter temperature on log value added per worker (one lag, sunshine variables YES). Not significant. Midpoint of the period."
16,Value added per worker,China,NA,2002,No CC,%,0.0391,0.0078,NA,NA,NA,NA,p. 264,"Coefficient estimate of lagged (one year) spring temperature on log value added per worker (one lag, sunshine variables YES). Significant at p<0.01. Midpoint of the period."
17,Value added per worker,China,NA,2002,No CC,%,-0.0201,0.0096,NA,NA,NA,NA,p. 264,"Coefficient estimate of lagged (one year) summer temperature on log value added per worker (one lag, sunshine variables YES). Significant at p<0.05. Value is negative, so this represents a reduction due to temperature. Midpoint of the period."
18,Value added per worker,China,NA,2002,No CC,%,0.0216,0.0078,NA,NA,NA,NA,p. 264,"Coefficient estimate of lagged (one year) fall temperature on log value added per worker (one lag, sunshine variables YES). Significant at p<0.01. Midpoint of the period."
19,Value added per worker,China,NA,2002,No CC,%,0.0175,0.0061,NA,NA,NA,NA,p. 264,"Coefficient estimate of lagged (one year) winter temperature on log value added per worker (one lag, sunshine variables YES). Significant at p<0.01. Midpoint of the period."
20,Value added per worker,China,NA,2002,No CC,%,0.0573,0.0112,NA,NA,NA,NA,p. 264,"Sum of all spring temperature coefficient estimates (one lag, sunshine variables YES). Significant at p<0.01. Midpoint of the period."
21,Value added per worker,China,NA,2002,No CC,%,-0.0764,0.0130,NA,NA,NA,NA,p. 264,"Sum of all summer temperature coefficient estimates (one lag, sunshine variables YES). Significant at p<0.01. Value is negative, so this represents a reduction due to temperature. Midpoint of the period."
22,Value added per worker,China,NA,2002,No CC,%,0.0339,0.0122,NA,NA,NA,NA,p. 264,"Sum of all fall temperature coefficient estimates (one lag, sunshine variables YES). Significant at p<0.01. Midpoint of the period."
23,Value added per worker,China,NA,2002,No CC,%,0.0128,0.0095,NA,NA,NA,NA,p. 264,"Sum of all winter temperature coefficient estimates (one lag, sunshine variables YES). Not significant. Midpoint of the period."
24,Industrial output,China,NA,2007,No CC,%/°C,-3.5,NA,NA,NA,NA,NA,9,Reduction stemming from a 1°C increase in average summer temperature.
25,Industrial output,China,NA,2007,No CC,%/°C,-5.6,NA,NA,NA,NA,NA,9,Reduction stemming from a 1°C increase in average summer temperature.
26,Industrial output,China,NA,2007,No CC,%/°C,1.9,NA,NA,NA,NA,NA,9,Reduction in output in year t from a 1°C increase in Tempsummer in year t-1
27,Industrial output,China,NA,2007,No CC,%/°C,-2.0,NA,NA,NA,NA,NA,9,Reduction in output in year t from a 1°C increase in Tempsummer in year t-1
28,Industrial output,China,NA,2007,No CC,%/°C,-1.8,NA,NA,NA,NA,NA,9,Reduction in output in year t from a 1°C increase in Tempwinter in year t-1
29,Industrial output,China,NA,2007,No CC,%/°C,-3.2,NA,NA,NA,NA,NA,9,Reduction in output in year t from a 1°C increase in Tempwinter in year t-1
30,Industrial output,China,NA,2007,No CC,%/°C,3.4,NA,NA,NA,NA,NA,9,Increase in current year output from a 1°C increase in Tempspring in previous year
31,Industrial output,China,NA,2007,No CC,%/°C,3.9,NA,NA,NA,NA,NA,9,Increase in current year output from a 1°C increase in Tempspring in previous year
32,Industrial output,China,NA,2007,No CC,%/°C,2.2,NA,NA,NA,NA,NA,9,Increase in current year output from a 1°C increase in Tempfall in previous year
33,Industrial output,China,NA,2007,No CC,%/°C,2.4,NA,NA,NA,NA,NA,9,Increase in current year output from a 1°C increase in Tempfall in previous year
34,Industrial output,China,NA,2007,No CC,%/°C,-16.8,NA,NA,NA,NA,NA,9,Cumulative effect of Tempsummer on output with four lags included.
35,Industrial output,China,NA,2007,No CC,%/°C,9.8,NA,NA,NA,NA,NA,9,Cumulative effect of Tempspring with four lags included.
36,Industrial output,China,NA,2007,No CC,%/°C,5.6,NA,NA,NA,NA,NA,9,Cumulative effect of Tempfall with four lags included.
37,Industrial output,China,NA,2007,No CC,%/°C,-10.7,NA,NA,NA,NA,NA,9,Cumulative effect of Tempwinter with four lags included.
38,GDP per capita,Caribbean & Central America,NA,2010,No CC,%/°C,-1.0,NA,NA,NA,NA,NA,9,Reported in Dell et al. (2014). Annual average.
39,Industrial output,China,NA,2007,No CC,%/°C,-13.6,NA,NA,NA,NA,NA,9,"The cumulative effect of temperature, but using annual average temperature as the temperature variable"
40,Industrial output,Caribbean & Central America,NA,2010,No CC,%/°C,-2.5,NA,NA,NA,NA,NA,9,Reported in Hsiang (2010).
41,Income per capita,USA,NA,2014,No CC,%/°C,-1.7,NA,NA,NA,NA,NA,9,Reported in Deryugina and Hsiang (2014).
42,Value added per worker,China,NA,2007,No CC,%,0,NA,NA,NA,NA,NA,266,"Nonlinear relationship with temperature described; inverted-U shape above 15°C, negative response to low temperatures (<12°C); quantitative value not provided but setting value to 0 to indicate no effect was specified."
43,Industrial output,China,No specific scenario,2007,[21-24°C days as baseline,%,-7.7,NA,NA,NA,NA,NA,Page 11,This quantitative result represents the reduction in annual industrial output when replacing days with an average temperature of [21-24°C) with days at 30°C. The data range ends in 2007 so that may be a useful year to associate with these findings.
44,Industrial output,China,No specific scenario,2007,[21-24°C days as baseline,%,-9.5,NA,NA,NA,NA,NA,Page 11,This quantitative result represents the reduction in annual industrial output when replacing days with an average temperature of [21-24°C) with days at 12°C or below. The data range ends in 2007 so that may be a useful year to associate with these findings. The analysis includes lagged temperature effects.
45,Investment,China,NA,2002,21-24°C,%,-0.1,NA,NA,NA,NA,NA,269,Additional day at 30°C; average year used
46,Investment,China,NA,2002,21-24°C,%,-0.3,NA,NA,NA,NA,NA,269,Additional day at <3°C; average year used
47,Inventory,China,NA,2002,21-24°C,%,0.01,NA,NA,NA,NA,NA,269,Additional day at <3°C; placeholder positive value used as >0 was specified; average year used
48,Inventory,China,NA,2002,21-24°C,%,0.01,NA,NA,NA,NA,NA,269,Additional day at >30°C; placeholder positive value used as >0 was specified; average year used
49,Output,China,NA,2002,Tempsummer,%,-48.7,NA,NA,NA,NA,NA,269,Ferrous metal mining industry; average year used
50,Output,China,NA,2002,Tempsummer,%,-41.2,NA,NA,NA,NA,NA,269,Timber industry; average year used
51,Output,China,NA,2002,Tempsummer,%,-34.7,NA,NA,NA,NA,NA,269,Rubber industry; average year used
52,Value Added per Worker,China,NA,2007,No CC,%,-42.9,NA,NA,NA,NA,NA,270,Cumulative effect of a 1°C increase in winter temperature on stationary output. Assuming 2007 as the end of the study period.
53,Output,China,NA,2007,No CC,%,-33,NA,NA,NA,NA,NA,270,Cumulative effect of a 1°C increase in winter temperature on office machinery output. Assuming 2007 as the end of the study period.
54,Value added per worker,China,High Humidity,2007,No CC,Percentage change per 1°C,0.0751,0.0168,NA,NA,NA,NA,Page 15,The result indicates that a 1°C increase in summer temperature leads to a 7.51% increase in value added per worker in high-temperature regions defined by above-median humidity.
55,Value added per worker,China,High Rainfall,2007,No CC,Percentage change per 1°C,0.0527,0.0130,NA,NA,NA,NA,Page 15,The result indicates that a 1°C increase in summer temperature leads to a 5.27% increase in value added per worker in high-temperature regions with above-median rainfall.
56,Industrial output,China,A2,2050,No CC,%,-10.6,NA,NA,NA,NA,NA,16,"UKMO-HadCM3 model, medium term, range is 10.6-27.2%"
57,Industrial output,China,A2,2050,No CC,%,-27.2,NA,NA,NA,NA,NA,16,"UKMO-HadCM3 model, medium term, range is 10.6-27.2%"
58,Industrial output,China,A1B,2050,No CC,%,-12.9,NA,NA,NA,NA,NA,16,"UKMO-HadCM3 model, medium term, range is 12.9-35.9%"
59,Industrial output,China,A1B,2050,No CC,%,-35.9,NA,NA,NA,NA,NA,16,"UKMO-HadCM3 model, medium term, range is 12.9-35.9%"
60,Industrial output,China,B1,2050,No CC,%,-5.2,NA,NA,NA,NA,NA,16,"UKMO-HadCM3 model, medium term, range is 5.2-19.6%"
61,Industrial output,China,B1,2050,No CC,%,-19.6,NA,NA,NA,NA,NA,16,"UKMO-HadCM3 model, medium term, range is 5.2-19.6%"
62,Industrial output,China,A2,2080,No CC,%,-14.8,NA,NA,NA,NA,NA,16,"UKMO-HadCM3 model, long term, range is 14.8-45.6%"
63,Industrial output,China,A2,2080,No CC,%,-45.6,NA,NA,NA,NA,NA,16,"UKMO-HadCM3 model, long term, range is 14.8-45.6%"
64,Industrial output,China,A1B,2080,No CC,%,-15.8,NA,NA,NA,NA,NA,16,"UKMO-HadCM3 model, long term, range is 15.8-45.7%"
65,Industrial output,China,A1B,2080,No CC,%,-45.7,NA,NA,NA,NA,NA,16,"UKMO-HadCM3 model, long term, range is 15.8-45.7%"
66,Industrial output,China,B1,2080,No CC,%,-16.1,NA,NA,NA,NA,NA,16,"UKMO-HadCM3 model, long term, range is 16.1-36.0%"
67,Industrial output,China,B1,2080,No CC,%,-36.0,NA,NA,NA,NA,NA,16,"UKMO-HadCM3 model, long term, range is 16.1-36.0%"
68,Industrial output,China,A2,2050,No CC,%,-5.2,NA,NA,NA,NA,NA,16,"PCM model, medium term, range is 5.2-10.3%"
69,Industrial output,China,A2,2050,No CC,%,-10.3,NA,NA,NA,NA,NA,16,"PCM model, medium term, range is 5.2-10.3%"
70,Industrial output,China,A1B,2050,No CC,%,-7.4,NA,NA,NA,NA,NA,16,"PCM model, medium term, range is 7.4-17.0%"
71,Industrial output,China,A1B,2050,No CC,%,-17.0,NA,NA,NA,NA,NA,16,"PCM model, medium term, range is 7.4-17.0%"
72,Industrial output,China,B1,2050,No CC,%,-3.0,NA,NA,NA,NA,NA,16,"PCM model, medium term, range is 3.0-8.5%"
73,Industrial output,China,B1,2050,No CC,%,-8.5,NA,NA,NA,NA,NA,16,"PCM model, medium term, range is 3.0-8.5%"
74,Industrial output,China,A2,2080,No CC,%,-11.9,NA,NA,NA,NA,NA,16,"PCM model, long term, range is 11.9-20.8%"
75,Industrial output,China,A2,2080,No CC,%,-20.8,NA,NA,NA,NA,NA,16,"PCM model, long term, range is 11.9-20.8%"
76,Industrial output,China,A1B,2080,No CC,%,-13.5,NA,NA,NA,NA,NA,16,"PCM model, long term, range is 13.5-21.9%"
77,Industrial output,China,A1B,2080,No CC,%,-21.9,NA,NA,NA,NA,NA,16,"PCM model, long term, range is 13.5-21.9%"
78,Industrial output,China,B1,2080,No CC,%,-2.8,NA,NA,NA,NA,NA,16,"PCM model, long term, range is 2.8-8.9%"
79,Industrial output,China,B1,2080,No CC,%,-8.9,NA,NA,NA,NA,NA,16,"PCM model, long term, range is 2.8-8.9%"
80,Industrial output,China,B1,2100,No CC,%,-3,NA,NA,NA,NA,NA,p.17,"Slowest warming scenario, end of century, UKMO-HadCM3 and PCM climate models"
81,Industrial output,China,B1,2100,No CC,%,-36,NA,NA,NA,NA,NA,p.17,"Slowest warming scenario, end of century, UKMO-HadCM3 and PCM climate models"
82,Industrial output,China,A2,2100,No CC,%,-12,NA,NA,NA,NA,NA,p.17,"Most rapid warming scenario, end of century, UKMO-HadCM3 and PCM climate models"
