,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Heatwave Likelihood,Most regions,NDC Pledges,2050,2C Central,ratio,0.3,NA,NA,NA,NA,NA,10,30-40% greater chance of major heatwave
1,River Flooding Likelihood,India,NDC Pledges,2050,2C Central,ratio,0.18,NA,NA,NA,NA,NA,10,18% increase in chance of river flooding
2,River Flooding Likelihood,Global,NDC Pledges,2050,2C Central,ratio,0.12,NA,NA,NA,NA,NA,10,12% increase in chance of river flooding
3,Agricultural Drought Frequency,India,NDC Pledges,2050,2C Central,ratio,0.25,NA,NA,NA,NA,NA,10,Around 25% increase in agricultural drought frequency
4,Heat Stress,SubSaharan Africa,NDC Pledges,2050,2C Central,%,25,NA,NA,NA,NA,NA,11,Increase in frequency of periods with heat stress for maize
5,Heat Stress,Middle East,NDC Pledges,2050,2C Central,%,50,NA,NA,NA,NA,NA,11,Increase in frequency of periods with heat stress for maize
6,Heat Stress,Russia,NDC Pledges,2050,2C Central,%,50,NA,NA,NA,NA,NA,11,Increase in frequency of periods with heat stress for maize
7,Heat Stress,EU+UK,NDC Pledges,2050,2C Central,%,50,NA,NA,NA,NA,NA,11,Increase in frequency of periods with heat stress for maize
8,Maize Yield,Russia,NDC Pledges,2050,2C Central,%,-20,NA,NA,NA,NA,NA,11,Regional reductions resulting from reduced growth durations
9,Maize Yield,EU+UK,NDC Pledges,2050,2C Central,%,-20,NA,NA,NA,NA,NA,11,Regional reductions resulting from reduced growth durations
10,Maize Yield,Brazil,NDC Pledges,2050,2C Central,%,-20,NA,NA,NA,NA,NA,11,Regional reductions resulting from reduced growth durations
11,Maize Yield,Russia,NDC Pledges,2050,2C Central,%,-30,NA,NA,NA,NA,NA,11,Regional reductions resulting from reduced growth durations
12,Maize Yield,EU+UK,NDC Pledges,2050,2C Central,%,-30,NA,NA,NA,NA,NA,11,Regional reductions resulting from reduced growth durations
13,Maize Yield,Brazil,NDC Pledges,2050,2C Central,%,-30,NA,NA,NA,NA,NA,11,Regional reductions resulting from reduced growth durations
14,Carbon Prices,Global,1.5C,2030,2C Central,ratio,2,NA,NA,NA,NA,NA,13,Carbon prices are around twice as high in the 1.5C scenario than in the 2C Central scenario.
15,Carbon Prices,Global,2.5C,2030,2C Central,ratio,0.25,NA,NA,NA,NA,NA,13,Carbon prices are around a quarter as large in the 2.5C scenario as the 2C Central scenario.
16,Drought Likelihood,Global,Historical,2010,No CC,%,9.0,NA,NA,NA,NA,NA,33,"Likelihood of experiencing a significant agricultural drought, 1981-2010 average"
17,High Temp Likelihood,Global,Historical,2010,No CC,%,5.0,NA,NA,NA,NA,NA,33,"Likelihood of experiencing at least five days with damaging temperatures during maize reproductive phase, 1981-2010 average"
