,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Damage to Economy,Thailand,N/A,2011,No CC,USD Billion,-6.23,NA,NA,NA,NA,NA,Page 2,Impact of 2011 great flood on Thai economy
1,Export Value,Thailand,N/A,2011,No CC,USD Billion,-2.5,NA,NA,NA,NA,NA,Page 2,Decline in export value due to 2011 flood
2,Inflation,Thailand,N/A,2011,No CC,Percent,3.9,NA,NA,NA,NA,NA,Page 2,Inflation rate due to 2011 flood and resulting economic conditions
3,Damage to Agricultural Land,Thailand,N/A,2016,No CC,USD Million,-468.72,NA,NA,NA,NA,NA,Page 2,"Estimated damage from 2015-2016 drought, specifying 2016"
4,Damage to Agricultural Land,Thailand,N/A,2012,No CC,USD Billion,-5.77,NA,NA,NA,NA,NA,Page 2,"Total damage to agricultural land from various climate events over 24 years, specifying 2012"
5,Agriculture Economy,Thailand,Not Specified,2019,No CC,%,0.335,NA,NA,NA,NA,NA,6,Increase due to a 1% increase in the number of agricultural households
6,Agriculture Economy,Thailand,Not Specified,2019,No CC,%,2.491,NA,NA,NA,NA,NA,6,Increase due to a 1% increase in total rainfall
7,Agriculture Economy,Thailand,Not Specified,2019,No CC,%,-6.223,NA,NA,NA,NA,NA,6,Decrease due to a 1% increase in mean minimum temperature
8,Agriculture Economy,Thailand,Not Specified,2019,No CC,%,-6.238,NA,NA,NA,NA,NA,6,Decrease due to a 1% increase in mean maximum temperature
9,Agriculture Economy,Thailand,Not Specified,2019,No CC,%,-0.944,NA,NA,NA,NA,NA,6,Decrease due to a 1% increase in rainfall intensity
10,Economic Variability,Thailand,Not Specified,2019,No CC,%,-0.094,NA,NA,NA,NA,NA,6,Decrease due to a 1% increase in the number of agricultural households
11,Economic Variability,Thailand,Not Specified,2019,No CC,%,-2.565,NA,NA,NA,NA,NA,6,Decrease due to a 1% increase in mean average temperature
12,Economic Variability,Thailand,Not Specified,2019,No CC,%,0.128,NA,NA,NA,NA,NA,6,Increase due to a 1% increase in agricultural land use
