,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agriculture,Adaptation,China,Future Climate,Econometric Modeling,AvoidedImpact,Economic,Need,%,37.9,NA,NA,NA,NA,NA,Abstract,Percentage of short-run effects of extreme heat exposure on TFP offset by adaptation
1,Agriculture,Adaptation,China,Future Climate,Econometric Modeling,AvoidedImpact,Economic,Need,%,46.8,NA,NA,NA,NA,NA,Abstract,Percentage of short-run effects of extreme heat exposure on agricultural output (yield) loss offset by adaptation
2,Agriculture,Adaptation,China,RCPs,Econometric Modeling,AvoidedImpact,Economic,Need,%,37.9,NA,5.3%,NA,54.8%,NA,Page 2,Percentage of short-run impacts of extreme heat exposure on China's agricultural TFPs mitigated by long-run adaptations. Confidence interval [CI].
3,Agriculture,Adaptation,China,RCPs,Econometric Modeling,AvoidedImpact,Economic,Need,%,46.8,NA,30.2%,NA,58.0%,NA,Page 2,Percentage of the short-run effect on yield is offset in the long run. Confidence interval [CI].
4,Agriculture,Adaptation,China,RCP,Econometric Modeling,AvoidedImpact,Economic,Need,%,71,NA,NA,NA,NA,NA,Page 8,Difference in negative impact on yield between short-run and long-run effects due to farmers' adaptation.
5,Agriculture,Adaptation,China,RCP,Econometric Modeling,AvoidedImpact,Economic,Need,%,4.4,NA,NA,NA,NA,NA,Page 8,Yield is expected to decrease by 4.4% with an additional one-day cumulative exposure to temperatures above 33°C during the year.
6,Agriculture,Adaptation,China,Any,Econometric Modeling,AvoidedImpact,Economic,Need,%,37.9,NA,NA,NA,NA,NA,"Page 9, Panel C, Col (2)",Percentage of short-run effects of extreme heat on China's agricultural TFP offset by longer-run adaptation.
7,Agriculture,Adaptation,China,Any,Econometric Modeling,AvoidedImpact,Economic,Need,%,46.8,NA,NA,NA,NA,NA,"Page 9, Panel C, Col (1)",Percentage of short-run effects of extreme heat on China's agricultural yield offset by longer-run adaptation.
8,Agriculture,Adaptation,China,Any,Econometric Modeling,BaselineImpact,Economic,Need,%,-1.6,NA,NA,NA,NA,NA,Page 9,Long-run impact on China’s agricultural TFP of an additional one-day cumulative exposure to temperatures above 33°C during the year.
9,Agriculture,Adaptation,China,Any,Econometric Modeling,BaselineImpact,Economic,Need,%,-2.3,NA,NA,NA,NA,NA,Page 9,Long-run impact on agricultural yield of an additional one-day cumulative exposure to temperatures above 33°C during the year.
10,Agriculture,Adaptation,China,RCPs,Adaptation Percentage,AvoidedImpact,Economic,Need,%,46.80,NA,5%,30.20,95%,58.04,Table 6,Adaptation is the percentage of short-run yield impacts offset in the long run (Panel C: (1-β2LD/β2FE) * 100%). Includes 5% and 95% bootstrap percentiles.
11,Agriculture,Adaptation,China,RCPs,Adaptation Percentage,AvoidedImpact,Economic,Need,%,37.89,NA,5%,5.29,95%,54.75,Table 6,Adaptation is the percentage of short-run TFP impacts offset in the long run (Panel C: (1-β2LD/β2FE) * 100%). Includes 5% and 95% bootstrap percentiles.
