,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,Chile,Unspecified,2050,No CC,%,-14.8,NA,NA,NA,NA,NA,Page 1,"Stress test, statistically significant negative coefficients"
1,GDP,Chile,Unspecified,2050,No CC,%,-9,NA,NA,NA,NA,NA,Page 1,"Stress test, statistically significant negative coefficients"
2,GDP,Chile,Unspecified,2100,No CC,%,-29.6,NA,NA,NA,NA,NA,Page 1,"Stress test, statistically significant negative coefficients"
3,GDP,Chile,Unspecified,2100,No CC,%,-16.8,NA,NA,NA,NA,NA,Page 1,"Stress test, statistically significant negative coefficients"
4,GDP in Agriculture,Chile,Unspecified,2022,No CC,%,-3,NA,NA,NA,NA,NA,Page 1,Implied by 1°C increase in January
5,GDP in Fishing,Chile,Unspecified,2022,No CC,%,-12,NA,NA,NA,NA,NA,Page 1,Implied by 1°C increase in January
6,GDP,Chile,NA,2017,No CC,Percentage,-3,NA,NA,NA,NA,NA,Page 2 of the document,Each Celsius degree increase in January results in a 3% GDP reduction for Agriculture. Baseline year of 2017 assumed.
7,GDP,Chile,NA,2017,No CC,Percentage,-12,NA,NA,NA,NA,NA,Page 2 of the document,Each Celsius degree increase in January results in a 12% GDP reduction for Fishing. Baseline year of 2017 assumed.
8,GDP,Chile,Various,2050,No CC,%,6.8,NA,NA,NA,NA,NA,Highlights,"GDP deterioration, lower bound of range"
9,GDP,Chile,Various,2050,No CC,%,12.9,NA,NA,NA,NA,NA,Highlights,"GDP deterioration, upper bound of range"
10,GDP,Chile,Various,2100,No CC,%,15.5,NA,NA,NA,NA,NA,Highlights,"GDP deterioration, lower bound of range"
11,GDP,Chile,Various,2100,No CC,%,42.3,NA,NA,NA,NA,NA,Highlights,"GDP deterioration, upper bound of range"
12,Agriculture-Silviculture GDP,Chile,Monthly Averages,2017,NA,Coefficient,-0.028,0.009,NA,NA,NA,NA,Table 5,January
13,Fishing GDP,Chile,Monthly Averages,2017,NA,Coefficient,-0.121,0.027,NA,NA,NA,NA,Table 5,January
14,Mining GDP,Chile,Monthly Averages,2017,NA,Coefficient,0.019,0.028,NA,NA,NA,NA,Table 5,January
15,Manufacturing GDP,Chile,Monthly Averages,2017,NA,Coefficient,0.006,0.010,NA,NA,NA,NA,Table 5,January
16,EGA GDP,Chile,Monthly Averages,2017,NA,Coefficient,-0.039,0.012,NA,NA,NA,NA,Table 5,January
17,Construction GDP,Chile,Monthly Averages,2017,NA,Coefficient,-0.015,0.008,NA,NA,NA,NA,Table 5,January
18,Commerce GDP,Chile,Monthly Averages,2017,NA,Coefficient,0.004,0.005,NA,NA,NA,NA,Table 5,January
19,Transp. GDP,Chile,Monthly Averages,2017,NA,Coefficient,0.006,0.004,NA,NA,NA,NA,Table 5,January
20,Finan. serv. GDP,Chile,Monthly Averages,2017,NA,Coefficient,0.002,0.003,NA,NA,NA,NA,Table 5,January
21,Home GDP,Chile,Monthly Averages,2017,NA,Coefficient,-0.000,0.001,NA,NA,NA,NA,Table 5,January
22,Pers. serv. GDP,Chile,Monthly Averages,2017,NA,Coefficient,0.001,0.001,NA,NA,NA,NA,Table 5,January
23,Pub. adm. GDP,Chile,Monthly Averages,2017,NA,Coefficient,-0.001,0.001,NA,NA,NA,NA,Table 5,January
24,Agriculture-Silviculture GDP,Chile,Monthly Averages,2017,NA,Coefficient,0.008,0.005,NA,NA,NA,NA,Table 5,February
25,Fishing GDP,Chile,Monthly Averages,2017,NA,Coefficient,0.004,0.023,NA,NA,NA,NA,Table 5,February
26,Mining GDP,Chile,Monthly Averages,2017,NA,Coefficient,0.018,0.007,NA,NA,NA,NA,Table 5,February
27,Manufacturing GDP,Chile,Monthly Averages,2017,NA,Coefficient,0.006,0.011,NA,NA,NA,NA,Table 5,February
