,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Economic damage,Thailand,NA,2011,Pre-flood,US$ billion,-6.23,NA,NA,NA,NA,NA,2,"Damage from the 2011 flood, caused by La Niña."
1,Export value,Thailand,NA,2011,Pre-flood,US$ billion,-2.5,NA,NA,NA,NA,NA,2,"Decrease in export value of automobiles, electronics, electrical appliances, and agricultural commodities due to the 2011 flood."
2,Inflation,Thailand,NA,2011,2010,percent,3.9,NA,NA,NA,NA,NA,2,Headline inflation due to shortages caused by the 2011 flood.
3,Economic damage,Thailand,NA,2016,Pre-drought,US$ million,-468.72,NA,NA,NA,NA,NA,2,"Estimated damage due to the drought crisis during 2015-2016, affecting 187,351 farmers and 474,409 hectares of agricultural land."
4,Economic damage,Thailand,NA,2012,No disasters,US$ billion,-5.77,NA,NA,NA,NA,NA,2,"Damage to agriculture due to droughts, floods, and windstorms during the period 1989-2012."
5,Agric. economy,Thailand,Observed variability,2019,Baseline,%,0.335,NA,NA,NA,NA,NA,6,Impact of a 1% increase in agricultural households
6,Agric. economy,Thailand,Observed variability,2019,Baseline,%,2.491,NA,NA,NA,NA,NA,6,Impact of a 1% increase in total rainfall
7,Agric. economy,Thailand,Observed variability,2019,Baseline,%,-6.223,NA,NA,NA,NA,NA,6,Impact of a 1% increase in mean minimum temperature
8,Agric. economy,Thailand,Observed variability,2019,Baseline,%,-6.238,NA,NA,NA,NA,NA,6,Impact of a 1% increase in mean maximum temperature
9,Agric. economy,Thailand,Observed variability,2019,Baseline,%,-0.944,NA,NA,NA,NA,NA,6,Impact of a 1% increase in rainfall intensity
10,Econ. variability,Thailand,Observed variability,2019,Baseline,%,-0.094,NA,NA,NA,NA,NA,6,Impact of a 1% increase in agricultural households
11,Econ. variability,Thailand,Observed variability,2019,Baseline,%,-2.565,NA,NA,NA,NA,NA,6,Impact of a 1% increase in mean average temperature
12,Econ. variability,Thailand,Observed variability,2019,Baseline,%,0.128,NA,NA,NA,NA,NA,6,Impact of a 1% increase in agricultural land use
13,Ag Economy,Thailand,NA,2019,Max Temp Increase,Unknown,-1,NA,NA,NA,NA,NA,7,Negative long-run effect. Units not reported.
14,Ag Economy,Thailand,NA,2019,Min Temp Increase,Unknown,-1,NA,NA,NA,NA,NA,7,Negative long-run effect. Units not reported.
15,Ag Economy,Thailand,NA,2019,Rainfall Intensity,Unknown,-1,NA,NA,NA,NA,NA,7,Negative long & short-run effect. Units not reported.
16,Ag Economy,Thailand,NA,2019,Total Rainfall,Unknown,1,NA,NA,NA,NA,NA,7,Positive long & short-run effect. Units not reported.
17,Ag Economy,Thailand,NA,2019,Avg Temp,Unknown,1,NA,NA,NA,NA,NA,7,Positive short-run effect. Units not reported.
18,Ag Variability,Thailand,NA,2019,Ag Land Use,Unknown,1,NA,NA,NA,NA,NA,7,Positive long-run effect. Units not reported.
19,Ag Variability,Thailand,NA,2019,Ag Households,Unknown,-1,NA,NA,NA,NA,NA,7,Negative long-run effect. Units not reported.
20,Ag Variability,Thailand,NA,2019,Avg Temp,Unknown,-1,NA,NA,NA,NA,NA,7,Negative long-run effect. Units not reported.
21,Ag Variability,Thailand,NA,2019,Ag Households,Unknown,1,NA,NA,NA,NA,NA,7,Positive short-run effect. Units not reported.
22,Ag Variability,Thailand,NA,2019,Min Temp,Unknown,-1,NA,NA,NA,NA,NA,7,Negative short-run effect. Units not reported.
23,Cointegration,Thailand,Observed variability,2019,No CC,F-statistic,8.624,NA,NA,NA,NA,NA,11,lnY variable
24,Cointegration,Thailand,Observed variability,2019,No CC,F-statistic,10.961,NA,NA,NA,NA,NA,11,lne^2 variable (variance of GDP)
