,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,95.336,5.82,NA,NA,NA,NA,8,"Coefficient of HIT (Human Impact of natural disaster) in inequality equation, model 1. Includes base controls. p < 0.01"
1,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,94.788,5.82,NA,NA,NA,NA,8,"Coefficient of HIT (Human Impact of natural disaster) in inequality equation, model 2. Includes base controls. p < 0.01"
2,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,94.654,5.82,NA,NA,NA,NA,8,"Coefficient of HIT (Human Impact of natural disaster) in inequality equation, model 3. Includes base controls. p < 0.01"
3,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,94.081,5.89,NA,NA,NA,NA,8,"Coefficient of HIT (Human Impact of natural disaster) in inequality equation, model 4. Includes base controls. p < 0.01"
4,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,81.370,6.09,NA,NA,NA,NA,8,"Coefficient of HIT (Human Impact of natural disaster) in inequality equation, model 5. Includes base controls. p < 0.01"
5,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,68.520,6.03,NA,NA,NA,NA,8,"Coefficient of HIT (Human Impact of natural disaster) in inequality equation, model 6. Includes base controls. p < 0.01"
6,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,88.952,6.30,NA,NA,NA,NA,8,"Coefficient of HIT (Human Impact of natural disaster) in inequality equation, model 7. Includes base controls. p < 0.01"
7,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,87.851,6.29,NA,NA,NA,NA,8,"Coefficient of HIT (Human Impact of natural disaster) in inequality equation, model 8. Includes base controls. p < 0.01"
8,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,1.492,0.23,NA,NA,NA,NA,8,"Coefficient of GDP per capita (lagged) in inequality equation, model 1. p < 0.01"
9,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,1.494,0.23,NA,NA,NA,NA,8,"Coefficient of GDP per capita (lagged) in inequality equation, model 2. p < 0.01"
10,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,1.478,0.23,NA,NA,NA,NA,8,"Coefficient of GDP per capita (lagged) in inequality equation, model 3. p < 0.01"
11,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,1.424,0.23,NA,NA,NA,NA,8,"Coefficient of GDP per capita (lagged) in inequality equation, model 4. p < 0.01"
12,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,1.264,0.23,NA,NA,NA,NA,8,"Coefficient of GDP per capita (lagged) in inequality equation, model 5. p < 0.01"
13,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,1.282,0.23,NA,NA,NA,NA,8,"Coefficient of GDP per capita (lagged) in inequality equation, model 7. p < 0.01"
14,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,1.280,0.23,NA,NA,NA,NA,8,"Coefficient of GDP per capita (lagged) in inequality equation, model 8. p < 0.01"
15,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-26.023,1.66,NA,NA,NA,NA,8,"Coefficient of NHDI (lagged) in inequality equation, model 1. p < 0.01"
16,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-25.986,1.66,NA,NA,NA,NA,8,"Coefficient of NHDI (lagged) in inequality equation, model 2. p < 0.01"
17,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-26.092,1.66,NA,NA,NA,NA,8,"Coefficient of NHDI (lagged) in inequality equation, model 3. p < 0.01"
18,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-24.601,1.60,NA,NA,NA,NA,8,"Coefficient of NHDI (lagged) in inequality equation, model 4. p < 0.01"
19,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-23.992,1.61,NA,NA,NA,NA,8,"Coefficient of NHDI (lagged) in inequality equation, model 5. p < 0.01"
20,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-23.734,1.61,NA,NA,NA,NA,8,"Coefficient of NHDI (lagged) in inequality equation, model 7. p < 0.01"
21,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-23.796,1.61,NA,NA,NA,NA,8,"Coefficient of NHDI (lagged) in inequality equation, model 8. p < 0.01"
22,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-16.012,1.14,NA,NA,NA,NA,8,"Coefficient of HDI (lagged) in inequality equation, model 6. p < 0.01"
23,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-0.124,0.02,NA,NA,NA,NA,8,"Coefficient of Public expenditure (lagged) in inequality equation, model 1. p < 0.01"
24,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-0.123,0.02,NA,NA,NA,NA,8,"Coefficient of Public expenditure (lagged) in inequality equation, model 2. p < 0.01"
25,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-0.125,0.02,NA,NA,NA,NA,8,"Coefficient of Public expenditure (lagged) in inequality equation, model 3. p < 0.01"
26,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-0.180,0.03,NA,NA,NA,NA,8,"Coefficient of Public expenditure (lagged) in inequality equation, model 4. p < 0.01"
27,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-0.208,0.03,NA,NA,NA,NA,8,"Coefficient of Public expenditure (lagged) in inequality equation, model 5. p < 0.01"
28,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-0.201,0.03,NA,NA,NA,NA,8,"Coefficient of Public expenditure (lagged) in inequality equation, model 6. p < 0.01"
29,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-0.210,0.03,NA,NA,NA,NA,8,"Coefficient of Public expenditure (lagged) in inequality equation, model 7. p < 0.01"
30,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-0.210,0.03,NA,NA,NA,NA,8,"Coefficient of Public expenditure (lagged) in inequality equation, model 8. p < 0.01"
31,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-2.230,0.69,NA,NA,NA,NA,8,"Coefficient of Institutional quality in inequality equation, model 1. p < 0.01"
32,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-2.302,0.70,NA,NA,NA,NA,8,"Coefficient of Institutional quality in inequality equation, model 2. p < 0.01"
33,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-2.122,0.71,NA,NA,NA,NA,8,"Coefficient of Institutional quality in inequality equation, model 3. p < 0.01"
34,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-2.100,0.70,NA,NA,NA,NA,8,"Coefficient of Institutional quality in inequality equation, model 4. p < 0.01"
35,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-2.038,0.70,NA,NA,NA,NA,8,"Coefficient of Institutional quality in inequality equation, model 5. p < 0.01"
36,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-0.741,0.69,NA,NA,NA,NA,8,"Coefficient of Institutional quality in inequality equation, model 6."
37,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-1.980,0.70,NA,NA,NA,NA,8,"Coefficient of Institutional quality in inequality equation, model 7. p < 0.01"
38,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,-1.968,0.70,NA,NA,NA,NA,8,"Coefficient of Institutional quality in inequality equation, model 8. p < 0.01"
39,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,3.932,1.34,NA,NA,NA,NA,8,"Coefficient of Ethnic marg. in inequality equation, model 7. p < 0.01"
40,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,2.419,1.33,NA,NA,NA,NA,8,"Coefficient of Ethnic marg. in inequality equation, model 7. p < 0.1"
41,Gini index,149 countries,Historical (1992-2018),2005,N/A,units,2.403,1.34,NA,NA,NA,NA,8,"Coefficient of Ethnic marg. in inequality equation, model 8. p < 0.1"
