,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agricultural TFP,Low income countries,Climate Scenarios,2033,No CC,Index,0.001,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
1,Technical Efficiency,Low income countries,Climate Scenarios,2033,No CC,Index,-0.060,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
2,Scale Efficiency,Low income countries,Climate Scenarios,2033,No CC,Index,-0.020,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
3,Mix-Efficiency,Low income countries,Climate Scenarios,2033,No CC,Index,-0.056,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
4,Agricultural TFP,Low middle income countries,Climate Scenarios,2033,No CC,Index,-0.025,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
5,Technical Efficiency,Low middle income countries,Climate Scenarios,2033,No CC,Index,-0.121,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
6,Scale Efficiency,Low middle income countries,Climate Scenarios,2033,No CC,Index,-0.035,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
7,Mix-Efficiency,Low middle income countries,Climate Scenarios,2033,No CC,Index,-0.053,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
8,Agricultural TFP,Upper-middle income countries,Climate Scenarios,2033,No CC,Index,0.105,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
9,Technical Efficiency,Upper-middle income countries,Climate Scenarios,2033,No CC,Index,-0.084,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
10,Scale Efficiency,Upper-middle income countries,Climate Scenarios,2033,No CC,Index,-0.022,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
11,Mix-Efficiency,Upper-middle income countries,Climate Scenarios,2033,No CC,Index,0.041,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
12,Agricultural TFP,High income countries,Climate Scenarios,2033,No CC,Index,0.236,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
13,Technical Efficiency,High income countries,Climate Scenarios,2033,No CC,Index,-0.037,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
14,Scale Efficiency,High income countries,Climate Scenarios,2033,No CC,Index,-0.005,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
15,Mix-Efficiency,High income countries,Climate Scenarios,2033,No CC,Index,0.012,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
16,Agricultural TFP,Low elevation (185.39 MASL),Climate Scenarios,2033,No CC,Index,-0.149,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
17,Technical Efficiency,Low elevation (185.39 MASL),Climate Scenarios,2033,No CC,Index,-0.099,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
18,Scale Efficiency,Low elevation (185.39 MASL),Climate Scenarios,2033,No CC,Index,-0.036,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
19,Mix-Efficiency,Low elevation (185.39 MASL),Climate Scenarios,2033,No CC,Index,-0.058,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
20,Agricultural TFP,Medium elevation (503.19 MASL),Climate Scenarios,2033,No CC,Index,0.147,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
21,Technical Efficiency,Medium elevation (503.19 MASL),Climate Scenarios,2033,No CC,Index,-0.086,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
22,Scale Efficiency,Medium elevation (503.19 MASL),Climate Scenarios,2033,No CC,Index,-0.023,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
23,Mix-Efficiency,Medium elevation (503.19 MASL),Climate Scenarios,2033,No CC,Index,-0.041,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
24,Agricultural TFP,High elevation (1252.73 MASL),Climate Scenarios,2033,No CC,Index,0.068,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
25,Technical Efficiency,High elevation (1252.73 MASL),Climate Scenarios,2033,No CC,Index,-0.079,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
26,Scale Efficiency,High elevation (1252.73 MASL),Climate Scenarios,2033,No CC,Index,-0.019,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
27,Mix-Efficiency,High elevation (1252.73 MASL),Climate Scenarios,2033,No CC,Index,-0.019,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
28,Agricultural TFP,Arid and semiarid,Climate Scenarios,2033,No CC,Index,-0.025,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
29,Technical Efficiency,Arid and semiarid,Climate Scenarios,2033,No CC,Index,-0.108,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
30,Scale Efficiency,Arid and semiarid,Climate Scenarios,2033,No CC,Index,-0.032,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
31,Mix-Efficiency,Arid and semiarid,Climate Scenarios,2033,No CC,Index,-0.141,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
32,Agricultural TFP,Tropical and subtropical,Climate Scenarios,2033,No CC,Index,0.083,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
33,Technical Efficiency,Tropical and subtropical,Climate Scenarios,2033,No CC,Index,-0.085,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
34,Scale Efficiency,Tropical and subtropical,Climate Scenarios,2033,No CC,Index,-0.024,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
35,Mix-Efficiency,Tropical and subtropical,Climate Scenarios,2033,No CC,Index,-0.021,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
36,Agricultural TFP,Temperate,Climate Scenarios,2033,No CC,Index,-0.197,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
37,Technical Efficiency,Temperate,Climate Scenarios,2033,No CC,Index,-0.078,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
38,Scale Efficiency,Temperate,Climate Scenarios,2033,No CC,Index,-0.028,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
39,Mix-Efficiency,Temperate,Climate Scenarios,2033,No CC,Index,0.017,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
40,Agricultural TFP,SSA,Climate Scenarios,2033,No CC,Index,-0.087,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
41,Technical Efficiency,SSA,Climate Scenarios,2033,No CC,Index,-0.119,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
42,Scale Efficiency,SSA,Climate Scenarios,2033,No CC,Index,-0.036,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
43,Mix-Efficiency,SSA,Climate Scenarios,2033,No CC,Index,-0.122,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
44,Agricultural TFP,SA,Climate Scenarios,2033,No CC,Index,-0.209,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
45,Technical Efficiency,SA,Climate Scenarios,2033,No CC,Index,-0.019,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
46,Scale Efficiency,SA,Climate Scenarios,2033,No CC,Index,-0.018,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
47,Mix-Efficiency,SA,Climate Scenarios,2033,No CC,Index,0.015,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
48,Agricultural TFP,ECA,Climate Scenarios,2033,No CC,Index,0.516,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
49,Technical Efficiency,ECA,Climate Scenarios,2033,No CC,Index,-0.025,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
50,Scale Efficiency,ECA,Climate Scenarios,2033,No CC,Index,-0.009,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
51,Mix-Efficiency,ECA,Climate Scenarios,2033,No CC,Index,0.109,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
52,Agricultural TFP,LAC,Climate Scenarios,2033,No CC,Index,-0.036,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
53,Technical Efficiency,LAC,Climate Scenarios,2033,No CC,Index,-0.078,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
54,Scale Efficiency,LAC,Climate Scenarios,2033,No CC,Index,-0.021,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
55,Mix-Efficiency,LAC,Climate Scenarios,2033,No CC,Index,0.024,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
56,Agricultural TFP,EAP,Climate Scenarios,2033,No CC,Index,0.231,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
57,Technical Efficiency,EAP,Climate Scenarios,2033,No CC,Index,-0.074,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
58,Scale Efficiency,EAP,Climate Scenarios,2033,No CC,Index,-0.021,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
59,Mix-Efficiency,EAP,Climate Scenarios,2033,No CC,Index,0.006,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
60,Agricultural TFP,MENA,Climate Scenarios,2033,No CC,Index,-0.072,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
61,Technical Efficiency,MENA,Climate Scenarios,2033,No CC,Index,-0.132,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
62,Scale Efficiency,MENA,Climate Scenarios,2033,No CC,Index,-0.033,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
63,Mix-Efficiency,MENA,Climate Scenarios,2033,No CC,Index,-0.126,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
64,Agricultural TFP,Global,Climate Scenarios,2033,No CC,Index,0.014,NA,NA,NA,NA,NA,10,Geometric mean of TFP change
65,Technical Efficiency,Global,Climate Scenarios,2033,No CC,Index,-0.088,NA,NA,NA,NA,NA,10,Geometric mean of technical efficiency change
66,Scale Efficiency,Global,Climate Scenarios,2033,No CC,Index,-0.026,NA,NA,NA,NA,NA,10,Geometric mean of scale efficiency change
67,Mix-Efficiency,Global,Climate Scenarios,2033,No CC,Index,-0.040,NA,NA,NA,NA,NA,10,Geometric mean of mix-efficiency change
68,TFP,104 countries,Four climate scenarios,2013,NA,Marginal Effects,0.016,NA,NA,NA,NA,NA,Table 4,Effect of LTP. Significance not specified.
69,Tech. Efficiency,104 countries,Four climate scenarios,2013,NA,Marginal Effects,-0.021,NA,NA,NA,NA,NA,Table 4,Effect of LTP. Significance at 1% level.
70,Scale Efficiency,104 countries,Four climate scenarios,2013,NA,Marginal Effects,0.004,NA,NA,NA,NA,NA,Table 4,Effect of LTP. Significance at 1% level.
71,Mix Efficiency,104 countries,Four climate scenarios,2013,NA,Marginal Effects,0.004,NA,NA,NA,NA,NA,Table 4,Effect of LTP. Significance not specified.
72,TFP,104 countries,Four climate scenarios,2013,NA,Marginal Effects,-0.139,NA,NA,NA,NA,NA,Table 4,Effect of Rainfall variability. Significance at 1% level.
73,Tech. Efficiency,104 countries,Four climate scenarios,2013,NA,Marginal Effects,0.002,NA,NA,NA,NA,NA,Table 4,Effect of Rainfall variability. Significance not specified.
