,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agriculture,Adaptation,China,Any,Percentage Offset,AvoidedImpact / BaselineImpact,Economic,Need,%,37.9,NA,NA,NA,NA,NA,Page 1,Offset of short-run TFP effects of extreme heat exposure.
1,Agriculture,Adaptation,China,Any,Percentage Offset,AvoidedImpact / BaselineImpact,Economic,Need,%,28.2,NA,NA,NA,NA,NA,More Notes,Mid-Long term TFP reduction offset percentage.
2,Agriculture,Adaptation,China,Any,Percentage Offset,AvoidedImpact / BaselineImpact,Economic,Need,%,64.36,NA,NA,NA,NA,NA,Highlights,Upper bound on initial adaptation offset of short run TFP effects.
3,Agriculture,Adaptation,China,RCPs,Offset of Short-Run Impacts,AvoidedImpact,Economic,Need,%,37.9,NA,5.3%,NA,54.8%,NA,Page 2,Percentage of short-run impacts of extreme heat exposure on China’s agricultural TFPs mitigated by long-run adaptations. 95% confidence interval [CI] provided.
4,Agriculture,Adaptation,China,RCPs,Offset of Short-Run Impacts,AvoidedImpact,Economic,Need,%,46.8,NA,30.2%,NA,58.0%,NA,Page 2,Percentage of short-run effect of extreme heat exposure on China’s agricultural yield offset in the long run. 95% confidence interval [CI] provided. Implies adaptation in input usage.
5,Agriculture,Adaptation,China,RCP scenarios,Bootstrap,AvoidedImpact,Economic,Need,Percentage,51.13,NA,25%,37.9,75%,64.36,Page 3 - paper highlights adaptations that offset short-run impacts,Adaptation strategies offset 37.9% to 64.36% of short-run effects of climate change on agricultural productivity.
6,Agriculture,Adaptation,China,RCP scenarios,Bootstrapped estimates,AvoidedImpact,Economic,Need,Percentage,33.15,NA,NA,28.2,NA,38.1,Page 3 - more notes,Adaptation strategies such as changing crops and input portfolios are quantified to mitigate impacts on agricultural total factor productivity (TFP); reporting values for midterm and long term.
7,Agriculture,Adaptation,China,RCPs,Offset of Short-Run Impacts,AvoidedImpact,Economic,Need,%,37.9,NA,NA,NA,NA,NA,Highlights,"Adaptation strategies offset this percentage of short-run effects, but this may diminish over time without further policy interventions."
8,Agriculture,Adaptation,China,RCPs,Offset of Short-Run Impacts,AvoidedImpact,Economic,Need,%,64.36,NA,NA,NA,NA,NA,Highlights,"Adaptation strategies offset this percentage of short-run effects, but this may diminish over time without further policy interventions."
9,Agriculture,Adaptation,China,RCPs,Offset of TFP reductions,AvoidedImpact,Economic,Need,%,38.1,NA,NA,NA,NA,NA,More Notes,In the midterm
10,Agriculture,Adaptation,China,RCPs,Offset of TFP reductions,AvoidedImpact,Economic,Need,%,28.2,NA,NA,NA,NA,NA,More Notes,In the long term
11,Agriculture,Adaptation,China,RCP Scenarios,Bootstrap Estimates,AvoidedImpact,Economic,Need,Percent,38.10,NA,NA,NA,NA,NA,Step 5,"Adaptation strategies have offset 38.1% of short-run agricultural TFP reductions in the midterm, as highlighted in the paper's notes."
12,Agriculture,Adaptation,China,RCP Scenarios,Bootstrap Estimates,AvoidedImpact,Economic,Need,Percent,28.20,NA,NA,NA,NA,NA,Step 5,"Adaptation strategies have offset 28.2% of long-run agricultural TFP reductions, according to the study's findings."
13,Agriculture,Adaptation,China,Any,Percentage offset,AvoidedImpact / BaselineImpact,Economic,Need,%,37.9,NA,NA,NA,NA,NA,Page 9,Offset of short-run effects of extreme heat on agricultural TFP due to adaptation.
14,Agriculture,Adaptation,China,Any,Percentage offset,AvoidedImpact / BaselineImpact,Economic,Need,%,46.8,NA,NA,NA,NA,NA,Page 9,Offset of short-run effects of extreme heat on agricultural yield due to adaptation.
15,Agriculture,Adaptation,China,RCPs,Impacts Offset %,AvoidedImpact,Economic,Need,%,37.89,NA,5.0%,5.29,95.0%,54.75,"Table 6, Panel C",Adaptation related to agricultural TFP.
16,Agriculture,Adaptation,China,RCPs,Impacts Offset %,AvoidedImpact,Economic,Need,%,46.80,NA,5.0%,30.20,95.0%,58.04,"Table 6, Panel C",Adaptation related to yield.
17,Agriculture,Adaptation,China,RCPs,Impacts Offset %,AvoidedImpact,Economic,Need,%,58.33,NA,5.0%,42.03,95.0%,69.39,"Table 6, Panel C",Adaptation related to labor input.
18,Agriculture,Adaptation,China,RCPs,Impacts Offset %,AvoidedImpact,Economic,Need,%,64.36,NA,5.0%,56.24,95.0%,70.03,"Table 6, Panel C",Adaptation related to fertilizer input.
19,Agriculture,Adaptation,China,RCP2.6 and RCP8.5,Percentage Offset,AvoidedImpact,Economic,N/A,Percentage,33.15,NA,NA,NA,NA,NA,Page 11,Climate adaptation offsets 38.1% of TFP reductions in the midterm and 28.2% in the long term (midpoint).
20,Agriculture,Adaptation,China,2015,Percentage Offset,AvoidedImpact,Economic,N/A,Percentage,54.3,NA,5%,34.8,95%,66.8,Page 11,Adaptation offset for yield during 2001–2015.
21,Agriculture,Adaptation,China,RCP,Bootstrap estimates,AvoidedImpact,Economic,Need,%,37.9,NA,5.3%,NA,54.8%,NA,Page 12,"The quantification expresses the percentage of short-run impacts on TFP mitigated by long-run adaptation strategies. The study uses a range to capture uncertainty, as evidenced by the 95% confidence interval."
22,Agriculture,TFP & Input,China,RCPs,Offset Percentage,AvoidedImpact,Economic,Need,%,46.8,NA,30.2%,,58.0%,,Page 13,Joint effect of adaptation behaviors in TFP and inputs offsetting short-run yield effects.
23,Agriculture,Adaptation,China,RCP scenarios,Bootstrap,AvoidedImpact,Economic,N/A,Percentage,15.04,NA,NA,NA,NA,NA,"Table A4, Panel B",This represents the percentage of short-run impacts on Log(Agricultural TFP) offset by adaptation in counties with weather stations.
