,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Cereal Consumption,Global,ID,2050,Baseline,%,-4,NA,NA,NA,NA,NA,1/18,"Compared to a baseline scenario. This reflects a smaller decrease in cereal production. ID is a scenario where all regions ensure an import dependency ratio of zero, leading to a ~50% decrease in global cereal trade."
1,Irrigation Water Consumption,Global,ID,2050,Baseline,%,3,NA,NA,NA,NA,NA,1/18,Compared to the baseline.
2,Corn Ethanol Production,Global,ID,2050,Baseline,%,-7,NA,NA,NA,NA,NA,1/18,Compared to the baseline.
3,Cereal Imports,Global,ID,2025,RF,%,-50,NA,NA,NA,NA,NA,5,Global total cereal import decreases to nearly half of the trade quantity in RF
4,Cereal Imports,Global,IC,2025,RF,%,-50,NA,NA,NA,NA,NA,5,Global total cereal import decreases to nearly half of the trade quantity in RF
5,Cereal Prod/Cons,Global,ID,2050,RF,%,-3.1,NA,NA,NA,NA,NA,5,Decrease over the 2025–2050 period
6,Cereal Prod/Cons,Global,ID,2050,RF,%,-4.1,NA,NA,NA,NA,NA,5,Decrease over the 2025–2050 period
7,Cereal consumption,Global,CC,2050,RF,%,-3.5,NA,NA,NA,NA,NA,Page 6,The decrease in global cereal consumption under climate change is comparable to the impact of an import dependency scenario.
8,Cereal consumption,Global,IC,2050,RF,%,-7.5,NA,NA,NA,NA,NA,Page 6,The combined impacts of import dependency constraints and climate change on global cereal consumption are roughly additive.
9,Land for cereal crops,Global,ID,2050,RF,%,-3.6,NA,NA,NA,NA,NA,Page 6,The import dependency constraint decreases global land allocated to cereal crops on average.
10,Cereal Imports,Global,ID,2050,RF,%,-50,NA,NA,NA,NA,NA,Highlights,The Highlights section states that global cereal trade could decrease by ~50% by 2050 under zero import dependency.
11,Cereal Import Dependency Ratio,USA,CC,2050,RF,percentage points,2,NA,NA,NA,NA,NA,Page 7,
12,Cereal Import Dependency Ratio,Western Africa,CC,2050,RF,percentage points,2,NA,NA,NA,NA,NA,Page 7,
13,Cereal Import Dependency Ratio,Brazil,CC,2050,RF,percentage points,0,NA,NA,NA,NA,NA,Page 7,
14,Cereal Import Dependency Ratio,Middle East,CC,2050,RF,percentage points,0,NA,NA,NA,NA,NA,Page 7,
15,Cereal Production,Australia_NZ,ID,2050,RF,%,-50,NA,NA,NA,NA,NA,Page 8,Cereal production reduction in ID scenario compared to RF scenario.
16,Cereal Consumption,Australia_NZ,ID,2050,RF,%,+100,NA,NA,NA,NA,NA,Page 8,Cereal consumption increase in ID scenario compared to RF scenario.
17,Cereal Production,USA,ID,2050,RF,%,-12,NA,NA,NA,NA,NA,Page 8,Cereal production reduction in ID scenario compared to RF scenario.
18,Cereal Consumption,USA,ID,2050,RF,%,+9,NA,NA,NA,NA,NA,Page 8,Cereal consumption increase in ID scenario compared to RF scenario.
19,Cereal Production,USA,CC,2050,RF,%,-10.6,NA,NA,NA,NA,NA,Page 8,Cereal production change in CC scenario.
20,Cereal Consumption,USA,CC,2050,RF,%,-9.0,NA,NA,NA,NA,NA,Page 8,Cereal consumption change in CC scenario.
21,Cereal Production,USA,ID,2050,RF,%,-11.8,NA,NA,NA,NA,NA,Page 8,Cereal production change in ID scenario.
22,Cereal Consumption,USA,ID,2050,RF,%,+8.9,NA,NA,NA,NA,NA,Page 8,Cereal consumption change in ID scenario.
23,Cereal Consumption,USA,IC,2050,RF,%,-1.8,NA,NA,NA,NA,NA,Page 8,Cereal consumption change in IC scenario.
24,Import Dependency Ratio,USA,ID,2050,RF,%,0,NA,NA,NA,NA,NA,p.11,Cereals
25,Import Dependency Ratio,USA,CC,2050,RF,%,0,NA,NA,NA,NA,NA,p.11,Cereals
26,Import Dependency Ratio,USA,IC,2050,RF,%,0,NA,NA,NA,NA,NA,p.11,Cereals
27,Production,USA,ID,2050,RF,Mt,-11.8,NA,NA,NA,NA,NA,p.11,Cereals
28,Production,USA,CC,2050,RF,Mt,-10.6,NA,NA,NA,NA,NA,p.11,Cereals
29,Production,USA,IC,2050,RF,Mt,-20.4,NA,NA,NA,NA,NA,p.11,Cereals
30,Production,USA,ID,2050,RF,Mt,-0.6,NA,NA,NA,NA,NA,p.11,Non-Cereals
31,Production,USA,CC,2050,RF,Mt,-1.5,NA,NA,NA,NA,NA,p.11,Non-Cereals
32,Production,USA,IC,2050,RF,Mt,-2.3,NA,NA,NA,NA,NA,p.11,Non-Cereals
33,Production,USA,ID,2050,RF,Mt,-7.3,NA,NA,NA,NA,NA,p.11,All Crops
34,Production,USA,CC,2050,RF,Mt,-7.0,NA,NA,NA,NA,NA,p.11,All Crops
35,Production,USA,IC,2050,RF,Mt,-13.2,NA,NA,NA,NA,NA,p.11,All Crops
36,Consumption,USA,ID,2050,RF,Mt,8.9,NA,NA,NA,NA,NA,p.11,Cereals
37,Consumption,USA,CC,2050,RF,Mt,-9.0,NA,NA,NA,NA,NA,p.11,Cereals
38,Consumption,USA,IC,2050,RF,Mt,-1.8,NA,NA,NA,NA,NA,p.11,Cereals
39,Consumption,USA,ID,2050,RF,Mt,-5.2,NA,NA,NA,NA,NA,p.11,Non-Cereals
40,Consumption,USA,CC,2050,RF,Mt,4.9,NA,NA,NA,NA,NA,p.11,Non-Cereals
41,Consumption,USA,IC,2050,RF,Mt,0.0,NA,NA,NA,NA,NA,p.11,Non-Cereals
42,Consumption,USA,ID,2050,RF,Mt,2.8,NA,NA,NA,NA,NA,p.11,All Crops
43,Consumption,USA,CC,2050,RF,Mt,-3.0,NA,NA,NA,NA,NA,p.11,All Crops
