,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Energy Demand,Global,Climate Change,2050,No CC,%,6,NA,NA,NA,NA,NA,Abstract,Moderate impact globally
1,Energy Demand,Global,Climate Change,2050,No CC,%,11,NA,NA,NA,NA,NA,Abstract,Moderate impact globally
2,Energy Demand,"South America, Asia, Africa",Climate Change,2050,No CC,NA,1,NA,NA,NA,NA,NA,Abstract,Across all sectors and climate scenarios; 1 to indicate positive change
3,Energy Demand,"Europe, N. America, Oceania",Climate Change,2050,No CC,NA,0,NA,NA,NA,NA,NA,Abstract,Mixed responses; consistent reductions in the residential sector; 0 to indicate neutral/mixed change
4,Energy Demand,"Europe, Oceania",Moderate Warming,2050,No CC,NA,-1,NA,NA,NA,NA,NA,Abstract,Aggregate reductions in energy use; -1 to indicate negative change
5,Energy Demand,Low/Mid Income,Climate Change,2050,No CC,NA,1,NA,NA,NA,NA,NA,Abstract,Incidence of increased energy demand overwhelmingly falling on low-and middle-income countries; 1 to indicate positive change
6,Energy Demand,World,SSP5,2050,2010,EJ,502,NA,NA,NA,NA,NA,15,Total weather-sensitive energy demand expected without climate change.
7,Energy Consumption,Low/Mid Income,RCP 4.5,2050,No CC,%,5,NA,NA,NA,NA,NA,19,More than 75% of the population in low-income countries and 85% of the population in middle-income countries experience changes in weather-sensitive energy consumption exceeding +5%.
8,Energy Consumption,High Income,RCP 4.5,2050,No CC,%,0,NA,NA,NA,NA,NA,19,Populations split evenly between energy consumption increases and declines.
9,Energy Consumption,Low/Mid Income,RCP 8.5,2050,No CC,%,5,NA,NA,NA,NA,NA,19,More than 75% of the population in low-income countries and 85% of the population in middle-income countries experience changes in weather-sensitive energy consumption exceeding +5%.
10,Energy Consumption,High Income,RCP 8.5,2050,No CC,%,0,NA,NA,NA,NA,NA,19,Populations split evenly between energy consumption increases and declines.
11,Energy Consumption,Tropics,Mild warming,2050,No CC,%,6,NA,NA,NA,NA,NA,22,Aggregate reductions in energy use are reported in moderate warming scenario
12,Energy Consumption,Tropics,Vigorous warming,2050,No CC,%,11,NA,NA,NA,NA,NA,22,Aggregate reductions in energy use are reported in moderate warming scenario
