,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Biomass,Unknown,Control 2020,2020,No CC,g DM,14.4,3.61,NA,NA,NA,NA,5,Mean biomass for grasses in each climate scenario
1,Biomass,Unknown,Control 2050,2050,Control 2020,g DM,10.2,3.61,NA,NA,NA,NA,5,Mean biomass for grasses in each climate scenario
2,Biomass,Unknown,2050 + flood,2050,Control 2020,g DM,8.6,3.61,NA,NA,NA,NA,5,Mean biomass for grasses in each climate scenario
3,Biomass,Unknown,2050 + drought,2050,Control 2020,g DM,6.0,3.61,NA,NA,NA,NA,5,Mean biomass for grasses in each climate scenario
4,Biomass,Unknown,2050 + heat shock,2050,Control 2020,g DM,5.8,3.61,NA,NA,NA,NA,5,Mean biomass for grasses in each climate scenario
5,Dry Matter Degradation,U.S.,2050 + flood,2050,2020,g/100g,-65.0,NA,NA,NA,NA,NA,6,Negative impact relative to control.
6,Dry Matter Degradation,U.S.,2050 + drought,2050,2020,g/100g,-65.0,NA,NA,NA,NA,NA,6,Negative impact relative to control.
7,Dry Matter Degradation,U.S.,2050 + heat shock,2050,2020,g/100g,-65.0,NA,NA,NA,NA,NA,6,Negative impact relative to control.
8,VFA Production,U.S.,2050 + flood,2050,2020,mM/g DM,-1,NA,NA,NA,NA,NA,6,VFA production is lower relative to control. Assigned -1 as a placeholder to indicate reduction.
9,VFA Production,U.S.,2050 + drought,2050,2020,mM/g DM,-1,NA,NA,NA,NA,NA,6,VFA production is lower relative to control. Assigned -1 as a placeholder to indicate reduction.
10,VFA Production,U.S.,2050 + heat shock,2050,2020,mM/g DM,-1,NA,NA,NA,NA,NA,6,VFA production is lower relative to control. Assigned -1 as a placeholder to indicate reduction.
11,Ammonia Conc,U.S.,2050 + flood,2050,2020,mg/g DM,1,NA,NA,NA,NA,NA,6,Ammonia concentration is higher relative to control. Assigned 1 as a placeholder to indicate increase.
12,Ammonia Conc,U.S.,2050 + drought,2050,2020,mg/g DM,1,NA,NA,NA,NA,NA,6,Ammonia concentration is higher relative to control. Assigned 1 as a placeholder to indicate increase.
13,Ammonia Conc,U.S.,2050 + heat shock,2050,2020,mg/g DM,1,NA,NA,NA,NA,NA,6,Ammonia concentration is higher relative to control. Assigned 1 as a placeholder to indicate increase.
14,pH,U.S.,2050 + flood,2050,2020,,1,NA,NA,NA,NA,NA,6,"pH is higher relative to control, but this change is considered not biologically significant. Assigned 1 as a placeholder to indicate increase."
15,pH,U.S.,2050 + drought,2050,2020,,1,NA,NA,NA,NA,NA,6,"pH is higher relative to control, but this change is considered not biologically significant. Assigned 1 as a placeholder to indicate increase."
16,pH,U.S.,2050 + heat shock,2050,2020,,1,NA,NA,NA,NA,NA,6,"pH is higher relative to control, but this change is considered not biologically significant. Assigned 1 as a placeholder to indicate increase."
17,Acetate Prod,U.S.,2050 + drought,2050,All other scenarios,,0,NA,NA,NA,NA,NA,6,Acetate production is lowest compared to all other climate scenarios. Assigned 0 as a placeholder to indicate reduction
18,Propionate Conc,U.S.,2050 + drought,2050,2020,,0,NA,NA,NA,NA,NA,6,Propionate concentration is lower relative to control 2020. Assigned 0 as a placeholder.
19,Propionate Conc,U.S.,2050 + heat shock,2050,2020,,0,NA,NA,NA,NA,NA,6,Propionate concentration is lower relative to control 2020. Assigned 0 as a placeholder.
20,Propionate Conc,U.S.,2050 + flood,2050,2020,,0,NA,NA,NA,NA,NA,6,Propionate concentration is lower relative to control 2020. Assigned 0 as a placeholder.
21,Butyrate Conc,U.S.,2050 + flood,2050,2020,,0,NA,NA,NA,NA,NA,6,Butyrate concentration is lower relative to control 2020. Assigned 0 as a placeholder.
22,Butyrate Conc,U.S.,2050 + heat shock,2050,2020,,0,NA,NA,NA,NA,NA,6,Butyrate concentration is lower relative to control 2020. Assigned 0 as a placeholder.
23,Acetate/Propionate,U.S.,2050 + flood,2050,2020,,1,NA,NA,NA,NA,NA,6,Acetate to propionate ratio is higher relative to control 2020. Assigned 1 as placeholder to indicate increase.
24,Acetate/Propionate,U.S.,2050 + flood,2050,2050 + drought,,1,NA,NA,NA,NA,NA,6,Acetate to propionate ratio is higher relative to 2050 + drought. Assigned 1 as placeholder to indicate increase.
25,Digestibility,NA,2050,2050,2020,g/100 g,-3.3,18.0,NA,NA,NA,NA,8,"Digestibility is measured as DMD g/100 g, where 2050 is a general future projection."
26,Digestibility,NA,2050+flood,2050,2020,g/100 g,-22.1,18.0,NA,NA,NA,NA,8,Digestibility is measured as DMD g/100 g.
27,Digestibility,NA,2050+drought,2050,2020,g/100 g,-22.9,18.0,NA,NA,NA,NA,8,Digestibility is measured as DMD g/100 g.
28,Digestibility,NA,2050+heat shock,2050,2020,g/100 g,-14.2,18.0,NA,NA,NA,NA,8,Digestibility is measured as DMD g/100 g.
29,VFA,NA,2050,2050,2020,mM/g DM,-31,51.6,NA,NA,NA,NA,8,VFA is Volatile Fatty Acids.
30,VFA,NA,2050+flood,2050,2020,mM/g DM,-86,51.6,NA,NA,NA,NA,8,VFA is Volatile Fatty Acids.
31,VFA,NA,2050+drought,2050,2020,mM/g DM,-113,51.6,NA,NA,NA,NA,8,VFA is Volatile Fatty Acids.
32,VFA,NA,2050+heat shock,2050,2020,mM/g DM,-88,51.6,NA,NA,NA,NA,8,VFA is Volatile Fatty Acids.
33,Ammonia,NA,2050,2050,2020,mg/g DM,4,26.6,NA,NA,NA,NA,8,
34,Ammonia,NA,2050+flood,2050,2020,mg/g DM,24,26.6,NA,NA,NA,NA,8,
35,Ammonia,NA,2050+drought,2050,2020,mg/g DM,23,26.6,NA,NA,NA,NA,8,
36,Ammonia,NA,2050+heat shock,2050,2020,mg/g DM,25,26.6,NA,NA,NA,NA,8,
37,pH,NA,2050+flood,2050,2020,pH,0.2,0.11,NA,NA,NA,NA,8,
38,pH,NA,2050+drought,2050,2020,pH,0.2,0.11,NA,NA,NA,NA,8,
39,pH,NA,2050+heat shock,2050,2020,pH,0.2,0.11,NA,NA,NA,NA,8,
40,Acetate,NA,2050,2050,2020,mM/g DM,-8,26.4,NA,NA,NA,NA,8,
41,Acetate,NA,2050+flood,2050,2020,mM/g DM,-65,26.4,NA,NA,NA,NA,8,
42,Acetate,NA,2050+drought,2050,2020,mM/g DM,-29,26.4,NA,NA,NA,NA,8,
43,Acetate,NA,2050+heat shock,2050,2020,mM/g DM,-29,26.4,NA,NA,NA,NA,8,
44,Propionate,NA,2050,2050,2020,mM/g DM,-8,15.6,NA,NA,NA,NA,8,
45,Propionate,NA,2050+flood,2050,2020,mM/g DM,-26,15.6,NA,NA,NA,NA,8,
46,Propionate,NA,2050+drought,2050,2020,mM/g DM,-25,15.6,NA,NA,NA,NA,8,
47,Propionate,NA,2050+heat shock,2050,2020,mM/g DM,-23,15.6,NA,NA,NA,NA,8,
48,Isobutyrate,NA,2050,2050,2020,mM/g DM,-1,1.0,NA,NA,NA,NA,8,
49,Isobutyrate,NA,2050+flood,2050,2020,mM/g DM,-2,1.0,NA,NA,NA,NA,8,
50,Isobutyrate,NA,2050+drought,2050,2020,mM/g DM,-2,1.0,NA,NA,NA,NA,8,
51,Isobutyrate,NA,2050+heat shock,2050,2020,mM/g DM,-2,1.0,NA,NA,NA,NA,8,
52,Butyrate,NA,2050,2050,2020,mM/g DM,-9,9.7,NA,NA,NA,NA,8,
53,Butyrate,NA,2050+flood,2050,2020,mM/g DM,-22,9.7,NA,NA,NA,NA,8,
54,Butyrate,NA,2050+drought,2050,2020,mM/g DM,-12,9.7,NA,NA,NA,NA,8,
55,Butyrate,NA,2050+heat shock,2050,2020,mM/g DM,-24,9.7,NA,NA,NA,NA,8,
56,Acetate:propionate,NA,2050,2050,2020,NA,0.3,0.86,NA,NA,NA,NA,8,Ratio of Acetate to Propionate. Unitless.
57,Acetate:propionate,NA,2050+flood,2050,2020,NA,1.1,0.86,NA,NA,NA,NA,8,Ratio of Acetate to Propionate. Unitless.
58,Acetate:propionate,NA,2050+drought,2050,2020,NA,0.1,0.86,NA,NA,NA,NA,8,Ratio of Acetate to Propionate. Unitless.
59,Acetate:propionate,NA,2050+heat shock,2050,2020,NA,0.8,0.86,NA,NA,NA,NA,8,Ratio of Acetate to Propionate. Unitless.
60,Chlorophyll,NA,Heat Shock,2050,Control 2020,NA,-1,NA,NA,NA,NA,NA,10,"Chlorophyll levels were lowest in heat shock compared to control 2020, indicating affected photosynthesis. '-1' indicates a decrease relative to the control."
61,Chlorophyll,NA,Flood,2050,Control 2020,NA,-1,NA,NA,NA,NA,NA,10,"Chlorophyll levels were lowest in flood compared to control 2020, indicating affected photosynthesis. '-1' indicates a decrease relative to the control."
62,Photochemical Efficiency,NA,Heat Shock,2050,Control 2020,NA,-1,NA,NA,NA,NA,NA,10,"Fv/Fm (photochemical efficiency) had significantly lower value in heat shock compared to controls, indicating plant stress. '-1' indicates a decrease relative to the control."
