,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Mortality,Switzerland,Current,2022,No CC,deaths/year,658,NA,NA,NA,NA,NA,1,Heat exposure related
1,Labor productivity,Switzerland,Current,2022,No CC,CHF million/year,-665,NA,NA,NA,NA,NA,1,Economic costs caused by losses
2,Mortality,Switzerland,RCP8.5,2100,No CC,deaths/year,1316,NA,NA,NA,NA,NA,1,Doubling of mortality under RCP8.5 by end of century
3,Labor productivity,Switzerland,RCP8.5,2100,No CC,CHF million/year,-1995,NA,NA,NA,NA,NA,1,Tripling of labor productivity under RCP8.5 by end of century
4,Labor productivity,Switzerland,RCP8.5,2100,No CC,USD million/year,-700,NA,NA,NA,NA,NA,1,USD converted from CHF million (approx. USD700 million per year)
5,Mortality,Switzerland,RCP2.6,2050,No CC,Relative increase,0,NA,NA,NA,NA,NA,1,Slight increase expected and peak around mid-century
6,Labor productivity,Switzerland,RCP2.6,2050,No CC,Relative increase,0,NA,NA,NA,NA,NA,1,Slight increase expected and peak around mid-century
7,Labour productivity,Switzerland,Current,2022,No CC,CHF million/year,-665,NA,NA,NA,NA,NA,Highlights,Economic costs from labor losses currently at CHF 665 million per year.
8,Mortality,Switzerland,2015,2015,No CC,Percent,5.4,NA,NA,NA,NA,NA,Page 2,"increase in mortality of 5.4% was reported, with people olderthan75makingup77%ofthedeaths(Vicedo-Cabrera et al.,2016)"
9,Labour Productivity,Switzerland,RCP2.6,2035,No CC,CHF million,-665,NA,NA,NA,NA,NA,Page 4,Economic costs from labor losses are currently at CHF 665 million per year and potentially higher under a high emissions scenario. The model includes uncertainty from climate simulations and variability in estimating losses. Analysis uses a spatially explicit approach with Monte Carlo simulation.
10,Labour Productivity,Switzerland,RCP8.5,2060,No CC,CHF million,-1995,NA,NA,NA,NA,NA,Page 4,"Potential tripling of economic costs from labor losses by the century's end under RCP8.5 scenario compared to current costs. Projected impact assumes no socio-economic changes, focusing on WBGT and labor sectors. Uncertainty analysis details are provided."
11,Labour productivity,Switzerland,Today's climate,2022,No CC,CHF million,-665,NA,NA,NA,NA,NA,2537,Annual losses in today's climate.
12,Mortality,Switzerland,Today's climate,2022,No CC,people,-658,NA,NA,NA,NA,NA,2537,Annual heat-related deaths in today's climate.
13,Mortality,Switzerland,RCP8.5,2080,RCP2.6,people,-823,NA,NA,NA,NA,NA,2537,Additional heat-related deaths per year.
14,Labour productivity,Switzerland,RCP8.5,2080,RCP2.6,CHF million,-1381,NA,NA,NA,NA,NA,2537,Additional losses in labour productivity.
