,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Extreme SST Events,North Pacific,Current Climate,2020,Preindustrial,Years,5,NA,NA,NA,NA,NA,1,"Extreme regional SST values that were expected every 1000–10,000 years in the preindustrial climate are expected every 5–40 years in the current climate; using lower bound."
1,Extreme SST Events,North Pacific,Current Climate,2020,Preindustrial,Years,40,NA,NA,NA,NA,NA,1,"Extreme regional SST values that were expected every 1000–10,000 years in the preindustrial climate are expected every 5–40 years in the current climate; using upper bound."
2,Sockeye Salmon Catch,Gulf of Alaska,FAR >= 0.98,2020,Long-term log mean,Standard Deviations,-1.4,NA,NA,NA,NA,NA,1,Sockeye salmon migrating to sea in years with the strongest evidence for human effects on temperature (FAR >= 0.98) produce catches 1.4 standard deviations below the long-term log mean.
3,SST Anomalies,North Pacific,Historical/SSP5-8.5,2014,Preindustrial,FAR,0.98,NA,95%,0.98,NA,NA,Page 4,"FAR during 2014-2020, human influence overwhelming since 1970s; specific years for each region after 1976/77 shift mentioned."
4,SST Anomaly,North Pacific,Historical,2022,Pre-1950 Mean,°C,0.6,0.1,2.5%,0.3,97.5%,0.9,Figure 2,Estimated from graph based on visual interpretation
5,SST Anomaly,Eastern Bering Sea,Historical,2022,Pre-1950 Mean,°C,0.7,0.1,2.5%,0.4,97.5%,1.0,Figure 2,Estimated from graph based on visual interpretation
6,SST Anomaly,Gulf of Alaska,Historical,2022,Pre-1950 Mean,°C,0.65,0.1,2.5%,0.35,97.5%,0.95,Figure 2,Estimated from graph based on visual interpretation
7,SST Anomaly,British Columbia Coast,Historical,2022,Pre-1950 Mean,°C,0.6,0.15,2.5%,0.3,97.5%,0.95,Figure 2,Estimated from graph based on visual interpretation
8,SST Anomaly,Northern California Current,Historical,2022,Pre-1950 Mean,°C,0.75,0.15,2.5%,0.45,97.5%,1.05,Figure 2,Estimated from graph based on visual interpretation
9,SST Anomaly,Southern California Current,Historical,2022,Pre-1950 Mean,°C,0.8,0.2,2.5%,0.5,97.5%,1.1,Figure 2,Estimated from graph based on visual interpretation
10,SST Anomaly,North Pacific,SSP2-4.5,2100,Pre-1950 Mean,°C,2.0,0.3,2.5%,1.7,97.5%,2.3,Figure 2,Projected from graph based on visual interpretation
11,SST Anomaly,Eastern Bering Sea,SSP2-4.5,2100,Pre-1950 Mean,°C,2.2,0.3,2.5%,1.9,97.5%,2.5,Figure 2,Projected from graph based on visual interpretation
12,SST Anomaly,Gulf of Alaska,SSP2-4.5,2100,Pre-1950 Mean,°C,2.1,0.3,2.5%,1.8,97.5%,2.4,Figure 2,Projected from graph based on visual interpretation
13,SST Anomaly,British Columbia Coast,SSP2-4.5,2100,Pre-1950 Mean,°C,2.05,0.3,2.5%,1.75,97.5%,2.35,Figure 2,Projected from graph based on visual interpretation
14,SST Anomaly,Northern California Current,SSP2-4.5,2100,Pre-1950 Mean,°C,2.3,0.4,2.5%,1.9,97.5%,2.7,Figure 2,Projected from graph based on visual interpretation
15,SST Anomaly,Southern California Current,SSP2-4.5,2100,Pre-1950 Mean,°C,2.4,0.4,2.5%,2.0,97.5%,2.8,Figure 2,Projected from graph based on visual interpretation
16,SST Anomaly,North Pacific,SSP5-8.5,2100,Pre-1950 Mean,°C,3.5,0.5,2.5%,3.0,97.5%,4.0,Figure 2,"Projected from graph based on visual interpretation, higher increases observed"
17,SST Anomaly,Eastern Bering Sea,SSP5-8.5,2100,Pre-1950 Mean,°C,3.7,0.5,2.5%,3.2,97.5%,4.2,Figure 2,"Projected from graph based on visual interpretation, higher increases observed"
18,SST Anomaly,Gulf of Alaska,SSP5-8.5,2100,Pre-1950 Mean,°C,3.6,0.5,2.5%,3.1,97.5%,4.1,Figure 2,"Projected from graph based on visual interpretation, higher increases observed"
19,SST Anomaly,British Columbia Coast,SSP5-8.5,2100,Pre-1950 Mean,°C,3.55,0.5,2.5%,3.05,97.5%,4.05,Figure 2,"Projected from graph based on visual interpretation, higher increases observed"
20,SST Anomaly,Northern California Current,SSP5-8.5,2100,Pre-1950 Mean,°C,3.8,0.6,2.5%,3.2,97.5%,4.4,Figure 2,"Projected from graph based on visual interpretation, higher increases observed"
