,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Uninsured Losses,Global,Historical,2016,No CC,USD trillion,-2.9,NA,NA,NA,NA,NA,Page 1,Estimated loss of USD 2.9 trillion from climate-related events remained uninsured over 40 years.
1,Uninsured Losses,Emerging Economies,Historical Data (10-yr avg),2005,1990,% of GDP,0.15,NA,NA,NA,NA,NA,Line graph image,Peak difference in uninsured losses as % of GDP
2,Uninsured Losses,Advanced Economies,Historical Data (10-yr avg),2015,1990,% of GDP,0.05,NA,NA,NA,NA,NA,Line graph image,Increase in uninsured losses as % of GDP
3,Global Insurance Premiums,Global,None,2013,None,% of total insurance premiums,0.26,NA,NA,NA,NA,NA,Page 5,Share of Sharia-compliant (takaful) solutions
4,Economic losses,Global,NA,2011,No natural disaster event,USD billion/year,-171,NA,NA,NA,NA,NA,8,Average annual economic losses from natural disaster events (2007-2016 average used as a representative year).
5,Uninsured losses,Global,NA,2011,Total economic losses,%,-72,NA,NA,NA,NA,NA,8,Percentage of economic losses from natural disaster events that are uninsured (2007-2016 average used as a representative year).
6,Uninsured losses,Mature markets,NA,2003,Total economic losses,%,-60,NA,NA,NA,NA,NA,8,Average uninsured portion of economic losses in mature markets (1990-2016 average used as a representative year).
7,Uninsured losses,Emerging markets,NA,2003,Total economic losses,%,-95,NA,NA,NA,NA,NA,8,Average uninsured portion of economic losses in emerging markets (1990-2016 average used as a representative year).
8,Uninsured Losses,Global,None,2016,1990,% of GDP,0.08,NA,NA,NA,NA,NA,9,Increase in uninsured losses as % of GDP from 1990 to 2016
9,Uninsured Losses,Global,None,2015,1990,% growth per year,9.1,NA,NA,NA,NA,NA,9,Compound annual average growth of uninsured losses (10-year averages) in nominal USD terms
10,Uninsured Losses,Emerging economies,None,2015,1990,% growth per year,9.4,NA,NA,NA,NA,NA,9,Compound annual average growth of uninsured losses (10-year averages) in nominal USD terms
11,Uninsured Losses,Mature economies,None,2015,1990,% growth per year,8.8,NA,NA,NA,NA,NA,9,Compound annual average growth of uninsured losses (10-year averages) in nominal USD terms
12,Uninsured Losses,Global,None,2015,Constant Loss Frequencies,% growth per year,7.4,NA,NA,NA,NA,NA,9,Economic development alone explains this much annual growth in uninsured losses between 1990 and 2015
13,Insured Losses,Global,None,2015,Constant Loss Frequencies,% growth per year,5.5,NA,NA,NA,NA,NA,9,Economic development alone explains this much annual growth in insured losses between 1990 and 2015
14,Weather Losses,Emerging economies,None,2015,1990,% growth per year,11.3,NA,NA,NA,NA,NA,9,Compound annual average growth of weather-related uninsured losses (10-year averages) in nominal USD terms
15,Weather Losses,Mature economies,None,2015,1990,% growth per year,7.2,NA,NA,NA,NA,NA,9,Compound annual average growth of weather-related uninsured losses (10-year averages) in nominal USD terms
16,GDP Growth,Emerging economies,None,2015,1990,% growth per year,10.3,NA,NA,NA,NA,NA,9,Average nominal GDP growth
17,GDP Growth,Mature economies,None,2015,1990,% growth per year,5.2,NA,NA,NA,NA,NA,9,Average nominal GDP growth
18,Uninsured Losses,Global,NA,2018,NA,USD billion,-153,NA,NA,NA,NA,NA,11,"Estimate includes some public infrastructure/commercial property, potentially overestimating the gap. Excludes hail, drought, tornadoes, mudslides, and volcanoes, potentially underestimating the gap. Year is publication year."
19,Economic Damages,Global,Historical,2003,No CC,% of GDP,-0.26,0.05,NA,NA,NA,NA,Page 26,Mean economic damages from natural catastrophes as a percentage of GDP for the period 2003-2012.
20,Economic Damages,Global,Historical,1993,No CC,% of GDP,-0.20,0.11,NA,NA,NA,NA,Page 26,Mean economic damages from natural catastrophes as a percentage of GDP for the period 1993-2002.
21,Economic Damages,Global,Historical,1993,No CC,% of GDP,-0.00,NA,NA,NA,NA,NA,Page 26,"Expected economic losses from Earthquake, Wind and Flood for the period 1993-2002."
22,Economic Damages,Global,Historical,2003,No CC,% of GDP,-0.00,NA,NA,NA,NA,NA,Page 26,"Expected economic losses from Earthquake, Wind and Flood for the period 2003-2012."
