,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Inflation (food),Global,2035 Temp Increase,2035,No CC,percentage-points per-year,0.92,NA,NA,NA,NA,NA,1,"Uncertainty range across emission scenarios, climate models and empirical specifications."
1,Inflation (headline),Global,2035 Temp Increase,2035,No CC,percentage-points per-year,0.32,NA,NA,NA,NA,NA,1,"Uncertainty range across emission scenarios, climate models and empirical specifications."
2,Inflation (food),Europe,2022 Heatwave,2022,No CC,percentage-points,0.43,NA,NA,NA,NA,NA,1,
3,Inflation (food),Europe,2035 Warming,2035,2022 Extreme Summer Heat,percentage,30,NA,NA,NA,NA,NA,1,
4,Inflation (food),Europe,2035 Warming,2035,2022 Extreme Summer Heat,percentage,50,NA,NA,NA,NA,NA,1,
5,Inflation (food),Global,2035 Temp Increase,2035,No CC,percentage-points per-year,3.23,NA,NA,NA,NA,NA,1,"Uncertainty range across emission scenarios, climate models and empirical specifications."
6,Inflation (headline),Global,2035 Temp Increase,2035,No CC,percentage-points per-year,1.18,NA,NA,NA,NA,NA,1,"Uncertainty range across emission scenarios, climate models and empirical specifications."
7,Food Inflation,121 countries,NA,2021,No CC,percentage points,0.17,NA,NA,NA,NA,NA,2,Cumulative effect over the following year of a 1 degree C increase in monthly temperature in country-months with a temperature of 25C. Central specification.
8,Inflation (Food),Global,SSP585,2035,No CC,Percentage points,0,NA,NA,NA,NA,NA,5,Based on CMIP-6 climate model projections. Impacts estimated accounting only for increasing average temperatures.
9,Inflation (Headline),Global,SSP585,2035,No CC,Percentage points,0,NA,NA,NA,NA,NA,5,Based on CMIP-6 climate model projections. Impacts estimated accounting only for increasing average temperatures.
10,Inflation (Food),North America,SSP126,2600,No CC,Percentage points,0,NA,NA,NA,NA,NA,5,"Point estimates show the average, and error bars the standard deviation, of impacts as projected across the ensemble of 21 CMIP-6 climate models. Impacts are estimated accounting only for increasing average temperatures"
11,Inflation (Food),Europe,SSP126,2600,No CC,Percentage points,0,NA,NA,NA,NA,NA,5,"Point estimates show the average, and error bars the standard deviation, of impacts as projected across the ensemble of 21 CMIP-6 climate models. Impacts are estimated accounting only for increasing average temperatures"
12,Inflation (Food),Central Asia,SSP126,2600,No CC,Percentage points,0,NA,NA,NA,NA,NA,5,"Point estimates show the average, and error bars the standard deviation, of impacts as projected across the ensemble of 21 CMIP-6 climate models. Impacts are estimated accounting only for increasing average temperatures"
13,Inflation (Food),Middle East,SSP126,2600,No CC,Percentage points,0,NA,NA,NA,NA,NA,5,"Point estimates show the average, and error bars the standard deviation, of impacts as projected across the ensemble of 21 CMIP-6 climate models. Impacts are estimated accounting only for increasing average temperatures"
14,Inflation (Food),South Asia,SSP126,2600,No CC,Percentage points,0,NA,NA,NA,NA,NA,5,"Point estimates show the average, and error bars the standard deviation, of impacts as projected across the ensemble of 21 CMIP-6 climate models. Impacts are estimated accounting only for increasing average temperatures"
15,Inflation (Food),Southeast Asia,SSP126,2600,No CC,Percentage points,0,NA,NA,NA,NA,NA,5,"Point estimates show the average, and error bars the standard deviation, of impacts as projected across the ensemble of 21 CMIP-6 climate models. Impacts are estimated accounting only for increasing average temperatures"
16,Inflation (Food),Sub-Saharan Africa,SSP126,2600,No CC,Percentage points,0,NA,NA,NA,NA,NA,5,"Point estimates show the average, and error bars the standard deviation, of impacts as projected across the ensemble of 21 CMIP-6 climate models. Impacts are estimated accounting only for increasing average temperatures"
17,Inflation (Food),Oceania,SSP126,2600,No CC,Percentage points,0,NA,NA,NA,NA,NA,5,"Point estimates show the average, and error bars the standard deviation, of impacts as projected across the ensemble of 21 CMIP-6 climate models. Impacts are estimated accounting only for increasing average temperatures"
18,Inflation (Food),Global,SSP126,2600,No CC,Percentage points,0,NA,NA,NA,NA,NA,5,"Point estimates show the average, and error bars the standard deviation, of impacts as projected across the ensemble of 21 CMIP-6 climate models. Impacts are estimated accounting only for increasing average temperatures"
19,Inflation (Food),North America,SSP585,2600,No CC,Percentage points,0,NA,NA,NA,NA,NA,5,"Point estimates show the average, and error bars the standard deviation, of impacts as projected across the ensemble of 21 CMIP-6 climate models. Impacts are estimated accounting only for increasing average temperatures"
20,Inflation (Food),Europe,SSP585,2600,No CC,Percentage points,0,NA,NA,NA,NA,NA,5,"Point estimates show the average, and error bars the standard deviation, of impacts as projected across the ensemble of 21 CMIP-6 climate models. Impacts are estimated accounting only for increasing average temperatures"
