,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP per capita,UAE,Declining fish catch,2009,No CC,US$ (PPP),59845,NA,NA,NA,NA,NA,Page 2,Where $1 = 3.658 AED
1,Fish catch,UAE,Overfishing/Pollution,2006,Early 1950s,tons,100000,NA,NA,NA,NA,NA,Page 2,"Reached a peak of 100,000 tons"
2,Fish catch,UAE,Overfishing/Pollution,2012,Early 1950s,tons,72700,NA,NA,NA,NA,NA,Page 2,"Declined to 72,700 tons"
3,Fish value,UAE,Overfishing/Pollution,2012,2006,million AED,1.2,NA,NA,NA,NA,NA,Page 2,Value in 2006 was 0.9 million AED
4,Fish value,UAE,Overfishing/Pollution,2006,Early 1950s,million AED,0.9,NA,NA,NA,NA,NA,Page 2,Value in 2006 was 0.9 million AED
5,Fish self-sufficiency ratio,UAE,Socio-economic dev.,1982,No CC,%,91,NA,NA,NA,NA,NA,Page 2,
6,Fish self-sufficiency ratio,UAE,Socio-economic dev.,1991,No CC,%,128,NA,NA,NA,NA,NA,Page 2,
7,Fish self-sufficiency ratio,UAE,Socio-economic dev.,2012,No CC,%,38,NA,NA,NA,NA,NA,Page 2,
8,Fish catch,UAE,Various changes,2012,No CC,tons,73000,NA,NA,NA,NA,NA,Page 2,
9,Fish value,UAE,Unsustainable fishing,2012,Early 1950s,million AED,1.2,NA,NA,NA,NA,NA,Page 2,
10,Fish catch value,UAE,Various changes,1950,No CC,million $,20,NA,NA,NA,NA,NA,Page 2,1 dollar = 3.76 AED
11,Fish catch value,UAE,Various changes,2000,No CC,million $,120,NA,NA,NA,NA,NA,Page 2,1 dollar = 3.76 AED
12,Fish catch value,UAE,Unsustainable fishing,2009,No CC,million $,100,NA,NA,NA,NA,NA,Page 2,
13,Natural Resource Price,UAE,Scenario 1,2012,Baseline,%,-0.100,NA,NA,NA,NA,NA,Page 8,Deflated by consumer price index
14,Natural Resource Price,UAE,Scenario 2,2012,Baseline,%,-0.157,NA,NA,NA,NA,NA,Page 8,Deflated by consumer price index
15,Land Price,UAE,Scenario 1,2012,Baseline,%,0.016,NA,NA,NA,NA,NA,Page 8,Deflated by consumer price index
16,Land Price,UAE,Scenario 2,2012,Baseline,%,0.030,NA,NA,NA,NA,NA,Page 8,Deflated by consumer price index
17,Fish Price,UAE,Scenario 1,2012,Baseline,%,-7.7,NA,NA,NA,NA,NA,Page 8,Composite price
18,Fish Price,UAE,Scenario 2,2012,Baseline,%,-13.68,NA,NA,NA,NA,NA,Page 8,Composite price
19,Fish Price (Domestic),UAE,Scenario 1,2012,Baseline,%,-10.07,NA,NA,NA,NA,NA,Page 8,
20,Fish Price (Domestic),UAE,Scenario 2,2012,Baseline,%,-17.67,NA,NA,NA,NA,NA,Page 8,
21,Red Meat Price,UAE,Scenario 1,2012,Baseline,%,-0.02,NA,NA,NA,NA,NA,Page 8,Composite price
22,Red Meat Price,UAE,Scenario 2,2012,Baseline,%,-0.04,NA,NA,NA,NA,NA,Page 8,Composite price
23,Red Meat Price (Domestic),UAE,Scenario 1,2012,Baseline,%,-0.03,NA,NA,NA,NA,NA,Page 8,
24,Red Meat Price (Domestic),UAE,Scenario 2,2012,Baseline,%,-0.06,NA,NA,NA,NA,NA,Page 8,
25,Food Processing Output,UAE,Scenario 1,2012,Baseline,%,0.1,NA,NA,NA,NA,NA,Page 8,
26,Food Processing Output,UAE,Scenario 2,2012,Baseline,%,0.1,NA,NA,NA,NA,NA,Page 8,
27,Unskilled Labor Price,UAE,Scenario 1,2012,Baseline,%,0.006,NA,NA,NA,NA,NA,Page 8,
28,Unskilled Labor Price,UAE,Scenario 2,2012,Baseline,%,0.011,NA,NA,NA,NA,NA,Page 8,
29,Skilled Labor Price,UAE,Scenario 1,2012,Baseline,%,0.004,NA,NA,NA,NA,NA,Page 8,
30,Skilled Labor Price,UAE,Scenario 2,2012,Baseline,%,0.008,NA,NA,NA,NA,NA,Page 8,
31,Capital Price,UAE,Scenario 1,2012,Baseline,%,0.004,NA,NA,NA,NA,NA,Page 8,
32,Capital Price,UAE,Scenario 2,2012,Baseline,%,0.006,NA,NA,NA,NA,NA,Page 8,
33,Natural Resource Price,UAE,Scenario 1,2012,Baseline,%,-38.722,NA,NA,NA,NA,NA,p. 9,Decline due to increased supply.
34,Natural Resource Price,UAE,Scenario 2,2012,Baseline,%,-62.161,NA,NA,NA,NA,NA,p. 9,Decline due to increased supply.
35,Land Price,UAE,Scenario 1,2012,Baseline,%,1.132,NA,NA,NA,NA,NA,p. 9,Increase due to higher demand.
36,Land Price,UAE,Scenario 2,2012,Baseline,%,1.241,NA,NA,NA,NA,NA,p. 9,Increase due to higher demand.
37,Fish Exports,UAE,Scenario 1,2012,Baseline,%,13.48,NA,NA,NA,NA,NA,p. 9,
38,Fish Exports,UAE,Scenario 2,2012,Baseline,%,25.77,NA,NA,NA,NA,NA,p. 9,
39,Fish Imports,UAE,Scenario 1,2012,Baseline,%,-6.64,NA,NA,NA,NA,NA,p. 9,
40,Fish Imports,UAE,Scenario 2,2012,Baseline,%,-11.75,NA,NA,NA,NA,NA,p. 9,
41,Fish Demand,UAE,Scenario 1,2012,Baseline,%,5.62,NA,NA,NA,NA,NA,p. 9,Composite of domestically-produced and imported.
42,Fish Demand,UAE,Scenario 2,2012,Baseline,%,10.57,NA,NA,NA,NA,NA,p. 9,Composite of domestically-produced and imported.
43,Domestic Fish Consumption,UAE,Scenario 1,2012,Baseline,%,9.12,NA,NA,NA,NA,NA,p. 9,
44,Domestic Fish Consumption,UAE,Scenario 2,2012,Baseline,%,17.31,NA,NA,NA,NA,NA,p. 9,
45,Imported Fish Consumption,UAE,Scenario 1,2012,Baseline,%,-4.43,NA,NA,NA,NA,NA,p. 9,
46,Imported Fish Consumption,UAE,Scenario 2,2012,Baseline,%,-7.99,NA,NA,NA,NA,NA,p. 9,
47,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-7.70,NA,NA,NA,NA,NA,p. 9,Fishing (composite)
48,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-13.68,NA,NA,NA,NA,NA,p. 9,Fishing (composite)
49,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-10.07,NA,NA,NA,NA,NA,p. 9,Fishing (domestically produced)
50,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-17.67,NA,NA,NA,NA,NA,p. 9,Fishing (domestically produced)
51,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Fishing (imported)
52,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.01,NA,NA,NA,NA,NA,p. 9,Fishing (imported)
53,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Other animal products (imported)
54,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Other animal products (imported)
55,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Raw milk (imported)
56,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Raw milk (imported)
57,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Meat production (imported)
58,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Meat production (imported)
59,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Other meat products (imported)
60,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Other meat products (imported)
61,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Vegetable oils and fats (imported)
62,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Vegetable oils and fats (imported)
63,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Dairy products (imported)
64,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Dairy products (imported)
65,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Processed rice (imported)
66,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Processed rice (imported)
67,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Other food products (imported)
68,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Other food products (imported)
69,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Beverages and tobacco products (imported)
70,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Beverages and tobacco products (imported)
71,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.01,NA,NA,NA,NA,NA,p. 9,Other animal products (composite)
72,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.01,NA,NA,NA,NA,NA,p. 9,Other animal products (composite)
73,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.03,NA,NA,NA,NA,NA,p. 9,Raw milk (composite)
74,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.05,NA,NA,NA,NA,NA,p. 9,Raw milk (composite)
75,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.02,NA,NA,NA,NA,NA,p. 9,Meat production (composite)
76,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.04,NA,NA,NA,NA,NA,p. 9,Meat production (composite)
77,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Other meat products (composite)
78,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.01,NA,NA,NA,NA,NA,p. 9,Other meat products (composite)
79,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Vegetable oils and fats (composite)
80,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Vegetable oils and fats (composite)
81,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.01,NA,NA,NA,NA,NA,p. 9,Dairy products (composite)
82,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.02,NA,NA,NA,NA,NA,p. 9,Dairy products (composite)
83,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Processed rice (composite)
84,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,0.00,NA,NA,NA,NA,NA,p. 9,Processed rice (composite)
85,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.03,NA,NA,NA,NA,NA,p. 9,Other food products (composite)
86,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.05,NA,NA,NA,NA,NA,p. 9,Other food products (composite)
87,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.01,NA,NA,NA,NA,NA,p. 9,Beverages and tobacco products (composite)
88,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.02,NA,NA,NA,NA,NA,p. 9,Beverages and tobacco products (composite)
89,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.01,NA,NA,NA,NA,NA,p. 9,Other animal products (domestically produced)
90,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.01,NA,NA,NA,NA,NA,p. 9,Other animal products (domestically produced)
91,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.03,NA,NA,NA,NA,NA,p. 9,Raw milk (domestically produced)
92,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.05,NA,NA,NA,NA,NA,p. 9,Raw milk (domestically produced)
93,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.03,NA,NA,NA,NA,NA,p. 9,Meat production (domestically produced)
94,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.06,NA,NA,NA,NA,NA,p. 9,Meat production (domestically produced)
95,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.01,NA,NA,NA,NA,NA,p. 9,Other meat products (domestically produced)
96,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.02,NA,NA,NA,NA,NA,p. 9,Other meat products (domestically produced)
97,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.02,NA,NA,NA,NA,NA,p. 9,Vegetable oils and fats (domestically produced)
98,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.03,NA,NA,NA,NA,NA,p. 9,Vegetable oils and fats (domestically produced)
99,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.03,NA,NA,NA,NA,NA,p. 9,Dairy products (domestically produced)
100,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.05,NA,NA,NA,NA,NA,p. 9,Dairy products (domestically produced)
101,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.03,NA,NA,NA,NA,NA,p. 9,Processed rice (domestically produced)
102,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.05,NA,NA,NA,NA,NA,p. 9,Processed rice (domestically produced)
103,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.05,NA,NA,NA,NA,NA,p. 9,Other food products (domestically produced)
104,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.08,NA,NA,NA,NA,NA,p. 9,Other food products (domestically produced)
105,Private Consumption Price,UAE,Scenario 1,2012,Baseline,%,-0.03,NA,NA,NA,NA,NA,p. 9,Beverages and tobacco products (domestically produced)
106,Private Consumption Price,UAE,Scenario 2,2012,Baseline,%,-0.06,NA,NA,NA,NA,NA,p. 9,Beverages and tobacco products (domestically produced)
107,Fish Production,UAE,Capital +15%,2012,2012 baseline,tons,7.8,NA,NA,NA,NA,NA,10,"Increase from 72,700 tons to 78,400 tons."
108,Consumption,UAE,Capital +30% & Labor +5%,2012,2012 baseline,%,9.12,NA,NA,NA,NA,NA,10,Increase relative to baseline
109,Consumption,UAE,Capital +30% & Labor +5%,2012,2012 baseline,%,17.31,NA,NA,NA,NA,NA,10,Increase relative to baseline
