,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Economic damages,Global,RCP8.5,2100,Deterministic,Trillion USD,77,NA,5%,NA,95%,NA,2,The 5% chance of damages exceeding $563 trillion represents a 16% increase over the deterministic forecast of $486 trillion. Reported as 77 Trillion higher (563-486).
1,Economic damages,Global,RCP8.5,2100,Deterministic,%,0,NA,5%,-13,95%,16,2,Stochastic model range relative to deterministic forecast.
2,Economic damages,Global,RCP2.6,2100,Deterministic,%,0,NA,5%,-30,95%,52,2,Stochastic model range relative to deterministic forecast.
3,Risk premium,Global,N/A,2100,Deterministic,N/A,0,NA,NA,NA,NA,NA,2,"The benefits of adaptation are much greater than previously believed, reflecting a higher willingness to pay to avoid an uncertain future. We report that it is greater than zero."
4,Risk Premium,Global,RCP2.6,2020,Deterministic model,Trillion USD,3,NA,NA,NA,NA,NA,3,Willingness to pay to eliminate temperature variability
5,Risk Premium,Global,RCP2.6,2020,Deterministic model,% of current global output,4,NA,NA,NA,NA,NA,3,Willingness to pay to eliminate temperature variability
6,Risk Premium,Global,RCP8.5,2020,Deterministic model,Trillion USD,32,NA,NA,NA,NA,NA,3,Willingness to pay to eliminate temperature variability
7,Risk Premium,Global,RCP8.5,2020,Deterministic model,% of current global output,40,NA,NA,NA,NA,NA,3,Willingness to pay to eliminate temperature variability
8,Damages,Global,RCP2.6,2100,Deterministic,Trillion USD,30,NA,5%,21,95%,45,3,Deterministic damages
9,Damages,Global,RCP4.5,2100,Deterministic,Trillion USD,51,NA,5%,69,95%,101,3,Deterministic damages
10,Damages,Global,RCP6.0,2100,Deterministic,Trillion USD,102,NA,5%,131,95%,179,3,Deterministic damages
11,Damages,Global,RCP8.5,2100,Deterministic,Trillion USD,421,NA,5%,486,95%,563,3,Deterministic damages
12,Additional Damages,Global,RCP2.6,2020,Deterministic model,%,6,NA,NA,NA,NA,NA,3,Risk premia represent additional damages relative to the deterministic model
13,Additional Damages,Global,RCP8.5,2020,Deterministic model,%,13,NA,NA,NA,NA,NA,3,Risk premia represent additional damages relative to the deterministic model
14,Risk Premium,Global,RCP2.6,2020,Deterministic model,Trillion USD,9,NA,NA,NA,NA,NA,3,"Willingness to pay to remove aleatory uncertainty, with epistemic uncertainty about the ECS"
15,Risk Premium,Global,RCP8.5,2020,Deterministic model,Trillion USD,46,NA,NA,NA,NA,NA,3,"Willingness to pay to remove aleatory uncertainty, with epistemic uncertainty about the ECS"
16,Risk Premium,Global,RCP2.6,2020,Deterministic model,% of current global output,11,NA,NA,NA,NA,NA,3,previously unaccounted for cost of climate change
17,Risk premium,Unspecified,RCP8.5,2100,No CC,Trillion USD,32,NA,NA,NA,NA,NA,4,"Aleatory-only, approximate end-of-century"
18,Risk premium,Unspecified,RCP6.0,2100,No CC,Trillion USD,15,NA,NA,NA,NA,NA,4,"Aleatory-only, approximate end-of-century"
19,Risk premium,Unspecified,RCP4.5,2100,No CC,Trillion USD,9,NA,NA,NA,NA,NA,4,"Aleatory-only, approximate end-of-century"
20,Risk premium,Unspecified,RCP2.6,2100,No CC,Trillion USD,3,NA,NA,NA,NA,NA,4,"Aleatory-only, approximate end-of-century"
21,Risk premium,Unspecified,RCP8.5,2100,No CC,Trillion USD,14,NA,NA,NA,NA,NA,4,"Aleatory × Epistemic risk interaction effect, approximate end-of-century"
22,Risk premium,Unspecified,RCP6.0,2100,No CC,Trillion USD,16,NA,NA,NA,NA,NA,4,"Aleatory × Epistemic risk interaction effect, approximate end-of-century"
23,Risk premium,Unspecified,RCP4.5,2100,No CC,Trillion USD,16,NA,NA,NA,NA,NA,4,"Aleatory × Epistemic risk interaction effect, approximate end-of-century"
24,Risk premium,Unspecified,RCP2.6,2100,No CC,Trillion USD,6,NA,NA,NA,NA,NA,4,"Aleatory × Epistemic risk interaction effect, approximate end-of-century"
25,Risk premium,Unspecified,RCP8.5,2100,No CC,Trillion USD,46,NA,NA,NA,NA,NA,4,"58% of total risk premium is due to Aleatory × Epistemic risk interaction effect, approximate end-of-century"
26,Risk premium,Unspecified,RCP6.0,2100,No CC,Trillion USD,31,NA,NA,NA,NA,NA,4,"39% of total risk premium is due to Aleatory × Epistemic risk interaction effect, approximate end-of-century"
27,Risk premium,Unspecified,RCP4.5,2100,No CC,Trillion USD,25,NA,NA,NA,NA,NA,4,"31% of total risk premium is due to Aleatory × Epistemic risk interaction effect, approximate end-of-century"
28,Risk premium,Unspecified,RCP2.6,2100,No CC,Trillion USD,9,NA,NA,NA,NA,NA,4,"11% of total risk premium is due to Aleatory × Epistemic risk interaction effect, approximate end-of-century"
