,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agriculture,Adaptation,"US, Brazil, Argentina",SSP5-8.5,NonMonetaryBenefits,AvoidedImpact [%],Economic,Need,%,1100,NA,NA,NA,NA,NA,Page 6,The adaptation scenario shows that 2012 analogs are approximately 11 times (SSP1-2.6) or 16 times (SSP5-8.5) more likely to occur in the no adaptation scenario than in the adaptation scenario. Reporting the higher factor.
1,Agriculture,Adaptation,"US, Brazil, Argentina",SSP1-2.6,NonMonetaryBenefits,AvoidedImpact [%],Economic,Need,%,1100,NA,NA,NA,NA,NA,Page 6,The adaptation scenario shows that 2012 analogs are approximately 11 times (SSP1-2.6) or 16 times (SSP5-8.5) more likely to occur in the no adaptation scenario than in the adaptation scenario. Reporting the lower factor.
2,Agriculture,Adaptation,"US, Brazil, Argentina",SSP5-8.5,NonMonetaryBenefits,AverageImpactReduction [%],Economic,Need,%,15,NA,NA,NA,NA,NA,Page 6,The average magnitude of the analogs is 15% higher in the no adaptation scenario than in the adaptation for SSP5-8.5.
3,Agriculture,Adaptation,"US, Brazil, Argentina",SSP1-2.6,NonMonetaryBenefits,AverageImpactReduction [%],Economic,Need,%,4,NA,NA,NA,NA,NA,Page 6,The average magnitude of the analogs is 4% higher in the no adaptation scenario than in the adaptation for SSP1-2.6.
4,Agriculture,Adaptation,"US, Brazil, Argentina",SSP5-8.5,NonMonetaryBenefits,ImpactFrequencyReduction [events/yr],Economic,Need,events/yr,16,NA,NA,NA,NA,NA,Page 6,2012 analogs are 16 times more likely to occur in the no adaptation scenario than in the adaptation scenario for the SSP5-8.5.
5,Agriculture,Adaptation,"US, Brazil, Argentina",SSP1-2.6,NonMonetaryBenefits,ImpactFrequencyReduction [events/yr],Economic,Need,events/yr,11,NA,NA,NA,NA,NA,Page 6,2012 analogs are 11 times more likely to occur in the no adaptation scenario than in the adaptation scenario for the SSP1-2.6.
6,Agriculture,Adaptation,"US, Brazil, Argentina",Adaptation Scenario,Production losses,AvoidedImpact,Economic,Need,Mt,0.5,NA,NA,NA,NA,NA,Page 7,"Comparison of production losses in US, Brazil and Argentina between 2012 event and average of analogs after adaptation, expressed as avoided impact."
7,Agriculture,Adaptation,"US, Brazil, Argentina",Adaptation Scenario,Production losses,AvoidedImpact,Economic,Need,Mt,1.5,NA,NA,NA,NA,NA,Page 7,"Comparison of production losses in US, Brazil and Argentina between 2012 event and average of analogs after adaptation, expressed as avoided impact."
8,Agriculture,Adaptation,"US, Brazil, Argentina",Adaptation Scenario,Production losses,AvoidedImpact,Economic,Need,Mt,0.6,NA,NA,NA,NA,NA,Page 7,"Comparison of production losses in US, Brazil and Argentina between 2012 event and average of analogs after adaptation, expressed as avoided impact."
9,Agriculture,Adaptation,US,Adaptation Scenario,Production losses,AvoidedImpact,Economic,Need,Mt,1.5,NA,5%,-4.1,95%,1.0,Page 7,Increase in losses in US when compared to the 2012 event (in brackets the 95% confidence interval).
10,Agriculture,Adaptation,Brazil,Adaptation Scenario,Production losses,AvoidedImpact,Economic,Need,Mt,0.5,NA,5%,-5.9,95%,4.8,Page 7,Increase in losses in Brazil when compared to the 2012 event (in brackets the 95% confidence interval).
11,Agriculture,Adaptation,Argentina,Adaptation Scenario,Production losses,AvoidedImpact,Economic,Need,Mt,0.6,NA,5%,-4.0,95%,2.8,Page 7,Increase in losses in Argentina when compared to the 2012 event (in brackets the 95% confidence interval).
12,Agriculture,Adaptation,"US, Brazil, Argentina",SSP1-2.6,Avoided yield losses,AvoidedImpact,Economic,Need,%,4,NA,NA,NA,NA,NA,Page 9,"The risk of 2012 analogs is roughly 11 and 16 times less frequent and on average 4% and 15% less intense for SSP1-2.6 when removing the trends in mean climate and considering only changes in climate variability, representing potential impacts if adaptation does not keep pace with climate change."
13,Agriculture,Adaptation,"US, Brazil, Argentina",SSP5-8.5,Avoided yield losses,AvoidedImpact,Economic,Need,%,15,NA,NA,NA,NA,NA,Page 9,"The risk of 2012 analogs is roughly 11 and 16 times less frequent and on average 4% and 15% less intense for SSP5-8.5 when removing the trends in mean climate and considering only changes in climate variability, representing potential impacts if adaptation does not keep pace with climate change."
