,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Transportation,Modernization,Russia,conservative,AdaptationCost,OpExCost,Monetary,Need,₽ bln / yr,14,NA,NA,NA,NA,NA,Abstract,Capital costs to maintain road infrastructure sustainability and reduce damage risks.
1,Transportation,Modernization,Russia,moderate,AdaptationCost,OpExCost,Monetary,Need,₽ bln / yr,21,NA,NA,NA,NA,NA,Abstract,Capital costs to maintain road infrastructure sustainability and reduce damage risks.
2,Transportation,Modernization,Russia,modernization,AdaptationCost,OpExCost,Monetary,Need,₽ bln / yr,28,NA,NA,NA,NA,NA,Abstract,Capital costs to maintain road infrastructure sustainability and reduce damage risks.
3,Transportation,Adaptation,Russia,RCP8.5,Cost,AdaptationCost,Economic,Need,billion RUB,272.9,NA,NA,NA,NA,NA,"Page 2, Article Summary",The paper estimates ₽ 272.9 bln needed for road infrastructure sustainability due to permafrost degradation in nine northern regions of Russia between 2020 and 2050.
4,Transportation,Modernization,Russia,RCP8.5,Adaptation Cost,CapExCost,Monetary,Need,₽ bln,272.9,NA,NA,NA,NA,NA,Highlights,Estimated reconstruction/repair expenses for 2020-2050
5,Transportation,Modernization,Russia,RCP8.5,Adaptation Cost,OpExCost,Economic,Need,% of total GRP,0.14,NA,NA,NA,NA,NA,Highlights,"Increased costs to repair and maintain infrastructure for affected regions (Yakutia, Krasnoyarsk krai, Magadan oblast, Chukotka)"
6,Transportation,Modernization,Russia,RCP8.5,Adaptation Cost,CapExCost,Monetary,Need,₽ mln/km,11.73,NA,NA,NA,NA,52.28,Page 3,Construction cost of 1 km of new roads (per one traffic lane) net of VAT is between these two numbers
7,Transportation,Modernization,Russia,RCP8.5,Adaptation Cost,CapExCost,Monetary,Need,₽ mln/km,10.32,NA,NA,NA,NA,46.03,Page 3,The motor road reconstruction cost is between these two numbers
8,Transportation,Modernization,Russia,RCP8.5,Adaptation Cost,CapExCost,Monetary,Need,₽ mln/km,9.71,NA,NA,NA,NA,20.62,Page 3,The cost of roadbed capital repairs is between these two numbers
9,Transportation,Modernization,Russia,RCP8.5,AdaptationCost,CapExCost,Monetary,Need,M rubles / km,42.53,NA,NA,NA,NA,NA,Table 3,Construction cost for roads of category II.
10,Transportation,Modernization,Russia,RCP8.5,AdaptationCost,CapExCost,Monetary,Need,M rubles / km,37.1,NA,NA,NA,NA,NA,Table 3,Construction cost for roads of category III.
11,Transportation,Modernization,Russia,RCP8.5,AdaptationCost,CapExCost,Monetary,Need,M rubles / km,14.09,NA,NA,NA,NA,NA,Table 3,Construction cost for roads of category IV.
12,Transportation,Modernization,Russia,RCP8.5,AdaptationCost,CapExCost,Monetary,Need,M rubles / km,11.73,NA,NA,NA,NA,NA,Table 3,Construction cost for roads of category V.
13,Transportation,Modernization,Russia,RCP8.5,AdaptationCost,CapExCost,Monetary,Need,M rubles / unit,1382.24,NA,NA,NA,NA,NA,Table 3,Construction cost for engineering facilities.
14,Transportation,Modernization,Russia,RCP8.5,AdaptationCost,CapExCost,Monetary,Need,M rubles / km,28.41,NA,NA,NA,NA,NA,Table 3,Reconstruction cost for roads of category II.
