,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,All,Any,Australia,NA,Regression Analysis,AdaptationCost,Economic,Need,%,0.24,NA,NA,NA,NA,NA,Page 2,A one-degree Celsius increase in the daily maximum increases claims by 0.24%.
1,All,Any,Australia,NA,Regression Analysis,NonMonetaryBenefits,Economic,Need,%,5.3,NA,NA,NA,NA,NA,Page 2,A day reaching 33–36 °C averages 5.3% more claims than a day 18–21 °C.
2,All,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.24,0.020,NA,NA,NA,NA,"Table 2, Column 1",Estimated effect of daily maximum temperature on occupational health claims. Main specification with month-year-postcode fixed effects.
3,All,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.20,0.021,NA,NA,NA,NA,"Table 2, Column 2","Estimated effect of daily maximum temperature on occupational health claims, with PM2.5 control. "
4,All,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.27,0.020,NA,NA,NA,NA,"Table 2, Column 3","Estimated effect of daily maximum temperature on occupational health claims, with Calendar Date FE control."
5,All,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.22,0.021,NA,NA,NA,NA,"Table 2, Column 4","Estimated effect of daily maximum temperature on occupational health claims, with Separate FE's control."
6,All,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.24,0.020,NA,NA,NA,NA,"Table 3, All Years",Estimated effect of daily maximum temperature on occupational health claims.
7,All,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.27,0.027,NA,NA,NA,NA,"Table 3, 1985-1999",Estimated effect of daily maximum temperature on occupational health claims.
8,All,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.20,0.026,NA,NA,NA,NA,"Table 3, 2000-2020",Estimated effect of daily maximum temperature on occupational health claims.
9,Construction,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.35,0.027,NA,NA,NA,NA,"Table 3, High Risk Occupations",Estimated effect of daily maximum temperature on occupational health claims.
10,Construction,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.36,0.035,NA,NA,NA,NA,"Table 3, 1985-1999, High Risk Occupations",Estimated effect of daily maximum temperature on occupational health claims.
11,Construction,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.34,0.038,NA,NA,NA,NA,"Table 3, 2000-2020, High Risk Occupations",Estimated effect of daily maximum temperature on occupational health claims.
12,Tradespersons,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.38,0.042,NA,NA,NA,NA,"Table 3, Tradespersons and related workers",Estimated effect of daily maximum temperature on occupational health claims.
13,Tradespersons,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.38,0.051,NA,NA,NA,NA,"Table 3, 1985-1999, Tradespersons and related workers",Estimated effect of daily maximum temperature on occupational health claims.
14,Tradespersons,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.36,0.057,NA,NA,NA,NA,"Table 3, 2000-2020, Tradespersons and related workers",Estimated effect of daily maximum temperature on occupational health claims.
15,Laborers,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.33,0.033,NA,NA,NA,NA,"Table 3, Laborers and related workers",Estimated effect of daily maximum temperature on occupational health claims.
16,Laborers,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.34,0.042,NA,NA,NA,NA,"Table 3, 1985-1999, Laborers and related workers",Estimated effect of daily maximum temperature on occupational health claims.
17,Laborers,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.31,0.053,NA,NA,NA,NA,"Table 3, 2000-2020, Laborers and related workers",Estimated effect of daily maximum temperature on occupational health claims.
18,Other,Any,Australia,NA,Semi-elasticity,AvoidedImpact,Economic,Need,%,0.12,0.028,NA,NA,NA,NA,"Table 3, Other Occupations",Estimated effect of daily maximum temperature on occupational health claims.
19,"Construction, Agric.",Any,Australia,NA,Poisson regression,AvoidedImpact,Economic,Need,%,6.2,NA,NA,NA,NA,NA,Page 8,"6.2% additional claims when the maximum temperature is 33–36 ◦C, compared to 18–21 ◦C for Laborers and tradespersons."
20,All sectors,Any,Australia,NA,Poisson regression,AvoidedImpact,Economic,Need,%,-0.01,NA,NA,NA,NA,NA,Page 8,"Estimate for temperatures above 36 ◦C is significantly lower than for days 33–36 ◦C (p<0.01), potentially due to adaptation."
21,All,Any,Australia,Historical,Poisson Regression,AvoidedImpact,Economic,Need,% per 1°C increase,2.11,NA,NA,NA,NA,NA,Page 10,Heat-related claims for laborers and tradespersons since 2000
22,All,Any,Australia,Historical,Poisson Regression,AvoidedImpact,Economic,Need,% per 1°C increase,1.57,NA,NA,NA,NA,NA,Page 10,"Claims for 'burns' since 2000. Includes chemical and electrical burns, but not sunburn"
23,All,Any,Australia,Historical,Poisson Regression,AvoidedImpact,Economic,Need,% per 1°C increase,0.19,NA,NA,NA,NA,NA,Page 10,Claims for 'diseases' since 2000. These have approximate affliction dates.
24,Agriculture,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.76,0.269,NA,NA,NA,NA,Table 5,Percentage increase in claims for laborers and tradespersons per 1 degree Celsius increase in temperature.
25,Accommodation,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.63,0.348,NA,NA,NA,NA,Table 5,Percentage increase in claims for laborers and tradespersons per 1 degree Celsius increase in temperature. Not statistically significant at 5% level.
26,Healthcare,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.55,0.245,NA,NA,NA,NA,Table 5,Percentage increase in claims for laborers and tradespersons per 1 degree Celsius increase in temperature. Not statistically significant at 5% level.
27,Transport,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.53,0.227,NA,NA,NA,NA,Table 5,Percentage increase in claims for laborers and tradespersons per 1 degree Celsius increase in temperature. Not statistically significant at 5% level.
28,Construction,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.51,0.114,NA,NA,NA,NA,Table 5,Percentage increase in claims for laborers and tradespersons per 1 degree Celsius increase in temperature.
29,Manufacturing,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.36,0.079,NA,NA,NA,NA,Table 5,Percentage increase in claims for laborers and tradespersons per 1 degree Celsius increase in temperature.
30,Admin Support,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.35,0.209,NA,NA,NA,NA,Table 5,Percentage increase in claims for laborers and tradespersons per 1 degree Celsius increase in temperature.
31,Wholesale,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.17,0.207,NA,NA,NA,NA,Table 5,Percentage increase in claims for laborers and tradespersons per 1 degree Celsius increase in temperature.
32,Retail,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.1,0.234,NA,NA,NA,NA,Table 5,Percentage increase in claims for laborers and tradespersons per 1 degree Celsius increase in temperature.
33,All,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.42,0.045,NA,NA,NA,NA,Table 5,Percentage increase in claims across all industries for laborers and tradespersons per 1 degree Celsius increase in temperature.
34,Agriculture,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.11,0.429,NA,NA,NA,NA,Table 5,Percentage increase in claims for other occupations per 1 degree Celsius increase in temperature.
35,Accommodation,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.04,0.218,NA,NA,NA,NA,Table 5,Percentage increase in claims for other occupations per 1 degree Celsius increase in temperature.
36,Healthcare,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.07,0.096,NA,NA,NA,NA,Table 5,Percentage increase in claims for other occupations per 1 degree Celsius increase in temperature.
37,Transport,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.43,0.120,NA,NA,NA,NA,Table 5,Percentage increase in claims for other occupations per 1 degree Celsius increase in temperature.
38,Construction,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.38,0.222,NA,NA,NA,NA,Table 5,Percentage increase in claims for other occupations per 1 degree Celsius increase in temperature.
39,Manufacturing,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.10,0.107,NA,NA,NA,NA,Table 5,Percentage increase in claims for other occupations per 1 degree Celsius increase in temperature.
40,Admin Support,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.16,0.248,NA,NA,NA,NA,Table 5,Percentage increase in claims for other occupations per 1 degree Celsius increase in temperature.
41,Wholesale,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.28,0.158,NA,NA,NA,NA,Table 5,Percentage increase in claims for other occupations per 1 degree Celsius increase in temperature.
42,Retail,Any,Australia,Historical,Semi-elasticity,BaselineImpact,Economic,Need,%,0.11,0.149,NA,NA,NA,NA,Table 5,Percentage increase in claims for other occupations per 1 degree Celsius increase in temperature.
