,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agriculture,Irrigation,Brazil,"A1B, A2",Land value,MonetaryBenefits,Economic,Need,ratio,2,NA,NA,NA,NA,NA,Page 1,"Irrigated land value is approximately double that of rainfed land under climate change scenarios. Reported as a ratio, not a currency amount."
1,Agriculture,Irrigation,Brazil,A1B,Temperature,BaselineImpact,N/A,N/A,°C,24.5,NA,NA,NA,NA,NA,Table 2,Current Period
2,Agriculture,Irrigation,Brazil,A1B,Temperature,BaselineImpact,N/A,N/A,°C,25.5,NA,NA,NA,NA,NA,Table 2,2020 (+1.0)
3,Agriculture,Irrigation,Brazil,A1B,Temperature,BaselineImpact,N/A,N/A,°C,26.4,NA,NA,NA,NA,NA,Table 2,2050 (+1.9)
4,Agriculture,Irrigation,Brazil,A1B,Temperature,BaselineImpact,N/A,N/A,°C,27.5,NA,NA,NA,NA,NA,Table 2,2080 (+3.0)
5,Agriculture,Irrigation,Brazil,A2,Temperature,BaselineImpact,N/A,N/A,°C,24.5,NA,NA,NA,NA,NA,Table 2,Current Period
6,Agriculture,Irrigation,Brazil,A2,Temperature,BaselineImpact,N/A,N/A,°C,25.4,NA,NA,NA,NA,NA,Table 2,2020 (+0.9)
7,Agriculture,Irrigation,Brazil,A2,Temperature,BaselineImpact,N/A,N/A,°C,26.5,NA,NA,NA,NA,NA,Table 2,2050 (+2.0)
8,Agriculture,Irrigation,Brazil,A2,Temperature,BaselineImpact,N/A,N/A,°C,27.9,NA,NA,NA,NA,NA,Table 2,2080 (+3.4)
9,Agriculture,Irrigation,Brazil,A1B,Temperature,BaselineImpact,N/A,N/A,°C,20.2,NA,NA,NA,NA,NA,Table 2,Current Period
10,Agriculture,Irrigation,Brazil,A1B,Temperature,BaselineImpact,N/A,N/A,°C,21.6,NA,NA,NA,NA,NA,Table 2,2020 (+1.4)
11,Agriculture,Irrigation,Brazil,A1B,Temperature,BaselineImpact,N/A,N/A,°C,22.6,NA,NA,NA,NA,NA,Table 2,2050 (+2.4)
12,Agriculture,Irrigation,Brazil,A1B,Temperature,BaselineImpact,N/A,N/A,°C,23.6,NA,NA,NA,NA,NA,Table 2,2080 (+3.4)
13,Agriculture,Irrigation,Brazil,A2,Temperature,BaselineImpact,N/A,N/A,°C,20.2,NA,NA,NA,NA,NA,Table 2,Current Period
14,Agriculture,Irrigation,Brazil,A2,Temperature,BaselineImpact,N/A,N/A,°C,21.5,NA,NA,NA,NA,NA,Table 2,2020 (+1.3)
15,Agriculture,Irrigation,Brazil,A2,Temperature,BaselineImpact,N/A,N/A,°C,22.5,NA,NA,NA,NA,NA,Table 2,2050 (+2.3)
16,Agriculture,Irrigation,Brazil,A2,Temperature,BaselineImpact,N/A,N/A,°C,24.1,NA,NA,NA,NA,NA,Table 2,2080 (+3.9)
17,Agriculture,Irrigation,Brazil,A1B,Precipitation,BaselineImpact,N/A,N/A,mm,167,NA,NA,NA,NA,NA,Table 2,Current Period
