,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Spawning Biomass,Eastern Bering Sea,CESM ssp585,2099,No CC,% of unfished level,-20,NA,NA,NA,NA,NA,Page 8,Projections based on CESM ssp585 predict that the stock will drop below 20% of unfished spawning biomass.
1,Spawning Biomass,Eastern Bering Sea,GFDL ssp585,2099,No CC,% of unfished level,-20,NA,NA,NA,NA,NA,Page 8,Projections based on GFDL ssp585 predict that the stock will drop below 20% of unfished spawning biomass.
2,Spawning Biomass,Eastern Bering Sea,ssp126,2099,Target level,% of unfished level,-40,NA,NA,NA,NA,NA,Page 8,"Even under the more optimistic ssp126 scenario, spawning biomass is projected to fall below the target of 40% of unfished levels."
3,Spawning Biomass,Eastern Bering Sea,ssp126,2099,No environmental driver,R^2,0.168,NA,NA,NA,NA,NA,Page 8,Model 1 with environmental driver has R^2 of 0.168 indicating proportion of variance explained.
4,Spawning Biomass,Eastern Bering Sea,ssp126,2099,No environmental driver,R^2,0.157,NA,NA,NA,NA,NA,Page 8,Model 2 with environmental driver has R^2 of 0.157 indicating proportion of variance explained.
5,Spawning Biomass,Eastern Bering Sea,ssp126,2099,No environmental driver,R^2,0.157,NA,NA,NA,NA,NA,Page 8,Model 3 with environmental driver has R^2 of 0.157 indicating proportion of variance explained.
6,Spawning Biomass,Eastern Bering Sea,ssp126,2099,No environmental driver,R^2,0.117,NA,NA,NA,NA,NA,Page 8,Model 4 with environmental driver has R^2 of 0.117 indicating proportion of variance explained.
7,Spawning Biomass,Eastern Bering Sea,GFDL ssp585,2050,No CC,%,20,NA,NA,NA,NA,NA,Page 9,The scenario keeps the stock generally above the threshold of 20% of unfished spawning biomass.
8,Spawning Biomass,Eastern Bering Sea,MIROC ssp126,2050,No CC,%,-1,NA,NA,NA,NA,NA,Page 9,Higher probability of dropping below the 20% of unfished spawning biomass threshold.
9,Profit,Eastern Bering Sea,MIROC ssp126,2050,First 10 yrs,%,-1,NA,NA,NA,NA,NA,Page 9,The profit is expected to be lower when catch limits are based on MIROC ssp126.
10,Biomass,Eastern Bering Sea,GFDL ssp585,2100,20% unfished,NA,1,NA,NA,NA,NA,NA,16,Catch limits based on GFDL ssp585 generally keeps the stock above the threshold of 20% of unfished spawning biomass.
