,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,Latin America,NA,2022,No CC,%,-0.28,NA,NA,NA,NA,NA,3,"Economic losses due to weather-related extreme events were US$15.6 billion, mainly driven by floods and landslides in Brazil."
1,Mortality,Latin America,Unspecified,2023,Average income,People,-451000,NA,NA,NA,NA,NA,4,"Heat-related mortality among individuals aged 65 and older, expressed as equivalent of the average income. Assuming this is an annual loss in 2023 based on the 2023 report."
2,GDP,Latin America,Unspecified,2023,No CC,%,-1.34,NA,NA,NA,NA,NA,4,"Potential income loss due to heat-related labour capacity reduction, disproportionately affecting agriculture and construction sectors. Assuming this is an annual loss in 2023 based on the 2023 report."
3,GDP,Latin America,Unspecified,2023,No CC,%,-0.61,NA,NA,NA,NA,NA,4,Economic toll of premature mortality from air pollution. Assuming this is an annual loss in 2023 based on the 2023 report.
4,Fossil Fuel Subsidies,Venezuela,Unspecified,2020,Health expenditure,%,123,NA,NA,NA,NA,NA,4,Net fossil fuel subsidies relative to current health expenditure
5,Fossil Fuel Subsidies,Argentina,Unspecified,2020,Health expenditure,%,10.5,NA,NA,NA,NA,NA,4,Net fossil fuel subsidies relative to current health expenditure
6,Fossil Fuel Subsidies,Bolivia,Unspecified,2020,Health expenditure,%,10.3,NA,NA,NA,NA,NA,4,Net fossil fuel subsidies relative to current health expenditure
7,Fossil Fuel Subsidies,Ecuador,Unspecified,2020,Health expenditure,%,8.3,NA,NA,NA,NA,NA,4,Net fossil fuel subsidies relative to current health expenditure
8,Fossil Fuel Subsidies,Chile,Unspecified,2020,Health expenditure,%,5.6,NA,NA,NA,NA,NA,4,Net fossil fuel subsidies relative to current health expenditure
9,Temperature,Latin America,NA,2022,1986-2005,°C,0.38,NA,NA,NA,NA,NA,6,Average population-weighted temperature.
10,Temperature,Paraguay,NA,2022,1986-2005,°C,1.9,NA,NA,NA,NA,NA,6,Temperature anomaly
11,Heatwave Exposure,Latin America,Unspecified,2022,1986-2005,%,248,NA,NA,NA,NA,NA,7,Infants (children younger than 1 year)
12,Heatwave Exposure,Latin America,Unspecified,2022,1986-2005,%,271,NA,NA,NA,NA,NA,7,People older than 65 years
13,Heat Stress Hours (Mod),Latin America,Unspecified,2022,1991-2000,hours,256,NA,NA,NA,NA,NA,7,During light outdoor physical activity
14,Heat Stress Hours (High),Latin America,Unspecified,2022,1991-2000,hours,189,NA,NA,NA,NA,NA,7,During light outdoor physical activity
15,Food Insecurity,Latin America,Unspecified Climate,2021,1981-2010 Average,%,4.29,NA,NA,NA,NA,NA,10,Associated with increased heatwave days
16,Food Insecurity,Latin America,Unspecified Climate,2021,1981-2010 Average,%,1.93,NA,NA,NA,NA,NA,10,Associated with increased drought months
17,Food Insecurity,Latin America,Unspecified Climate,2021,1981-2010 Average,millions of people,9.9,NA,NA,NA,NA,NA,10,Associated with higher frequency of heatwave days and droughts
18,Climate Adaptation Funding,Latin America,Unspecified,2022,2021,US$ million,-527,NA,NA,NA,NA,NA,14,Funds decreased from US$583 million in 2021 to US$56 million in 2022.
19,Health Adaptation Funding,8 countries,Unspecified,2022,2021,US$ million,20,NA,NA,NA,NA,NA,14,"Health adaptation funding was US$56 million in 2022, a 56% increase compared to the US$36 million in 2021. Represents 11.6% of the total approved funding."
20,Mosquito-borne Disease Risk,Latin America,Unspecified,2022,2000-2009,%,-54,NA,NA,NA,NA,NA,14,Overall decrease in the risk of mosquito-borne diseases.
21,Mosquito-borne Disease Risk,Venezuela & Panama,Unspecified,2022,2000-2009,Unspecified,0,NA,NA,NA,NA,NA,14,Risk increased in these countries relative to 2000-2009. 0 is a placeholder since the increase isn't quantified.
22,Mortality,Latin America,NA,2020,Imbalanced diets,deaths,-870000,NA,NA,NA,NA,NA,20,"Associated with imbalanced diets, of which 155,000 were linked to high intake of red and processed meat and dairy products"
23,Hydropower Capacity Factor,Latin America,RCP 2.6,2040,1970-2000,%,-8,NA,NA,NA,NA,NA,22,Mean hydropower capacity factor (averaged over 2020-2059)
24,Hydropower Capacity Factor,Latin America,RCP 2.6,2040,1970-2000,%,-7.5,NA,NA,NA,NA,NA,22,Mean hydropower capacity factor (averaged over 2020-2059)
25,Hydropower Capacity Factor,Latin America,RCP 8.5,2040,1970-2000,%,-9.6,NA,NA,NA,NA,NA,22,Mean hydropower capacity factor (averaged over 2020-2059)
26,Economic losses,Latin America,Unspecified,2024,No CC,Units unspecified,0,NA,NA,NA,NA,NA,22,Related to damaged infrastructure and disrupted services and supply chains; qualitative only
27,Healthcare costs,Latin America,Unspecified,2024,No CC,Units unspecified,0,NA,NA,NA,NA,NA,22,Related to health impacts of climate change; qualitative only
28,Labour capacity,Latin America,Unspecified,2024,No CC,Units unspecified,0,NA,NA,NA,NA,NA,22,Losses due to heat-related reduction in labor capacity; qualitative only
29,Economic losses,Latin America,,2022,No CC,USD Billion,-15.6,NA,NA,NA,NA,NA,Page 23,Includes both insured and uninsured economic losses due to weather-related extreme events.
30,Economic losses,Latin America,,2022,2021,USD Billion,-13.6,NA,NA,NA,NA,NA,Page 23,Economic losses in 2022 were nearly eight times higher than in 2021 due to extreme events.
31,Economic losses,Latin America,,2022,2010,USD Billion,-2.1,NA,NA,NA,NA,NA,Page 23,Average annual losses decreased but the fraction of GDP remained constant due to a reduction in GDP.
32,Economic losses,Latin America,,2022,2000,%,163,NA,NA,NA,NA,NA,Page 23,Percentage increase in losses as a proportion of GDP across Latin America.
33,Earnings Loss,Latin America,,2022,No CC,% of GDP,-1.34,NA,NA,NA,NA,NA,Page 23,Represents the potential income loss from reduction in labor capacity due to heat.
34,Earnings Loss,Venezuela,,2022,No CC,% of GDP,-6.9,NA,NA,NA,NA,NA,Page 23,Venezuela had the highest potential loss as a proportion of GDP.
35,Earnings Loss,Chile,,2022,No CC,% of GDP,-0.02,NA,NA,NA,NA,NA,Page 23,Chile had the lowest potential income loss as a proportion of GDP.
36,Earnings Loss,Chile,,2022,No CC,% of losses,-56.3,NA,NA,NA,NA,NA,Page 23,Chile lost more than half of its total losses in the construction sector.
37,Earnings Loss,Ecuador,,2022,No CC,% of losses,-50,NA,NA,NA,NA,NA,Page 23,These countries lost more than 50% of their total losses in the agriculture sector.
38,Mortality Costs,Latin America,,2022,2000,% increase,231,NA,NA,NA,NA,NA,Page 23,Average annual monetized losses for heat-related mortality increased 231% from 2000-2004 to 2018-2022.
39,Pollution Costs,Latin America,,2020,No CC,% of GDP,-0.61,NA,NA,NA,NA,NA,Page 23,Monetized value of premature mortality due to air pollution as a percentage of GDP.
40,Earnings,Latin America,Unspecified,2022,No heat stress,% of GDP,-0.0,NA,NA,NA,NA,NA,Fig. 9,Qualitative reading of figure suggests that all countries have heat-related earnings losses but those losses are close to 0. This is very difficult to read.
41,Clean Energy Invest,Latin America,Unspecified,2022,2021,%,6.8,NA,NA,NA,NA,NA,24,
42,Fossil Fuel Invest,Latin America,Unspecified,2022,2015,%,-44.5,NA,NA,NA,NA,NA,24,
43,Total Energy Invest,Latin America,Unspecified,2022,2015,%,-25.5,NA,NA,NA,NA,NA,24,
