,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,TFP growth rates,Poor countries,Unspecified,1993,No CC,% points/°C,-1.45,NA,NA,NA,NA,NA,Page 1,Average of -1.1 and -1.8 used. Represents impact of 1°C annual increase.
1,Consumption per capita,Unspecified,Unspecified,2205,2005 level,times higher,11.4,NA,NA,NA,NA,NA,288,Dietz and Stern (2015) with fA = 0.05
2,Consumption per capita,Unspecified,No climate change,2205,2005 level,times higher,15,NA,NA,NA,NA,NA,288,Dietz and Stern (2015)
3,Consumption per capita,Unspecified,Unspecified,2300,No CC,% drop,-70,NA,NA,NA,NA,NA,288,Moyer et al. (2014) with fA = 0.05
4,TFP growth rates,Poor Countries,Unspecified,1960,No CC,pp/degree C,-1.5,NA,NA,NA,NA,NA,9,Significance at the 1% level.
5,TFP growth rates,Poor Countries,Unspecified,1960,No CC,pp/degree C,-1.2,NA,NA,NA,NA,NA,9,5% significance.  This result is weakened when 'hot' country interaction is added.
6,TFP growth rates,Unspecified,Unspecified,1960,No CC,%/degree C,-0.49,NA,NA,NA,NA,NA,9,Significant at the 5% level. With only temp and precip.
7,TFP growth,Hot countries,Unspecified,1960,Unspecified,percentage point,-1,NA,NA,NA,NA,NA,11,"Net effect of temperature shocks on annual TFP growth, for countries with average temperature in the 1960s above the 75% percentile."
8,TFP growth rate,All,Unspecified,1987,No CC,percentage points,-0.490,0.215,NA,NA,NA,NA,13,Coefficient on Delta1Temp in column (1).
9,TFP growth rate,All,Unspecified,1987,No CC,percentage points,-0.037,0.134,NA,NA,NA,NA,13,Coefficient on Delta1Temp in column (2).
10,TFP growth rate,All,Unspecified,1987,No CC,percentage points,0.050,0.140,NA,NA,NA,NA,13,Coefficient on Delta1Temp in column (3).
11,TFP growth rate,All,Unspecified,1987,No CC,percentage points,0.092,0.120,NA,NA,NA,NA,13,Coefficient on Delta1Temp in column (4).
12,TFP growth rate,All,Unspecified,1987,No CC,percentage points,0.001,0.132,NA,NA,NA,NA,13,Coefficient on Delta1Temp in column (5).
13,TFP growth rate,All,Unspecified,1987,No CC,percentage points,0.045,0.117,NA,NA,NA,NA,13,Coefficient on Delta1Temp in column (6).
14,TFP growth rate,All,Unspecified,1987,No CC,percentage points,-0.110,0.101,NA,NA,NA,NA,13,Coefficient on (/Delta1Temp)^2 in column (1).
15,TFP growth rate,All,Unspecified,1987,No CC,percentage points,-0.143,0.077,NA,NA,NA,NA,13,Coefficient on (/Delta1Temp)^2 in column (2).
16,TFP growth rate,All,Unspecified,1987,No CC,percentage points,-0.151,0.076,NA,NA,NA,NA,13,Coefficient on (/Delta1Temp)^2 in column (3).
17,TFP growth rate,All,Unspecified,1987,No CC,percentage points,-0.135,0.067,NA,NA,NA,NA,13,Coefficient on (/Delta1Temp)^2 in column (4).
18,TFP growth rate,All,Unspecified,1987,No CC,percentage points,-0.151,0.076,NA,NA,NA,NA,13,Coefficient on (/Delta1Temp)^2 in column (5).
19,TFP growth rate,All,Unspecified,1987,No CC,percentage points,-0.131,0.066,NA,NA,NA,NA,13,Coefficient on (/Delta1Temp)^2 in column (6).
20,TFP growth rate,All,Unspecified,1987,No CC,percentage points,-0.033,0.023,NA,NA,NA,NA,13,Coefficient on Delta1Pre in column (2).
21,TFP growth rate,All,Unspecified,1987,No CC,percentage points,-0.042,0.023,NA,NA,NA,NA,13,Coefficient on Delta1Pre in column (3).
22,TFP growth rate,All,Unspecified,1987,No CC,percentage points,-0.046,0.023,NA,NA,NA,NA,13,Coefficient on Delta1Pre in column (4).
23,TFP growth rate,All,Unspecified,1987,No CC,percentage points,-0.048,0.023,NA,NA,NA,NA,13,Coefficient on Delta1Pre in column (5).
24,TFP growth rate,All,Unspecified,1987,No CC,percentage points,-0.049,0.023,NA,NA,NA,NA,13,Coefficient on Delta1Pre in column (6).
25,TFP growth rate,Poor countries,Unspecified,1987,No CC,percentage points,-1.484,0.403,NA,NA,NA,NA,13,Coefficient on Poor * Delta1Temp in column (3).
26,TFP growth rate,Poor countries,Unspecified,1987,No CC,percentage points,-1.181,0.451,NA,NA,NA,NA,13,Coefficient on Poor * Delta1Temp in column (4).
27,TFP growth rate,Poor countries,Unspecified,1987,No CC,percentage points,-1.306,0.434,NA,NA,NA,NA,13,Coefficient on Poor * Delta1Temp in column (6).
28,TFP growth rate,Poor countries,Unspecified,1987,No CC,percentage points,0.207,0.343,NA,NA,NA,NA,13,Coefficient on Poor * (/Delta1Temp)^2 in column (4).
29,TFP growth rate,Poor countries,Unspecified,1987,No CC,percentage points,0.175,0.340,NA,NA,NA,NA,13,Coefficient on Poor * (/Delta1Temp)^2 in column (6).
30,TFP growth rate,Hot countries,Unspecified,1987,No CC,percentage points,-0.694,0.447,NA,NA,NA,NA,13,Coefficient on Hot * Delta1Temp in column (5).
31,TFP growth rate,Hot countries,Unspecified,1987,No CC,percentage points,-0.611,0.425,NA,NA,NA,NA,13,Coefficient on Hot * Delta1Temp in column (6).
32,TFP growth rate,Hot countries,Unspecified,1987,No CC,percentage points,0.090,0.430,NA,NA,NA,NA,13,Coefficient on Hot * (/Delta1Temp)^2 in column (6).
33,TFP growth rate,Poor countries,Unspecified,1987,No CC,percentage points,-1.421,0.407,NA,NA,NA,NA,13,Coefficient on Poor_2 * Delta1Temp in column (5).
34,TFP growth rate,Poor countries,Unspecified,1987,No CC,percentage points,-1.507,0.407,NA,NA,NA,NA,13,Coefficient on Poor_2 * Delta1Temp in column (6).
35,TFP growth rate,Poor countries,Unspecified,1987,No CC,percentage points,0.088,0.346,NA,NA,NA,NA,13,Coefficient on Poor_2 * (/Delta1Temp)^2 in column (6).
36,TFP growth rate,Hot countries,Unspecified,1987,No CC,percentage points,-1.051,0.479,NA,NA,NA,NA,13,Coefficient on Hot_2 * Delta1Temp in column (5).
37,TFP growth rate,Hot countries,Unspecified,1987,No CC,percentage points,-0.980,0.473,NA,NA,NA,NA,13,Coefficient on Hot_2 * Delta1Temp in column (6).
