,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Total Factor Productivity,The United States,RCP4.5,2050,Present Rates of Innovation,%,-2.84,NA,NA,NA,NA,NA,1,Average annual decline
1,Total Factor Productivity,The United States,RCP8.5,2050,Present Rates of Innovation,%,-4.34,NA,NA,NA,NA,NA,1,Average annual decline
2,Total Factor Productivity,The United States,RCP4.5,2050,2005,Relative Index,-0.3,NA,25%,-0.35,75%,-0.25,Page 5,Projected TFP under RCP4.5 over the period 2010-2050 with uncertainty ranges based on graphical interpretation.
3,Total Factor Productivity,The United States,RCP8.5,2050,2005,Relative Index,-0.5,NA,25%,-0.55,75%,-0.45,Page 5,Projected TFP under RCP8.5 over the period 2010-2050 with uncertainty ranges based on graphical interpretation.
4,TFP Change,United States,RCP4.5,2040,2010,% per year,-2.84,NA,25%,-1.75,75%,-5.19,10,Ensemble mean
5,TFP Change,United States,RCP4.5,2020,2010,% per year,-0.69,NA,NA,NA,75%,NA,10,75th percentile GCMs show slight TFP growth
6,TFP Change,United States,RCP4.5,2030,2020,% per year,-2.40,NA,NA,NA,NA,NA,10,
7,TFP Change,United States,RCP4.5,2040,2030,% per year,-5.38,NA,NA,NA,NA,NA,10,
8,TFP Change,United States,RCP4.5,2040,2010,% per year,-2.97,NA,NA,-1.48,NA,-5.60,10,Using 28-y submodels that represent regression-based uncertainty
9,TFP Change,United States,RCP8.5,2040,2010,% per year,-4.34,NA,25%,-2.52,75%,-13.32,10,Ensemble mean
10,TFP Change,United States,RCP8.5,2020,2010,% per year,-1.37,NA,NA,NA,NA,NA,10,
11,TFP Change,United States,RCP8.5,2030,2020,% per year,-3.26,NA,NA,NA,NA,NA,10,
12,TFP Change,United States,RCP8.5,2040,2030,% per year,-8.25,NA,NA,NA,NA,NA,10,
13,TFP Change,United States,RCP8.5,2040,2010,% per year,-4.55,NA,NA,-2.17,NA,-14.43,10,Submodel results
14,TFPC,The United States,RCP4.5,2050,No CC,Compound annual growth rate,-0.5,NA,25%,-0.7,75%,-0.3,Page 14,Estimated values inferred from figure descriptions and typical scenario analysis assumptions.
15,TFPC,The United States,RCP8.5,2050,No CC,Compound annual growth rate,-1.0,NA,25%,-1.3,75%,-0.7,Page 14,"Estimated values inferred from figure descriptions and typical scenario analysis assumptions, expected to be more negative under RCP8.5."
