,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,11719,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 25 year horizon, 7% discount rate"
1,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,14142,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 25 year horizon, 5% discount rate"
2,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,17442,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 25 year horizon, 3% discount rate"
3,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,20985,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 25 year horizon, 1.4% discount rate"
4,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,25000,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 25 year horizon, 0% discount rate"
5,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,13866,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 50 year horizon, 7% discount rate"
6,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,18304,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 50 year horizon, 5% discount rate"
7,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,25759,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 50 year horizon, 3% discount rate"
8,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,35799,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 50 year horizon, 1.4% discount rate"
9,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,50000,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 50 year horizon, 0% discount rate"
10,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,14335,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 100 year horizon, 7% discount rate"
11,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,19896,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 100 year horizon, 5% discount rate"
12,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,31628,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 100 year horizon, 3% discount rate"
13,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,53656,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 100 year horizon, 1.4% discount rate"
14,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,100000,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 100 year horizon, 0% discount rate"
15,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,14347,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 120 year horizon, 7% discount rate"
16,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,19990,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 120 year horizon, 5% discount rate"
17,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,32402,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 120 year horizon, 3% discount rate"
18,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,57974,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 120 year horizon, 1.4% discount rate"
19,All,Any,OECD,NA,Net Present Value,DiscountedSum(MonetaryBenefits),Monetary,N/A,USD,120000,NA,NA,NA,NA,NA,Table 2,"Constant annual benefit flow of $1000 per annum, 120 year horizon, 0% discount rate"
