,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Growth,All,OLG endogenous growth model,2018,No CC,delta,-0.004,0.001,NA,NA,NA,NA,Page 10,Change in Temperature Anomaly affects Growth
1,Growth,AEs,OLG endogenous growth model,2018,No CC,delta,-0.004,0.001,NA,NA,NA,NA,Page 10,Change in Temperature Anomaly affects Growth
2,Growth,EDCs,OLG endogenous growth model,2018,No CC,delta,-0.004,0.001,NA,NA,NA,NA,Page 10,Change in Temperature Anomaly affects Growth
3,Growth,All,OLG endogenous growth model,2018,No CC,delta,-0.005,0.001,NA,NA,NA,NA,Page 10,Change in Temperature Anomaly Volatility affects Growth
4,Growth,AEs,OLG endogenous growth model,2018,No CC,delta,0.035,0.009,NA,NA,NA,NA,Page 10,Change in Temperature Anomaly Volatility affects Growth
5,Growth,EDCs,OLG endogenous growth model,2018,No CC,delta,-0.061,0.008,NA,NA,NA,NA,Page 10,Change in Temperature Anomaly Volatility affects Growth
6,Growth,All,OLG endogenous growth model,2018,No CC,delta,-0.00001,0.00000,NA,NA,NA,NA,Page 10,Growth Volatility affects Growth
7,Growth,AEs,OLG endogenous growth model,2018,No CC,delta,0.00001,0.00000,NA,NA,NA,NA,Page 10,Growth Volatility affects Growth
8,Growth,EDCs,OLG endogenous growth model,2018,No CC,delta,-0.00001,0.00000,NA,NA,NA,NA,Page 10,Growth Volatility affects Growth
9,Temperature Anomaly,All,OLG endogenous growth model,2018,No CC,delta,33.142,8.123,NA,NA,NA,NA,Page 10,Fitted Growth affects Temperature Anomaly
10,Temperature Anomaly,AEs,OLG endogenous growth model,2018,No CC,delta,25.281,3.467,NA,NA,NA,NA,Page 10,Fitted Growth affects Temperature Anomaly
11,Temperature Anomaly,EDCs,OLG endogenous growth model,2018,No CC,delta,30.392,10.316,NA,NA,NA,NA,Page 10,Fitted Growth affects Temperature Anomaly
12,Temperature Anomaly,All,OLG endogenous growth model,2018,No CC,delta,8.237,2.637,NA,NA,NA,NA,Page 10,Fitted Growth affects Temperature Anomaly
13,Temperature Anomaly,AEs,OLG endogenous growth model,2018,No CC,delta,34.753,11.475,NA,NA,NA,NA,Page 10,Fitted Growth affects Temperature Anomaly
14,Temperature Anomaly,EDCs,OLG endogenous growth model,2018,No CC,delta,26.775,2.915,NA,NA,NA,NA,Page 10,Fitted Growth affects Temperature Anomaly
15,Change in Temperature Anomaly,167 countries,Reverse-MIDAS regression,2018,Lagged GDP,NA,-0.008,0.006,NA,NA,NA,NA,12,"Change in Temperature Anomaly at time t, based on lagged GDP growth at time t-1. Not statistically significant."
16,Change in Temperature Anomaly,167 countries,Reverse-MIDAS regression,2018,Lagged GDP,NA,0.002,0.011,NA,NA,NA,NA,12,"Change in Temperature Anomaly at time t, based on lagged GDP growth at time t-1. Not statistically significant."
17,Change in Temperature Anomaly,167 countries,Reverse-MIDAS regression,2018,Lagged GDP,NA,0.014,0.006,NA,NA,NA,NA,12,"Change in Temperature Anomaly at time t, based on lagged GDP growth at time t-1. Statistically significant at p<0.1."
18,Change in Temperature Anomaly,167 countries,Reverse-MIDAS regression,2018,Lagged GDP,NA,-0.007,0.008,NA,NA,NA,NA,12,"Change in Temperature Anomaly at time t, based on lagged GDP growth at time t-1. Not statistically significant."
19,Change in Temperature Anomaly,167 countries,Reverse-MIDAS regression,2018,Lagged GDP,NA,-0.015,0.007,NA,NA,NA,NA,12,"Change in Temperature Anomaly at time t, based on lagged GDP growth at time t-1. Statistically significant at p<0.1."
20,Change in Temperature Anomaly,167 countries,Reverse-MIDAS regression,2018,Lagged GDP,NA,0.017,0.005,NA,NA,NA,NA,12,"Change in Temperature Anomaly at time t, based on lagged GDP growth at time t-1. Statistically significant at p<0.05."
