,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Health,Preventive Adaptation,Tanzania,Socio-economic Development,Cost-Effectiveness,AdaptationCost,Economic,N/A,US $ / DALY averted,59,NA,NA,NA,NA,NA,Page 9,"household-based chlorination, most cost-effective intervention"
1,Health,Reactive Adaptation,Tanzania,Scenario C1,Cost Estimation,AdaptationCost [USD/case],Economic,Need,USD/case,98,NA,NA,NA,NA,NA,Page 10 text,"The unit cost per case of managing a cholera patient admitted to a hospital is assumed to be $98, covering treatment, cost of bed, personnel, and outpatient surveillance."
2,Health,Reactive Adaptation,Tanzania,Scenario C1 (1°C 2030),Cholera Costs,AdaptationCost,Economic,Need,USD,5430815,NA,NA,NA,NA,NA,Table 3,Cost of reactive measures
3,Health,Reactive Adaptation,Tanzania,Scenario C1 (1°C 2030),Productivity Losses,AdaptationCost,Economic,Need,USD,504970,NA,NA,NA,NA,NA,Table 3,
4,Health,Reactive Adaptation,Tanzania,Scenario C1 (1°C 2030),Loss of Lives,AdaptationCost,Economic,Need,USD,58133424,NA,NA,NA,NA,NA,Table 3,
5,Health,Reactive Adaptation,Tanzania,Scenario C1 (1°C 2030),Total Costs,AdaptationCost,Economic,Need,USD,64069209,NA,NA,NA,NA,NA,Table 3,Equivalent to 0.32% of GDP
6,Health,Reactive Adaptation,Tanzania,Scenario C1 (1°C 2030),Cholera Costs,AdaptationCost,Economic,Need,USD,10499575,NA,NA,NA,NA,NA,Table 3,Cost of reactive measures
7,Health,Reactive Adaptation,Tanzania,Scenario C1 (1°C 2030),Productivity Losses,AdaptationCost,Economic,Need,USD,976276,NA,NA,NA,NA,NA,Table 3,
8,Health,Reactive Adaptation,Tanzania,Scenario C1 (1°C 2030),Loss of Lives,AdaptationCost,Economic,Need,USD,112391286,NA,NA,NA,NA,NA,Table 3,
9,Health,Reactive Adaptation,Tanzania,Scenario C1 (1°C 2030),Total Costs,AdaptationCost,Economic,Need,USD,123867137,NA,NA,NA,NA,NA,Table 3,Equivalent to 0.61% of GDP
10,Health,Reactive Adaptation,Tanzania,Scenario C1 (2°C 2030),Cholera Costs,AdaptationCost,Economic,Need,USD,11676252,NA,NA,NA,NA,NA,Table 3,Cost of reactive measures
11,Health,Reactive Adaptation,Tanzania,Scenario C1 (2°C 2030),Productivity Losses,AdaptationCost,Economic,Need,USD,1085686,NA,NA,NA,NA,NA,Table 3,
12,Health,Reactive Adaptation,Tanzania,Scenario C1 (2°C 2030),Loss of Lives,AdaptationCost,Economic,Need,USD,124986861,NA,NA,NA,NA,NA,Table 3,
13,Health,Reactive Adaptation,Tanzania,Scenario C1 (2°C 2030),Total Costs,AdaptationCost,Economic,Need,USD,137748799,NA,NA,NA,NA,NA,Table 3,Equivalent to 0.68% of GDP
14,Health,Reactive Adaptation,Tanzania,Scenario C1 (2°C 2030),Cholera Costs,AdaptationCost,Economic,Need,USD,24044027,NA,NA,NA,NA,NA,Table 3,Cost of reactive measures
15,Health,Reactive Adaptation,Tanzania,Scenario C1 (2°C 2030),Productivity Losses,AdaptationCost,Economic,Need,USD,2235671,NA,NA,NA,NA,NA,Table 3,
16,Health,Reactive Adaptation,Tanzania,Scenario C1 (2°C 2030),Loss of Lives,AdaptationCost,Economic,Need,USD,257376045,NA,NA,NA,NA,NA,Table 3,
17,Health,Reactive Adaptation,Tanzania,Scenario C1 (2°C 2030),Total Costs,AdaptationCost,Economic,Need,USD,283655743,NA,NA,NA,NA,NA,Table 3,Equivalent to 1.40% of GDP
18,Health,Reactive Adaptation,Tanzania,Climate change projections,GDP Share,AdaptationCost,Economic,Need,% of GDP,0.03,NA,NA,NA,NA,0.12,Concluding Remarks,Specifically treatment costs associated with increased temperatures of 1 to 2 degree Celsius by 2030. Cost of reactive adaptation.
19,Health,Any,Tanzania,Climate change projections,GDP Share,AvoidedImpact,Economic,Need,% of GDP,0.03,NA,NA,NA,NA,0.12,Concluding Remarks,Implied; increased temperatures of 1 to 2 degree Celsius by 2030 only consider treatment
20,Health,Any,Tanzania,Climate change projections,Productivity & Lost Lives,AdaptationCost,Economic,Need,% of GDP,0.12,NA,NA,NA,NA,1.4,Concluding Remarks,"Implied; productivity losses and the value of lost lives attributable to climate change, total additional cost averages out (no exact high value specified), based on text from the abstract and highlights section, assuming 1.4% of GDP based on previously extracted data."
21,Health,Any,Tanzania,Climate change projections,Productivity & Lost Lives,AvoidedImpact,Economic,Need,% of GDP,0.12,NA,NA,NA,NA,1.4,Concluding Remarks,"Implied; productivity losses and the value of lost lives attributable to climate change, total additional cost averages out (no exact high value specified), based on text from the abstract and highlights section, assuming 1.4% of GDP based on previously extracted data."
22,Health,Reactive Adaptation,Tanzania,Climate scenarios,GDP Share,AdaptationCost,Economic,Need,% of GDP,0.03,NA,NA,NA,NA,1.4,Page 4400,Costs may be as high as 1.4% of GDP by 2030.
