,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Energy Consumption,Tropic Economies,"SSP5, RCP8.5",2050,No CC,Final energy,9,NA,NA,NA,NA,NA,17,Ninefold increase.
1,Energy Consumption,High Latitude Nations,"SSP5, RCP8.5",2050,No CC,Final energy,4,NA,NA,NA,NA,NA,17,Quadrupling of energy demand.
2,Energy Use Exposure,"SEA, Latin America, SSA","SSP5, RCP8.5",2050,No CC,% increase in heat,25,NA,NA,NA,NA,400,17,Range of 25% to 400% increases in heat.
3,Energy demand,G20 nations and world regions,RCP 4.5,2050,No CC,%,20,NA,NA,NA,NA,NA,"Figure 6, p.21","Light-colored bars in Figure 6, visual estimate only."
4,Energy demand,G20 nations and world regions,RCP 8.5,2050,No CC,%,20,NA,NA,NA,NA,NA,"Figure 6, p.21","Dark-colored bars in Figure 6, visual estimate only. Maximum value is only for certain regions/sectors. Values vary significantly by sector and region."
5,Energy consumption,Global,RCP 4.5,2050,BaU,%,6,NA,NA,NA,NA,NA,22,Aggregate increase under moderate warming
6,Energy consumption,Global,RCP 8.5,2050,BaU,%,11,NA,NA,NA,NA,NA,22,Aggregate increase under vigorous warming
7,Energy consumption,Tropical countries,RCP 4.5,2050,BaU,EJ,0.01,NA,NA,NA,NA,NA,22,"Modest increase, represented with small positive value"
8,Energy consumption,Tropical countries,RCP 8.5,2050,BaU,EJ,0.01,NA,NA,NA,NA,NA,22,"Modest increase, represented with small positive value"
9,Energy consumption,Temperate countries,RCP 4.5,2050,BaU,EJ,-0.01,NA,NA,NA,NA,NA,22,"Slight decrease, represented with small negative value"
10,Energy consumption,Temperate countries,RCP 8.5,2050,BaU,EJ,0.01,NA,NA,NA,NA,NA,22,"Slight increase, represented with small positive value"
11,Energy consumption,Tropical countries,SSP5,2050,BaU,EJ,0.01,NA,NA,NA,NA,NA,22,"Increase concentrated in the industrial and residential sectors, represented by small positive value"
12,Energy consumption,Global,SSP5,2050,BaU,EJ,55,NA,NA,NA,NA,NA,22,Shift due to climate change's impact on today's energy system; secondary importance compared with economic expansion
13,Energy consumption,Global,RCP 4.5,2050,2050 energy system,%,-1.2,NA,NA,NA,NA,NA,22,Range of hypothetical impact with uncertain response to climate circa 2050
14,Energy consumption,Global,RCP 4.5,2050,2050 energy system,%,2.2,NA,NA,NA,NA,NA,22,Range of hypothetical impact with uncertain response to climate circa 2050
15,Energy consumption,Global,RCP 8.5,2050,2050 energy system,%,2.5,NA,NA,NA,NA,NA,22,Range of hypothetical impact with uncertain response to climate circa 2050
16,Energy consumption,Global,RCP 8.5,2050,2050 energy system,%,3.8,NA,NA,NA,NA,NA,22,Range of hypothetical impact with uncertain response to climate circa 2050
17,Final Energy Demand,World Regions,RCP 4.5,2050,Baseline,%,5.5,NA,NA,5.0,NA,5.9,Page 23,"The range of increase in baseline final energy use under the mean responses to temperature, driven by economic growth."
18,Final Energy Demand,World Regions,RCP 8.5,2050,Baseline,%,10.5,NA,NA,9.9,NA,11.0,Page 23,"The range of increase in baseline final energy use under the mean responses to temperature, driven by economic growth."
19,Final Energy Demand,World Regions,RCP 4.5,2050,Baseline,%,6.6,NA,NA,4.8,NA,8.4,Page 23,Range of increase in baseline demand due to uncertainty in temperature response at mean income elasticities.
20,Final Energy Demand,World Regions,RCP 8.5,2050,Baseline,%,13.3,NA,NA,7.7,NA,18.9,Page 23,Range of increase in baseline demand due to uncertainty in temperature response at mean income elasticities.
21,Final Energy Demand,World Regions,RCP 4.5,2050,Baseline,%,6.8,NA,NA,4.7,NA,8.9,Page 23,Range of increase when combining uncertainties in GDP and temperature responses under moderate warming.
22,Final Energy Demand,World Regions,RCP 8.5,2050,Baseline,%,13.4,NA,NA,7.5,NA,19.3,Page 23,Range of increase when combining uncertainties in GDP and temperature responses under rapid warming.
23,GDP per capita,Temperate countries,Unspecified,1994,Unspecified,coefficient,0.7193,NA,NA,0.2772,NA,1.1614,27,Coefficient of log real GDP per capita (long-run); year is mid-point of 1978-2010
24,GDP per capita,Tropical countries,Unspecified,1994,Unspecified,coefficient,0.9437,NA,NA,0.5854,NA,1.302,27,Coefficient of log real GDP per capita (long-run); year is mid-point of 1978-2010
25,Energy demand,Global,Unspecified,2050,No CC,Factor increase,1.3,NA,NA,NA,NA,NA,26,"Climate change contributes to a factor of 1.3 to the increase in global demand for energy relative to the future baseline, while economic expansion contributes with a factor of 9.3."
26,Energy consumption,Tropical regions,NA,2050,Temperate countries,%,26,NA,NA,NA,NA,NA,29,Increase in total final energy consumption due to climate change in 2050.
27,Energy consumption,Temperate countries,NA,2050,Tropical regions,%,0.19,NA,NA,NA,NA,NA,29,Increase in total final energy consumption due to climate change in 2050.
28,GDP per capita,Temperate,NA,2010,NA,NA,0.2859,0.078092,NA,NA,NA,NA,39,"Short run, Residential, Log real GDP"
29,GDP per capita,Tropical,NA,2010,NA,NA,0.2097,0.086332,NA,NA,NA,NA,39,"Short run, Residential, Log real GDP"
30,GDP per capita,Temperate,NA,2010,NA,NA,0.5085,0.060278,NA,NA,NA,NA,39,"Short run, Commercial, Log real GDP"
31,GDP per capita,Tropical,NA,2010,NA,NA,0.4295,0.11247,NA,NA,NA,NA,39,"Short run, Commercial, Log real GDP"
32,GDP per capita,Temperate,NA,2010,NA,NA,0.7041,0.10205,NA,NA,NA,NA,39,"Short run, Industrial, Log real GDP"
33,GDP per capita,Tropical,NA,2010,NA,NA,0.7430,0.10869,NA,NA,NA,NA,39,"Short run, Industrial, Log real GDP"
34,GDP per capita,World,NA,2010,NA,NA,0.3263,0.25682,NA,NA,NA,NA,39,"Short run, Agriculture, Log real GDP"
35,Electricity use per capita,Temperate,NA,2010,NA,NA,-0.0636,0.013849,NA,NA,NA,NA,39,"Long run, Residential, Log electricity use"
36,Electricity use per capita,Tropical,NA,2010,NA,NA,-0.0783,0.011499,NA,NA,NA,NA,39,"Long run, Residential, Log electricity use"
37,Electricity use per capita,Temperate,NA,2010,NA,NA,-0.0765,0.027284,NA,NA,NA,NA,39,"Long run, Commercial, Log electricity use"
38,Electricity use per capita,Tropical,NA,2010,NA,NA,-0.0987,0.013618,NA,NA,NA,NA,39,"Long run, Commercial, Log electricity use"
39,Electricity use per capita,Temperate,NA,2010,NA,NA,-0.0373,0.034127,NA,NA,NA,NA,39,"Long run, Industrial, Log electricity use"
40,Electricity use per capita,Tropical,NA,2010,NA,NA,-0.0780,0.023197,NA,NA,NA,NA,39,"Long run, Industrial, Log electricity use"
41,Electricity use per capita,World,NA,2010,NA,NA,-0.1214,0.030738,NA,NA,NA,NA,39,"Long run, Agriculture, Log electricity use"
42,GDP per capita,Temperate,NA,2010,NA,NA,0.0610,0.022488,NA,NA,NA,NA,39,"Long run, Residential, Log real GDP"
43,GDP per capita,Tropical,NA,2010,NA,NA,0.0982,0.019087,NA,NA,NA,NA,39,"Long run, Residential, Log real GDP"
44,GDP per capita,Temperate,NA,2010,NA,NA,0.1004,0.047961,NA,NA,NA,NA,39,"Long run, Commercial, Log real GDP"
45,GDP per capita,Tropical,NA,2010,NA,NA,0.1643,0.034053,NA,NA,NA,NA,39,"Long run, Commercial, Log real GDP"
46,GDP per capita,Temperate,NA,2010,NA,NA,0.0175,0.031050,NA,NA,NA,NA,39,"Long run, Industrial, Log real GDP"
47,GDP per capita,Tropical,NA,2010,NA,NA,0.1023,0.041829,NA,NA,NA,NA,39,"Long run, Industrial, Log real GDP"
48,GDP per capita,World,NA,2010,NA,NA,0.0690,0.040805,NA,NA,NA,NA,39,"Long run, Agriculture, Log real GDP"
49,Log real GDP per capita,World,No scenario specified,2010,No CC,Coefficients,-6.7276,1.8694,NA,NA,NA,NA,Page 40,Coefficient for log real GDP per capita as a constant term for the global region in the model. Assumes 2010 is the final year of the dataset used to estimate the model parameters (1978-2010).
50,Log real GDP per capita,Temperate,No scenario specified,2010,No CC,Coefficients,-2.1588,0.72832,NA,NA,NA,NA,Page 40,Coefficient for log real GDP per capita as a constant term for the temperate region in the model. Assumes 2010 is the final year of the dataset used to estimate the model parameters (1978-2010).
51,Log real GDP per capita,Tropical,No scenario specified,2010,No CC,Coefficients,-1.0740,1.9878,NA,NA,NA,NA,Page 40,Coefficient for log real GDP per capita as a constant term for the tropical region in the model. Assumes 2010 is the final year of the dataset used to estimate the model parameters (1978-2010).
52,GDP per capita,Temperate,NA,1994,No CC,NA,-0.0936,0.054031,NA,NA,NA,NA,41,Long run (lagged) terms. p<0.1. Estimated average year in the dataset (1978-2010)
53,GDP per capita,Tropical,NA,1994,No CC,NA,-0.1735,0.086125,NA,NA,NA,NA,41,Long run (lagged) terms. p<0.1. Estimated average year in the dataset (1978-2010)
54,GDP per capita,World,NA,1994,No CC,NA,-0.2093,0.096522,NA,NA,NA,NA,41,Long run (lagged) terms. p<0.1. Sector: Residential; p<0.1. Estimated average year in the dataset (1978-2010)
55,GDP per capita,Temperate,NA,1994,No CC,NA,0.7719,0.18955,NA,NA,NA,NA,41,Short run (first differenced) terms. p<0.05. Estimated average year in the dataset (1978-2010)
56,GDP per capita,World,NA,1994,No CC,NA,0.9535,0.54536,NA,NA,NA,NA,41,Short run (first differenced) terms. Sector: Agriculture. Estimated average year in the dataset (1978-2010)
57,Real GDP per capita,Temperate,NA,2010,No CC,NA,0.2699,0.07713,NA,NA,NA,NA,44,"Short run, Log real GDP per capita coefficient"
58,Real GDP per capita,Tropical,NA,2010,No CC,NA,0.1847,0.090975,NA,NA,NA,NA,44,"Short run, Log real GDP per capita coefficient"
59,Real GDP per capita,Temperate,NA,2010,No CC,NA,0.2501,0.085588,NA,NA,NA,NA,44,"Short run, Log real GDP per capita coefficient"
60,Real GDP per capita,Tropical,NA,2010,No CC,NA,0.2329,0.072379,NA,NA,NA,NA,44,"Short run, Log real GDP per capita coefficient"
61,Real GDP per capita,Temperate,NA,2010,No CC,NA,0.2839,0.092262,NA,NA,NA,NA,44,"Short run, Log real GDP per capita coefficient"
62,Real GDP per capita,Tropical,NA,2010,No CC,NA,0.1772,0.087128,NA,NA,NA,NA,44,"Short run, Log real GDP per capita coefficient"
63,Real GDP per capita,Temperate,NA,2010,No CC,NA,0.2851,0.080774,NA,NA,NA,NA,44,"Short run, Log real GDP per capita coefficient"
64,Real GDP per capita,Tropical,NA,2010,No CC,NA,0.1609,0.10688,NA,NA,NA,NA,44,"Short run, Log real GDP per capita coefficient"
65,Real GDP per capita,Temperate,NA,2010,No CC,NA,0.0455,0.020458,NA,NA,NA,NA,44,"Long run, Log real GDP per capita coefficient"
66,Real GDP per capita,Tropical,NA,2010,No CC,NA,0.0740,0.019124,NA,NA,NA,NA,44,"Long run, Log real GDP per capita coefficient"
67,Real GDP per capita,Temperate,NA,2010,No CC,NA,0.0479,0.022117,NA,NA,NA,NA,44,"Long run, Log real GDP per capita coefficient"
68,Real GDP per capita,Tropical,NA,2010,No CC,NA,0.0761,0.018390,NA,NA,NA,NA,44,"Long run, Log real GDP per capita coefficient"
69,Real GDP per capita,Temperate,NA,2010,No CC,NA,0.0549,0.023070,NA,NA,NA,NA,44,"Long run, Log real GDP per capita coefficient"
70,Real GDP per capita,Tropical,NA,2010,No CC,NA,0.0978,0.019802,NA,NA,NA,NA,44,"Long run, Log real GDP per capita coefficient"
71,Real GDP per capita,Temperate,NA,2010,No CC,NA,0.0587,0.022475,NA,NA,NA,NA,44,"Long run, Log real GDP per capita coefficient"
72,Real GDP per capita,Tropical,NA,2010,No CC,NA,0.0794,0.015175,NA,NA,NA,NA,44,"Long run, Log real GDP per capita coefficient"
