,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Primary Productivity,Global,GHG Mitigation,2075,No GHG Mitigation,%,9,NA,NA,NA,NA,NA,2,Avoided reduction; Centered around 2070s
1,Primary Productivity,Global,GHG Mitigation,2075,No GHG Mitigation,%,39,NA,NA,NA,NA,NA,2,Avoided reduction; Centered around 2070s
2,Productivity,Global,Unabated warming,2075,Baseline,%,9,NA,NA,NA,NA,NA,4,"Lower bound, midpoint of 2070s"
3,Productivity,Global,Unabated warming,2075,Baseline,%,39,NA,NA,NA,NA,NA,4,"Upper bound, midpoint of 2070s"
4,Annual Productivity,Terrestrial Areas,Climate Change Mitigation,2023,No Mitigation,%,4.9,NA,NA,NA,NA,NA,5,Conservation of biodiversity-dependent annual productivity by means of climate change mitigation. Assuming present is roughly 2023.
5,Annual Productivity,Terrestrial Areas,Climate Change Mitigation,2023,No Mitigation,%,6.7,NA,NA,NA,NA,NA,5,Conservation of biodiversity-dependent annual productivity by means of climate change mitigation. Assuming present is roughly 2023.
6,Tree Species Richness,Global,SSP1,2070,Baseline scenario,%,3.0,NA,NA,NA,NA,NA,13,Reductions in local tree species loss due to mitigation.
7,Tree Species Richness,Global,SSP1,2070,Baseline scenario,%,61.3,NA,NA,NA,NA,NA,13,Reductions in local tree species loss due to mitigation.
8,Tree Species Richness,Global,SSP2,2070,Baseline scenario,%,3.0,NA,NA,NA,NA,NA,13,Reductions in local tree species loss due to mitigation.
9,Tree Species Richness,Global,SSP2,2070,Baseline scenario,%,61.3,NA,NA,NA,NA,NA,13,Reductions in local tree species loss due to mitigation.
10,Tree Species Richness,Global,SSP3,2070,Baseline scenario,%,3.0,NA,NA,NA,NA,NA,13,Reductions in local tree species loss due to mitigation.
11,Tree Species Richness,Global,SSP3,2070,Baseline scenario,%,61.3,NA,NA,NA,NA,NA,13,Reductions in local tree species loss due to mitigation.
12,Tree Species Richness,Global,SSP4,2070,Baseline scenario,%,3.0,NA,NA,NA,NA,NA,13,Reductions in local tree species loss due to mitigation.
13,Tree Species Richness,Global,SSP4,2070,Baseline scenario,%,61.3,NA,NA,NA,NA,NA,13,Reductions in local tree species loss due to mitigation.
14,Tree Species Richness,Global,SSP5,2070,Baseline scenario,%,3.0,NA,NA,NA,NA,NA,13,Reductions in local tree species loss due to mitigation.
15,Tree Species Richness,Global,SSP5,2070,Baseline scenario,%,61.3,NA,NA,NA,NA,NA,13,Reductions in local tree species loss due to mitigation.
16,Productivity,Global,SSP1,2070,Baseline scenario,%,8.8,NA,NA,NA,NA,NA,14,Lower bound of range
17,Productivity,Global,SSP1,2070,Baseline scenario,%,38.9,NA,NA,NA,NA,NA,14,Upper bound of range
18,Productivity,Global,SSP2,2070,Baseline scenario,%,8.8,NA,NA,NA,NA,NA,14,Lower bound of range
19,Productivity,Global,SSP2,2070,Baseline scenario,%,38.9,NA,NA,NA,NA,NA,14,Upper bound of range
20,Productivity,Global,SSP3,2070,Baseline scenario,%,8.8,NA,NA,NA,NA,NA,14,Lower bound of range
21,Productivity,Global,SSP3,2070,Baseline scenario,%,38.9,NA,NA,NA,NA,NA,14,Upper bound of range
22,Productivity,Global,SSP4,2070,Baseline scenario,%,8.8,NA,NA,NA,NA,NA,14,Lower bound of range
23,Productivity,Global,SSP4,2070,Baseline scenario,%,38.9,NA,NA,NA,NA,NA,14,Upper bound of range
24,Productivity,Global,SSP5,2070,Baseline scenario,%,8.8,NA,NA,NA,NA,NA,14,Lower bound of range
25,Productivity,Global,SSP5,2070,Baseline scenario,%,38.9,NA,NA,NA,NA,NA,14,Upper bound of range
26,Productivity,Global,SSP1,2070,Baseline scenario,%,4.9,NA,NA,NA,NA,NA,17,Estimate corresponded to 4.9-6.7% of total net primary productivity in the terrestrial areas analyzed. Standard error across three GCMs.
27,Productivity,Global,SSP2,2070,Baseline scenario,%,4.9,NA,NA,NA,NA,NA,17,Estimate corresponded to 4.9-6.7% of total net primary productivity in the terrestrial areas analyzed. Standard error across three GCMs.
28,Productivity,Global,SSP3,2070,Baseline scenario,%,4.9,NA,NA,NA,NA,NA,17,Estimate corresponded to 4.9-6.7% of total net primary productivity in the terrestrial areas analyzed. Standard error across three GCMs.
29,Productivity,Global,SSP4,2070,Baseline scenario,%,4.9,NA,NA,NA,NA,NA,17,Estimate corresponded to 4.9-6.7% of total net primary productivity in the terrestrial areas analyzed. Standard error across three GCMs.
30,Productivity,Global,SSP5,2070,Baseline scenario,%,4.9,NA,NA,NA,NA,NA,17,Estimate corresponded to 4.9-6.7% of total net primary productivity in the terrestrial areas analyzed. Standard error across three GCMs.
31,Productivity,Global,Mitigation,2070,Baseline,%,9,NA,NA,NA,NA,NA,Highlights,Loss reduced by mitigation
32,Productivity,Global,Mitigation,2070,Baseline,%,39,NA,NA,NA,NA,NA,Highlights,Loss reduced by mitigation
33,Tree Species Richness,Local,Mitigation,2070,Baseline,%,-3,NA,NA,NA,NA,NA,Highlights,Tree species loss reduced by mitigation
34,Tree Species Richness,Local,Mitigation,2070,Baseline,%,-61,NA,NA,NA,NA,NA,Highlights,Tree species loss reduced by mitigation
35,Productivity,Global,Mitigation vs. Baseline,2070,Baseline,%,9,NA,NA,NA,NA,NA,Paper ID: 10.1038/s41558-021-01062-1,Lower bound of estimated productivity loss avoided with mitigation.
36,Productivity,Global,Mitigation vs. Baseline,2070,Baseline,%,39,NA,NA,NA,NA,NA,Paper ID: 10.1038/s41558-021-01062-1,Upper bound of estimated productivity loss avoided with mitigation.
37,Tree Species,Local,Mitigation vs. Baseline,2070,Baseline,%,3,NA,NA,NA,NA,NA,Paper ID: 10.1038/s41558-021-01062-1,Lower bound of estimated local tree species loss avoided with mitigation.
38,Tree Species,Local,Mitigation vs. Baseline,2070,Baseline,%,61,NA,NA,NA,NA,NA,Paper ID: 10.1038/s41558-021-01062-1,Upper bound of estimated local tree species loss avoided with mitigation.
39,Productivity,South America,"SSP1, GFDL-CM3",2070,No mitigation,Effect Size,0.20,NA,NA,NA,NA,NA,Extended Data Figure 7,Positive values indicate more effectiveness of mitigation policy.
40,Productivity,Mesoamerica,"SSP1, GFDL-CM3",2070,No mitigation,Effect Size,0.20,NA,NA,NA,NA,NA,Extended Data Figure 7,Positive values indicate more effectiveness of mitigation policy.
41,Productivity,Caribbean,"SSP1, GFDL-CM3",2070,No mitigation,Effect Size,0.20,NA,NA,NA,NA,NA,Extended Data Figure 7,Positive values indicate more effectiveness of mitigation policy.
42,Productivity,North America,"SSP1, GFDL-CM3",2070,No mitigation,Effect Size,0.10,NA,NA,NA,NA,NA,Extended Data Figure 7,Positive values indicate more effectiveness of mitigation policy.
43,Productivity,Southern Africa,"SSP1, GFDL-CM3",2070,No mitigation,Effect Size,0.15,NA,NA,NA,NA,NA,Extended Data Figure 7,Positive values indicate more effectiveness of mitigation policy.
44,Productivity,Central Africa,"SSP1, GFDL-CM3",2070,No mitigation,Effect Size,0.15,NA,NA,NA,NA,NA,Extended Data Figure 7,Positive values indicate more effectiveness of mitigation policy.
45,Productivity,West Africa,"SSP1, GFDL-CM3",2070,No mitigation,Effect Size,0.10,NA,NA,NA,NA,NA,Extended Data Figure 7,Positive values indicate more effectiveness of mitigation policy.
46,Productivity,East Africa,"SSP1, GFDL-CM3",2070,No mitigation,Effect Size,0.10,NA,NA,NA,NA,NA,Extended Data Figure 7,Positive values indicate more effectiveness of mitigation policy.
47,Productivity,North Africa,"SSP1, GFDL-CM3",2070,No mitigation,Effect Size,0.05,NA,NA,NA,NA,NA,Extended Data Figure 7,Positive values indicate more effectiveness of mitigation policy.
48,Productivity,C&W Europe,"SSP1, GFDL-CM3",2070,No mitigation,Effect Size,0.10,NA,NA,NA,NA,NA,Extended Data Figure 7,Positive values indicate more effectiveness of mitigation policy.
49,Productivity,E Europe,"SSP1, GFDL-CM3",2070,No mitigation,Effect Size,0.15,NA,NA,NA,NA,NA,Extended Data Figure 7,Positive values indicate more effectiveness of mitigation policy.
50,Productivity,Oceania,SSP1,2070,No mitigation,Effect Size,0.38,NA,NA,NA,NA,NA,Figure in Response,Positive values indicate more effectiveness of mitigation policy.
51,Productivity,South Asia,SSP1,2070,No mitigation,Effect Size,0.4,NA,NA,NA,NA,NA,Figure in Response,Positive values indicate more effectiveness of mitigation policy.
52,Productivity,Central Asia,SSP1,2070,No mitigation,Effect Size,0.17,NA,NA,NA,NA,NA,Figure in Response,Positive values indicate more effectiveness of mitigation policy.
53,Productivity,SE Asia,SSP1,2070,No mitigation,Effect Size,0.26,NA,NA,NA,NA,NA,Figure in Response,Positive values indicate more effectiveness of mitigation policy.
54,Productivity,W Asia,SSP1,2070,No mitigation,Effect Size,0.13,NA,NA,NA,NA,NA,Figure in Response,Positive values indicate more effectiveness of mitigation policy.
55,Productivity,NE Asia,SSP1,2070,No mitigation,Effect Size,0.25,NA,NA,NA,NA,NA,Figure in Response,Positive values indicate more effectiveness of mitigation policy.
56,Suitable Habitat Area,Global,Mitigation,2070,Baseline,%,-17,NA,NA,NA,NA,NA,42,Change from baseline under mitigation scenario
57,Suitable Habitat Area,Global,Baseline,2070,2005,%,-22,NA,NA,NA,NA,NA,42,Change from 2005 values under baseline scenario
58,Suitable Habitat Area,Global,Mitigation,2070,2005,%,-28,NA,NA,NA,NA,NA,42,Change from 2005 values under mitigation scenario
59,Suitable Habitat Area,Global,Baseline,2070,Mitigation,%,-36,NA,NA,NA,NA,NA,42,Change from mitigation scenario under baseline
60,Forest productivity,Global,2005,2005,NA,Pg C yr-1,43.78,NA,NA,NA,NA,NA,45,Total NPP in the terrestrial biomes analyzed using MODIS imagery.
61,Elasticity of substitution (θ),Forested biomes worldwide,NA,2005,NA,unitless,0.26,0.09,NA,NA,NA,NA,45,Global mean of elasticity of substitution values.
62,Elasticity of substitution (θ),Forested biomes worldwide,NA,2005,NA,unitless,0.198,NA,NA,NA,NA,NA,45,Lower bound of elasticity of substitution values.
63,Elasticity of substitution (θ),Forested biomes worldwide,NA,2005,NA,unitless,0.299,NA,NA,NA,NA,NA,45,Upper bound of elasticity of substitution values.
64,Alpha Diversity,,Hypothetical,2070,Initial Alpha Diversity,Ratio,-0.68,NA,NA,NA,NA,NA,p.59,"This is the result of 60% habitat loss, leading to reduced alpha diversity calculated as 1.8*(1-0.6) = 0.72, relative to initial diversity of 1.8. Assuming projection to the end of the study period."
