,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Net Present Value,Global,A1B,2200,No Permafrost,US$ trillion,43,NA,5%,3,95%,166,Page 1,Impacts of climate change due to permafrost emissions.
1,Net Present Value,Global,A1B,2200,Default PAGE09,US$ trillion,389,NA,NA,NA,NA,NA,Page 1,Impacts of climate change with permafrost emissions.
2,Global Mean Temperature,Global,A1B,2100,Anthropogenic,°C,0.17,NA,5%,0.11,95%,0.25,Page 1,Additional temperature increase due to permafrost emissions.
3,Temperature,Global,A1B,2150,No permafrost,°C,0.26,NA,NA,NA,NA,NA,2,Mean increase
4,Temperature,Global,A1B,2200,No permafrost,°C,0.29,NA,NA,NA,NA,NA,2,Mean increase
5,Emissions Share,Global,A1B,2200,Pre-industrial,%,10,NA,NA,NA,NA,NA,2,Permafrost contribution
6,Warming Share,Global,A1B,2200,Pre-industrial,%,7,NA,NA,NA,NA,NA,2,Permafrost contribution
7,Extra Impacts,Global,A1B,2100,No permafrost,US$ trillion,2.8,NA,NA,NA,NA,NA,2,Mean annual
8,GDP Loss,Global,A1B,2100,No permafrost,%,0.35,NA,NA,NA,NA,NA,2,Based on extra impacts
9,Extra Impacts,Global,A1B,2200,No permafrost,US$ trillion,30,NA,NA,NA,NA,NA,2,Peak value
10,GDP Loss,Global,A1B,2200,No permafrost,%,0.7,NA,NA,NA,NA,NA,2,"Based on extra impacts, peak"
11,NPV Impacts,Global,SSP2,2100,PAGE09 A1B,US$ trillion,54,NA,NA,NA,NA,NA,2,
12,NPV Impacts,Global,SSP3,2100,PAGE09 A1B,US$ trillion,91,NA,NA,NA,NA,NA,2,
13,NPV Impacts,Global,UK Met Office,2100,PAGE09 A1B,US$ trillion,6,NA,5%,0.4,95%,17,2,
14,Emissions Reduced,Global,A1B,2100,No abatement,US$ trillion,37,NA,NA,NA,NA,NA,2,Mean impact reduced
15,Temperature,Global,A1B,2100,No permafrost emissions,°C,0.17,NA,NA,NA,NA,NA,Highlights,Additional warming due to permafrost emissions.
