,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Soybean production,Global,SSP5-8.5,2060,2012 threshold,Megatonnes,0,NA,NA,NA,NA,NA,Page 6,"For SSP5-8.5, projections show a high occurrence of 2012 analogs with mean climatological values crossing the 2012 threshold around the year 2060. We are assigning a value of zero since the text specifies that it 'crosses the 2012 threshold' at 2060."
1,Soybean production,Global,SSP1-2.6,2100,2012 event,Percent,-6,NA,NA,NA,NA,NA,Page 6,Mean production losses are 6% larger than the original 2012 event for SSP1-2.6. Reporting at the end of the century.
2,Soybean production,Global,SSP5-8.5,2100,2012 event,Percent,-17,NA,NA,NA,NA,NA,Page 6,Mean production losses are 17% larger than the original 2012 event for SSP5-8.5. Reporting at the end of the century.
3,Soybean production,Global,SSP1-2.6 with adaptation,2100,2012 event,Percent,-2.2,NA,NA,NA,NA,NA,Page 6,"In the adaptation scenario, mean losses are 2.2% larger than the 2012 event for SSP1-2.6. Reporting at the end of the century."
4,Soybean production,Global,SSP5-8.5 with adaptation,2100,2012 event,Percent,-2.3,NA,NA,NA,NA,NA,Page 6,"In the adaptation scenario, mean losses are 2.3% larger than the 2012 event for SSP5-8.5. Reporting at the end of the century."
5,Soybean production,Global,SSP1-2.6 no adaptation,2100,Adaptation scenario,Times,11,NA,NA,NA,NA,NA,Page 6,2012 analogs are approximately 11 times more likely to occur in the no adaptation scenario than in the adaptation scenario for SSP1-2.6. Reporting at the end of the century.
6,Soybean production,Global,SSP5-8.5 no adaptation,2100,Adaptation scenario,Times,16,NA,NA,NA,NA,NA,Page 6,2012 analogs are approximately 16 times more likely to occur in the no adaptation scenario than in the adaptation scenario for SSP5-8.5. Reporting at the end of the century.
7,Soybean production,Global,SSP1-2.6 no adaptation,2100,Adaptation scenario,Percent,4,NA,NA,NA,NA,NA,Page 6,The average magnitude of the analogs is 4% higher in the no adaptation scenario than in the adaptation for SSP1-2.6. Reporting at the end of the century.
8,Soybean production,Global,SSP5-8.5 no adaptation,2100,Adaptation scenario,Percent,15,NA,NA,NA,NA,NA,Page 6,The average magnitude of the analogs is 15% higher in the no adaptation scenario than in the adaptation for SSP5-8.5. Reporting at the end of the century.
9,Soybean Production,US,Adaptation Scenario,2012,2012 event,Mt,-1.5,NA,5%,-4.1,95%,1.0,7,Average across 9 impact analogs.
10,Soybean Production,Brazil,Adaptation Scenario,2012,2012 event,Mt,-0.5,NA,5%,-5.9,95%,4.8,7,Average across 9 impact analogs.
11,Soybean Production,Argentina,Adaptation Scenario,2012,2012 event,Mt,-0.6,NA,5%,-4.0,95%,2.8,7,Average across 9 impact analogs.
12,Country-Level Analogs,Argentina,Adaptation Scenario,2012,2012 event,Ratio,3.4,NA,NA,NA,NA,NA,7,Number of country-level analogs relative to the 2012 event.
13,Country-Level Analogs,Brazil,Adaptation Scenario,2012,2012 event,Ratio,4.4,NA,NA,NA,NA,NA,7,Number of country-level analogs relative to the 2012 event.
14,Country-Level Analogs,Argentina,Adaptation Scenario,2012,2012 event,Ratio,9.3,NA,NA,NA,NA,NA,7,Number of country-level analogs relative to the 2012 event.
15,Soybean Yield,US,SSP1-2.6,2012,2012,Mt,-2.7,NA,NA,-3.1,NA,-2.2,8,Average losses of country-level analogs increase with respect to 2012.
16,Soybean Yield,Brazil,SSP1-2.6,2012,2012,Mt,-2.5,NA,NA, -3.7,NA,-1.4,8,Average losses of country-level analogs increase with respect to 2012.
17,Soybean Yield,Argentina,SSP1-2.6,2012,2012,Mt,-2.4,NA,NA,-3.2,NA,-1.6,8,Average losses of country-level analogs increase with respect to 2012.
18,Soybean failures,Americas,SSP1-2.6,2012,Trends in mean climate removed,ratio,-0.11,NA,NA,NA,NA,NA,9 of 14,Reduction in frequency when removing trends in mean climate.
19,Soybean failures,Americas,SSP5-8.5,2012,Trends in mean climate removed,ratio,-0.16,NA,NA,NA,NA,NA,9 of 14,Reduction in frequency when removing trends in mean climate.
20,Soybean yield anomaly,Americas,SSP1-2.6,2012,Trends in mean climate removed,%,-4,NA,NA,NA,NA,NA,9 of 14,Reduction in magnitude when removing trends in mean climate.
21,Soybean yield anomaly,Americas,SSP5-8.5,2012,Trends in mean climate removed,%,-15,NA,NA,NA,NA,NA,9 of 14,Reduction in magnitude when removing trends in mean climate.
