,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agriculture,Any,USA,Climate warming,Economic impacts,BaselineImpact,Economic,Need,million USD,927.75,NA,NA,NA,NA,NA,Page 233,Potential impact of A. ludens establishment.
1,Agriculture,Eradication,California,Any,AdaptationCost,CapExCost,Monetary,Need,million USD,32,NA,NA,NA,NA,NA,Page 233,Average cost of a single fruit fly eradication campaign.
2,Agriculture,Eradication,California,Any,AdaptationCost,CapExCost,Monetary,Need,million USD,100,NA,NA,NA,NA,NA,Page 233,Eradication effort in 1980-81 in the San Francisco Bay Area.
3,Agriculture,Eradication,Japan,Any,AdaptationCost,CapExCost,Monetary,Need,million USD,177.2,NA,NA,NA,NA,NA,Page 233,Four eradication campaigns against the melon fly in Okinawa prefecture from 1973 to 1992.
4,Agriculture,Quarantine,California,Any,Economic impacts,BaselineImpact,Economic,Need,million USD,564,NA,NA,NA,NA,NA,Page 233,Revenue loss following an embargo on Californian fruits by Asian countries.
5,Agriculture,Quarantine,California,Any,Economic impacts,BaselineImpact,Economic,Need,jobs,14000,NA,NA,NA,NA,NA,Page 233,Loss of jobs due to medfly establishment.
6,Agriculture,Exclusion and Detection,USA,Any,AdaptationCost,OpExCost,Fiscal,Need,million USD / yr,63,NA,NA,NA,NA,NA,Page 233,USDA-APHIS spending on fruit fly exclusion and detection in 2010.
7,Agriculture,Trapping,Spain,NA,OpExCost,AdaptationCost,Monetary,Need,$/ha,150,NA,NA,NA,NA,250,Table 15.2,"Cost includes labour, servicing, and perimeter deployment"
8,Agriculture,Trapping,Spain,NA,OpExCost,AdaptationCost,Monetary,Need,$/ha,175,NA,NA,NA,NA,200,Table 15.2,"Cost includes labour, servicing, and perimeter deployment"
9,Agriculture,Trapping,Greece,NA,OpExCost,AdaptationCost,Monetary,Need,$/ha,50,NA,NA,NA,NA,60,Table 15.2,"Cost includes labour, servicing, and perimeter deployment"
10,Agriculture,Trapping,Spain,NA,OpExCost,AdaptationCost,Monetary,Need,$/ha,40,NA,NA,NA,NA,50,Table 15.2,"Cost includes labour, servicing, and perimeter deployment"
11,Agriculture,Trapping,USA,NA,OpExCost,AdaptationCost,Monetary,Need,$/ha,50,NA,NA,NA,NA,60,Table 15.2,"Cost includes labour, servicing, and perimeter deployment"
12,Agriculture,Trapping,Central America,NA,OpExCost,AdaptationCost,Monetary,Need,$/ha,170,NA,NA,NA,NA,190,Table 15.2,"Cost includes labour, servicing, and perimeter deployment"
13,Agriculture,Trapping,Switzerland,NA,OpExCost,AdaptationCost,Monetary,Need,$/ha,180,NA,NA,NA,NA,600,Table 15.2,"Cost includes labour, servicing, and perimeter deployment"
14,Agriculture,Trapping,countries,NA,OpExCost,AdaptationCost,Monetary,Need,$/ha,2500,NA,NA,NA,NA,7000,Table 15.2,"Cost includes labour, servicing, and perimeter deployment"
15,Agriculture,Trapping,Mexico,NA,OpExCost,AdaptationCost,Monetary,Need,$/ha,2600,NA,NA,NA,NA,3500,Table 15.2,"Cost includes labour, servicing, and perimeter deployment"
