,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Debt-to-GDP Ratio,Pacific Islands,Baseline Estimation,2021,No CC,%,27.611,NA,NA,NA,NA,NA,9,Implied Debt-to-GDP ratio maximizing primary balance
1,Primary Balance,Pacific Islands,Baseline Estimation,2021,No CC,% of GDP,1.388,NA,NA,NA,NA,NA,9,Corresponding primary balance maximizing debt-to-GDP ratio
2,Debt-to-GDP Ratio,Pacific Islands,Robustness Check,2021,No CC,%,28.755,NA,NA,NA,NA,NA,9,Implied Debt-to-GDP ratio maximizing primary balance
3,Primary Balance,Pacific Islands,Robustness Check,2021,No CC,% of GDP,1.004,NA,NA,NA,NA,NA,9,Corresponding primary balance maximizing debt-to-GDP ratio
4,Debt Level,Papua New Guinea,Steady-state,2021,Steady-state debt level,percent,30,NA,NA,NA,NA,NA,13,Simple calculation based on unspecified steady-state values; Year is publication year.
5,Budget Balance,Papua New Guinea,Disaster Shock,2018,No CC,percent of GDP,-0.2,NA,NA,NA,NA,NA,14,Magnitude of disaster shocks refers to effect on budget balance (𝑠𝑡𝑛𝑡). 0.2 percent shock is the effect on GDP assuming that the government can offset the adverse impact on the economy in the steady state (𝑠 = 1). Calculated by Lee et al. (2018).
6,Expenditure/GDP,Papua New Guinea,NA,2019,Standardization,NA,0.12,NA,NA,NA,NA,NA,18,SD divided by average for standardization
7,Expenditure/Revenue,Papua New Guinea,NA,2019,Standardization,NA,0.15,NA,NA,NA,NA,NA,18,SD divided by average for standardization
8,GDP,Papua New Guinea,NA,2019,NA,Standard Deviation (SD),21.5,NA,NA,NA,NA,NA,18,
9,Revenue,Papua New Guinea,NA,2019,NA,Standard Deviation (SD),4.03,NA,NA,NA,NA,NA,18,
10,Expenditure,Papua New Guinea,NA,2019,NA,Standard Deviation (SD),4.89,NA,NA,NA,NA,NA,18,
11,Expenditure/GDP,Fiji,NA,2019,Standardization,NA,0.09,NA,NA,NA,NA,NA,18,SD divided by average for standardization
12,Expenditure/Revenue,Fiji,NA,2019,Standardization,NA,0.08,NA,NA,NA,NA,NA,18,SD divided by average for standardization
13,GDP,Fiji,NA,2019,NA,Standard Deviation (SD),2.70,NA,NA,NA,NA,NA,18,
14,Revenue,Fiji,NA,2019,NA,Standard Deviation (SD),0.74,NA,NA,NA,NA,NA,18,
15,Expenditure,Fiji,NA,2019,NA,Standard Deviation (SD),0.85,NA,NA,NA,NA,NA,18,
16,Expenditure/GDP,Timor-Leste,NA,2019,Standardization,NA,0.63,NA,NA,NA,NA,NA,18,SD divided by average for standardization
17,Expenditure/Revenue,Timor-Leste,NA,2019,Standardization,NA,0.24,NA,NA,NA,NA,NA,18,SD divided by average for standardization
18,GDP,Timor-Leste,NA,2019,NA,Standard Deviation (SD),1.81,NA,NA,NA,NA,NA,18,
19,Revenue,Timor-Leste,NA,2019,NA,Standard Deviation (SD),0.33,NA,NA,NA,NA,NA,18,
20,Expenditure,Timor-Leste,NA,2019,NA,Standard Deviation (SD),0.54,NA,NA,NA,NA,NA,18,
21,Expenditure/GDP,Solomon Islands,NA,2019,Standardization,NA,0.37,NA,NA,NA,NA,NA,18,SD divided by average for standardization
22,Expenditure/Revenue,Solomon Islands,NA,2019,Standardization,NA,0.13,NA,NA,NA,NA,NA,18,SD divided by average for standardization
23,GDP,Solomon Islands,NA,2019,NA,Standard Deviation (SD),3.34,NA,NA,NA,NA,NA,18,
24,Revenue,Solomon Islands,NA,2019,NA,Standard Deviation (SD),1.68,NA,NA,NA,NA,NA,18,
25,Expenditure,Solomon Islands,NA,2019,NA,Standard Deviation (SD),1.66,NA,NA,NA,NA,NA,18,
26,Expenditure/GDP,Vanuatu,NA,2019,Standardization,NA,0.24,NA,NA,NA,NA,NA,18,SD divided by average for standardization
27,Expenditure/Revenue,Vanuatu,NA,2019,Standardization,NA,0.09,NA,NA,NA,NA,NA,18,SD divided by average for standardization
28,GDP,Vanuatu,NA,2019,NA,Standard Deviation (SD),23.8,NA,NA,NA,NA,NA,18,
29,Revenue,Vanuatu,NA,2019,NA,Standard Deviation (SD),8.48,NA,NA,NA,NA,NA,18,
30,Expenditure,Vanuatu,NA,2019,NA,Standard Deviation (SD),8.66,NA,NA,NA,NA,NA,18,
31,Expenditure/GDP,Samoa,NA,2019,Standardization,NA,0.19,NA,NA,NA,NA,NA,18,SD divided by average for standardization
32,Expenditure/Revenue,Samoa,NA,2019,Standardization,NA,0.10,NA,NA,NA,NA,NA,18,SD divided by average for standardization
33,GDP,Samoa,NA,2019,NA,Standard Deviation (SD),0.58,NA,NA,NA,NA,NA,18,
