,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,SCCO2,Global,SSP2-4.5,2020,PAGE09,$2015 USD/tonne,158,NA,NA,NA,NA,NA,6,PAGE09 value
1,SCCO2,Global,SSP2-4.5,2020,AR5,$2015 USD/tonne,217,NA,NA,NA,NA,NA,6,Increase from PAGE09 after AR5 Updates
2,SCCO2,Global,SSP2-4.5,2020,SLR,$2015 USD/tonne,228,NA,NA,NA,NA,NA,6,Increase from PAGE09 after updating SLR distribution
3,SCCO2,Global,SSP2-4.5,2020,PF,$2015 USD/tonne,244,NA,NA,NA,NA,NA,6,Increase from PAGE09 after including permafrost feedback
4,SCCO2,Global,SSP2-4.5,2020,Albedo,$2015 USD/tonne,239,NA,NA,NA,NA,NA,6,Reduction from albedo feedback
5,SCCO2,Global,SSP2-4.5,2020,Disc,$2015 USD/tonne,213,NA,NA,NA,NA,NA,6,Reduction due to updated discontinuity impacts
6,SCCO2,Global,SSP2-4.5,2020,Horiz,$2015 USD/tonne,239,NA,NA,NA,NA,NA,6,Increase from longer time horizon to 2300
7,SCCO2,Global,SSP2-4.5,2020,GDP,$2015 USD/tonne,245,NA,NA,NA,NA,NA,6,Increase from updated baseline GDP
8,SCCO2,Global,SSP2-4.5,2020,Vuln,$2015 USD/tonne,281,NA,NA,NA,NA,NA,6,Increase from common vulnerability between market and non-market sectors
9,SCCO2,Global,SSP2-4.5,2020,Final,$2015 USD/tonne,307,NA,NA,NA,NA,NA,6,Final mean SCCO2 for PAGE-ICE
10,SCCO2,Global,SSP2-4.5,2020,Final,$2015 USD/tonne,307,NA,25%,147,75%,349,6,Final PAGE-ICE; interquartile range shown
11,SCCO2,Global,SSP2-4.5,2020,Final,$2015 USD/tonne,307,NA,5%,82,95%,831,6,Final PAGE-ICE; 5-95% range shown
12,GDP Damages Persistence,Global,Historical Data,2015,No CC,Percent,50.1,NA,25%,34.5,75%,69.0,6,Based on Burke et al 2015
13,GDP,World,SSP2-4.5,2100,No persistence,%,-30,NA,NA,NA,NA,NA,7,Mean global GDP is 30% lower
14,GDP growth,Global South,SSP2-4.5,2200,No persistence,%,0,NA,NA,NA,NA,NA,7,"Economic contraction, growth loss exceeds GDP growth rate"
15,Poverty Risk,India+,Persistence,2100,NA,%,12,NA,NA,NA,NA,NA,7,Subsistence level derived from World Bank's international poverty line.
16,Poverty Risk,Africa+,Persistence,2100,NA,%,11,NA,NA,NA,NA,NA,7,Subsistence level derived from World Bank's international poverty line.
17,Poverty Risk,Latin America,Persistence,2100,NA,%,4,NA,NA,NA,NA,NA,7,Subsistence level derived from World Bank's international poverty line.
18,GDP,Russia+,Persistence,2100,NA,%,52,NA,NA,NA,NA,NA,7,Mean economic output is 52% higher
