,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agricultural,Adaptation,Global,RCP 2.6,Grain production losses (%),AvoidedImpact,Economic,Need,%,0,NA,NA,NA,NA,NA,Page 12,"Adaptation mitigates losses; considering temperature only, loss close to 0% in 2050 and 2100."
1,Agricultural,Adaptation,Global,RCP 4.5,Grain production losses (%),AvoidedImpact,Economic,Need,%,2,NA,NA,NA,NA,NA,Page 12,Adaptation mitigates losses considering temperature only in 2050.
2,Agricultural,Adaptation,Global,RCP 8.5,Grain production losses (%),AvoidedImpact,Economic,Need,%,15,NA,NA,NA,NA,NA,Page 12,Adaptation mitigates losses considering temperature only in 2050.
3,Agricultural,Adaptation,Global,RCP 4.5,Grain production losses (%),AvoidedImpact,Economic,Need,%,5,NA,NA,NA,NA,NA,Page 12,Adaptation mitigates losses considering temperature only in 2100.
4,Agricultural,Adaptation,Global,RCP 8.5,Grain production losses (%),AvoidedImpact,Economic,Need,%,10,NA,NA,NA,NA,NA,Page 12,Adaptation mitigates losses considering temperature only in 2100.
5,Agricultural,Adaptation,Global,RCP 2.6,Grain production losses (%),AvoidedImpact,Economic,Need,%,0,NA,NA,NA,NA,NA,Page 12,Adaptation mitigates losses considering temperature & precipitation in 2050 and 2100.
6,Agricultural,Adaptation,Global,RCP 4.5,Grain production losses (%),AvoidedImpact,Economic,Need,%,5,NA,NA,NA,NA,NA,Page 12,Adaptation mitigates losses considering temperature & precipitation in 2050.
7,Agricultural,Adaptation,Global,RCP 8.5,Grain production losses (%),AvoidedImpact,Economic,Need,%,10,NA,NA,NA,NA,NA,Page 12,Adaptation mitigates losses considering temperature & precipitation in 2050.
8,Agricultural,Adaptation,Global,RCP 4.5,Grain production losses (%),AvoidedImpact,Economic,Need,%,5,NA,NA,NA,NA,NA,Page 12,Adaptation mitigates losses considering temperature & precipitation in 2100.
9,Agricultural,Adaptation,Global,RCP 8.5,Grain production losses (%),AvoidedImpact,Economic,Need,%,25,NA,NA,NA,NA,NA,Page 12,Adaptation mitigates losses considering temperature & precipitation in 2100.
10,All,Adaptation,Global,"RCP4.5, 2050T",Change in SSR,NonMonetaryBenefits,Economic,Need,Percentage,0,NA,NA,NA,NA,NA,Page 17,"The page description mentions changes in grain self-sufficiency rates due to temperature changes under Scenario RCP4.5, 2050, but specific numerical values are not provided. Assigning 0 as a placeholder."
11,Grain production,Adaptation,India,RCP8.5 2100T,Self-sufficiency,NonMonetaryBenefits,Economic,Need,% _self-sufficiency,1,NA,NA,NA,NA,NA,Page 20,"Grain self-sufficiency rate in India increases slightly in RCP8.5 2100 due to maize. Grain consumption is reduced by 4%, wheat consumption by nearly 10%."
12,Agricultural,Adaptation,Europe,RCP8.5 2100,Grain Self-Sufficiency Rate,NonMonetaryBenefits,Economic,Need,%,7,NA,NA,NA,NA,NA,Page 21,"Increase in grain self-sufficiency rate due to adaptation, mainly due to wheat."
13,Agricultural,Adaptation,Europe,RCP8.5 2100,Land Productivity,AvoidedImpact,Economic,Need,%,25,NA,NA,NA,NA,NA,Page 21,"Direct climate change impacts via land productivity reduction, especially for rice, avoided by adaptation."
14,Agricultural,Adaptation,"USA, China, India, Pakistan",RCP8.5,Economic Impact,MonetaryBenefits,Economic,Lead,billion US$2011,0,NA,NA,NA,NA,NA,Page 22,"All regions benefit economically from increased grain prices. USA, China, India, and Pakistan farms benefit most due to increased farm income by 2100 under RCP8.5 scenario - no specific value given."
15,Agricultural,Adaptation,Global,RCP8.5,Grain Output Loss,AvoidedImpact,Economic,Need,Percent,20,NA,NA,NA,NA,NA,Page 23,"Losses in grain output could be 25% of current output in the climate of RCP8.5 in 2100, but less than 5% if producers adapt well. Therefore, adaptation leads to 20% of avoided losses (25-5=20)."
