,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Housing,Adaptation,Philippines,Historical,Housing damage,BaselineImpact,Economic,Need,%,17,NA,NA,NA,NA,58,Abstract,"Increase in housing damage due to increased typhoon intensity by 2085, assuming constant adaptive capacity."
1,Housing,Any,Philippines,2085 projection,Regression analysis,BaselineImpact,Economic,Need,buildings per 1000 inhabitants,0,NA,NA,NA,NA,NA,Page 6,"The paper projects potential increases in housing damage by 2085, but specific monetary costs are not directly calculated on this page. Mentions regional R2 values 0.56, 0.24, 0.21 and 0.48 for regressions of windspeed on housing damage; these are not monetary and also are not for adaptation but rather for baseline risk assessment."
2,Housing,Adaptation,Philippines,Scenario A,Housing Damage Increase,BaselineImpact,Economic,Need,%,18,NA,NA,NA,NA,NA,Table 2,Increase in damage to houses in North Philippines compared to current expectations.
3,Housing,Adaptation,Philippines,Scenario B,Housing Damage Increase,BaselineImpact,Economic,Need,%,37,NA,NA,NA,NA,NA,Table 2,Increase in damage to houses in North Philippines compared to current expectations.
4,Housing,Adaptation,Philippines,Scenario A,Housing Damage Increase,BaselineImpact,Economic,Need,%,28,NA,NA,NA,NA,NA,Table 2,Increase in damage to houses in National Capital Region (Manila) compared to current expectations.
5,Housing,Adaptation,Philippines,Scenario B,Housing Damage Increase,BaselineImpact,Economic,Need,%,58,NA,NA,NA,NA,NA,Table 2,Increase in damage to houses in National Capital Region (Manila) compared to current expectations.
6,Housing,Adaptation,Philippines,Scenario A,Housing Damage Increase,BaselineImpact,Economic,Need,%,29,NA,NA,NA,NA,NA,Table 2,Increase in damage to houses in Islands (west Philippines) compared to current expectations.
7,Housing,Adaptation,Philippines,Scenario B,Housing Damage Increase,BaselineImpact,Economic,Need,%,58,NA,NA,NA,NA,NA,Table 2,Increase in damage to houses in Islands (west Philippines) compared to current expectations.
8,Housing,Adaptation,Philippines,Scenario A,Housing Damage Increase,BaselineImpact,Economic,Need,%,21,NA,NA,NA,NA,NA,Table 2,Increase in damage to houses in Islands (east and central Philippines) compared to current expectations.
9,Housing,Adaptation,Philippines,Scenario B,Housing Damage Increase,BaselineImpact,Economic,Need,%,47,NA,NA,NA,NA,NA,Table 2,Increase in damage to houses in Islands (east and central Philippines) compared to current expectations.
10,Housing,Adaptation,Philippines,Scenario A,Housing Damage,BaselineImpact,Economic,Need,houses per 1000 inhabitants,30,NA,NA,NA,NA,NA,Page 57,Damage can be can be as high as 30 (Scenario A) to 36 (Scenario B) houses per 1000 inhabitants (up from 25 damaged houses for the Control Scenario).
11,Housing,Adaptation,Philippines,Scenario B,Housing Damage,BaselineImpact,Economic,Need,houses per 1000 inhabitants,36,NA,NA,NA,NA,NA,Page 57,Damage can be can be as high as 30 (Scenario A) to 36 (Scenario B) houses per 1000 inhabitants (up from 25 damaged houses for the Control Scenario).
