,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,China,SVAR,2010,Pre-shock,%,0,NA,NA,NA,NA,NA,3,"Weather shocks have a significant negative impact on the GDP.  Value not specified in page 3, so a placeholder of 0 is added."
1,Credit Financing,China,SVAR,2010,Pre-shock,%,0,NA,NA,NA,NA,NA,3,"Weather shocks have a significant negative impact on credit financing. Value not specified in page 3, so a placeholder of 0 is added."
2,GDP,China,SVAR,2020,No CC,%,-0.5,NA,NA,NA,NA,NA,4,Drop in the third quarter following a one standard deviation shock.
3,GDP,China,SVAR,2020,No CC,%,-0.42,NA,NA,NA,NA,NA,4,Long-term drop with central bank reaction to weather shock.
4,GDP,China,SVAR,2020,No CC,%,-0.49,NA,NA,NA,NA,NA,4,Long-term drop with no central bank reaction to weather shock.
5,Variance in GDP,China,Variance Decomposition,2020,No CC,%,14.2,NA,NA,NA,NA,NA,4,ACI shocks account for this percentage of variation long term.
6,Bank Loans,China,Panel Regression,2020,No CC,unitless,-1,NA,NA,NA,NA,NA,4,Weather events reduce loans—drop precedes output drop.
7,Expected Default Risk,China,Panel Regression,2020,No CC,unitless,1,NA,NA,NA,NA,NA,4,Expected default risk rises post-extreme weather shocks.
8,Profit Forecasts,China,Panel Regression,2020,No CC,unitless,-1,NA,NA,NA,NA,NA,4,"Analysts downgrade ratings, forecasts post-weather shock."
9,Value-Added,China,Panel Regression,2020,No CC,unitless,-1,NA,NA,NA,NA,NA,4,Value-added of firms drops after weather shocks.
10,GDP,China,SVAR,2010,No CC,%,-0.2,NA,NA,NA,NA,NA,9,First quarter response after one-standard-deviation weather shock. Representing the period average by a central year.
11,GDP,China,SVAR,2010,No CC,%,-0.5,NA,NA,NA,NA,NA,9,Maximum drop in the third quarter after one-standard-deviation weather shock. Representing the period average by a central year.
12,GDP,China,SVAR,2001,Weather shock,%,-0.4,NA,NA,NA,NA,NA,11,Drop in GDP magnitude after monetary policy intervention.
13,CPI,China,SVAR,2013,Weather shock,%,-0.1,NA,NA,NA,NA,NA,11,CPI inflation response is negative and significant starting from the 12th quarter; taking the midpoint of the range 2001-2024.
14,Interest Rate,China,SVAR,2007,Weather shock,%,-0.1,NA,NA,NA,NA,NA,11,"Lowest point of interest rate drop, occurring in the third quarter. Short-lived drop after two quarters; using midpoint of 2001-2013."
15,Credit,China,SVAR,2013,Weather shock,NA,-1,NA,NA,NA,NA,NA,11,Credit obtained by non-financial firms exhibits long-term significant decline; taking the midpoint of the range 2001-2024.
16,GDP,China,SVAR,2020,No CC,%,-1.0,NA,NA,NA,NA,NA,12,"Weather shocks increased significantly, explaining a 1% drop in GDP in 2020."
17,GDP,China,SVAR,2020,No COVID-19,%,-6.0,NA,NA,NA,NA,NA,12,COVID-19 shock accounts for a 6% drop in GDP
18,GDP,China,Variance Decomposition,2021,No weather shocks,%,2.8,NA,NA,NA,NA,NA,12,Weather risks account for 2.8% of the variance in GDP Q1.
19,GDP,China,Variance Decomposition,2021,No weather shocks,%,18.3,NA,NA,NA,NA,NA,12,Weather risks account for 18.3% of the variance in GDP Q16.
20,GDP,China,Variance Decomposition,2021,No weather shocks,%,14.2,NA,NA,NA,NA,NA,12,Weather risks account for 14.2% of the long term variance in GDP.
21,CPI,China,Variance Decomposition,2021,No weather shocks,%,0,NA,NA,NA,NA,NA,12,Weather shocks negligibly affect the variation of CPI in Q1.
22,CPI,China,Variance Decomposition,2021,No weather shocks,%,11.5,NA,NA,NA,NA,NA,12,Weather shocks account for 11.5% of the long term variance in CPI.
23,Interest Rates,China,Variance Decomposition,2021,No weather shocks,%,4.7,NA,NA,NA,NA,NA,12,Weather risks explain 4.7% of the long term variation in interest rates.
24,Credit,China,Variance Decomposition,2021,No weather shocks,%,13.8,NA,NA,NA,NA,NA,12,Weather risks explain 13.8% of the long term variation in credit obtained by non-financial firms.
25,GDP,China,Counterfactual,2025,Monetary Reaction,%,-0.49,NA,NA,NA,NA,NA,13,Drop in GDP after the 20th quarter following a one-standard-deviation weather shock.
26,GDP,China,SVAR,2025,Monetary Reaction,%,-0.42,NA,NA,NA,NA,NA,13,Drop in GDP after the 20th quarter following a one-standard-deviation weather shock.
27,Bank Loans to Assets Ratio,China,Time & Firm FE,2013,No CC,percentage point,-0.232,NA,NA,NA,NA,NA,14,One-unit increase in ACI; year is midpoint of sample
28,Bank Loans to Assets Ratio,China,Time & Firm FE,2013,No CC,percentage point,-0.374,NA,NA,NA,NA,NA,14,Jump event (HP filter); year is midpoint of sample
29,Bank Loans to Assets Ratio,China,Time & Firm FE,2013,No CC,percentage point,-0.568,NA,NA,NA,NA,NA,14,Jump event (original ACI); year is midpoint of sample
30,Bank Loans to Assets Ratio,China,Time & Firm FE,2008,No CC,percentage point,-0.140,NA,NA,NA,NA,NA,14,Excluding observations from 2008 to 2009
31,Bank Loans to Assets Ratio,China,Time & Firm FE,2020,No CC,percentage point,-0.214,NA,NA,NA,NA,NA,14,Excluding observations from 2020
32,Expected Default Probability,China,Regression,2010,No CC,NA,1,NA,NA,NA,NA,NA,Page 16,Weather risks significantly increase the expected default probability. This is a qualitative result - assigning a value of 1.
33,Bank Loans,China,Placebo,2010,Artificial Samples,NA,0.0015,NA,NA,NA,NA,NA,Page 16,Mean coefficient estimate from artificial samples. Close to zero.
34,Bank Loans,China,Placebo,2010,Real-world sample,NA,-0.232,NA,1%,-0.048,NA,NA,Page 16,Baseline coefficient compared to 1st percentile of artificial samples.
35,Analysts' Ratings,China,Regression,2020,No CC,Rating score,-0.01,NA,NA,NA,NA,NA,19,"Qualitative result, sign only. Effect of ACI on analysts' ratings is negative and significant."
36,Firm Profits,China,Regression,2020,No CC,Monetary Value,-0.01,NA,NA,NA,NA,NA,19,"Qualitative result, sign only. Extreme weather shocks significantly decreasing analysts’ forecasts of firm profits."
37,Firm Loans,China,Regression,2020,Higher confidence,Units N/A,0.01,NA,NA,NA,NA,NA,19,"Qualitative result, sign only. Higher corporate confidence moderates negative effects of weather shocks."
38,Value-Added,China,Regression,2020,NA,NA,-0.232,NA,NA,NA,NA,NA,23,Coefficient of ACI in value-added regression.
39,Value-Added,China,Regression,2020,NA,NA,-0.240,NA,NA,NA,NA,NA,23,Coefficient of ACI_d (alternative climate measure).
40,Value-Added,China,Panel regression,2020,No CC,%,-0.8,NA,NA,NA,NA,NA,24,"One-unit change in ACI reduces a firm’s value-added by 0.8%. Based on benchmark regression column (2) Table 13. Note, the ACI is not defined but described as the Aggregate Climate Index."
41,GDP,China,SVAR,2001,Pre-shock,%,-0.5,NA,NA,NA,NA,NA,25,GDP drops by 0.5% in the third quarter following a one standard deviation shock to ACI index.
42,GDP Variance,China,SVAR,2020,No weather shocks,%,14.2,NA,NA,NA,NA,NA,25,Weather shocks account for 14.2% of GDP fluctuations in the long run.
43,Bank Loans,China,Regression,2020,Pre-ACI shock,NA,-1,NA,NA,NA,NA,NA,26,Bank loans drop after an ACI shock. Negative effect remains after controlling for the national loan demand index. Assigned a value of -1 to indicate negative impact
44,GDP,China,SVAR,2020,No CC,percent,-0.6,NA,NA,NA,NA,NA,Page 34,The GDP response to a one standard deviation weather shock is approximately -0.6%.
45,CPI,China,SVAR,2020,No CC,percent,-0.1,NA,NA,NA,NA,NA,Page 34,The CPI response to a one standard deviation weather shock is approximately -0.1%.
46,Interest Rate,China,SVAR,2020,No CC,percent,-0.1,NA,NA,NA,NA,NA,Page 34,The interest rate response to a one standard deviation weather shock is approximately -0.1%.
47,Credit,China,SVAR,2020,No CC,percent,-0.4,NA,NA,NA,NA,NA,Page 34,The credit response to a one standard deviation weather shock is approximately -0.4%.
48,GDP,China,SVAR,2020,No CC,Units unclear from page 35,-0.08,NA,NA,NA,NA,NA,35,"Stacked bar chart shows a negative impact on GDP due to weather shock around 2020; Units are unclear (possibly % deviation from trend). The stacked bar also includes impacts from CPI, rate, and credit shocks."
