,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,Global,Not specified,2023,No CC,% of GDP,-35,NA,NA,NA,NA,NA,Page 2,Historical average cost of financial crises in terms of output lost.
1,Public Debt,Global,Not specified,2023,No CC,% of GDP,13,NA,NA,NA,NA,NA,Page 2,Historical average fiscal burden for governments due to financial crises.
2,Banking Crises Frequency,Global,Not specified,2023,No CC,% Increase,248,NA,26%,NA,248%,NA,Page 2,Climate change is estimated to increase the frequency of banking crises by 26% to 248%.
3,Fiscal Burden,Global,Not specified,2023,No CC,% of GDP per year,-5,NA,NA,NA,NA,NA,Page 2,Estimated additional fiscal burden due to rescuing insolvent banks.
4,Public Debt Ratio,Global,Not specified,2023,No CC,Factor,2,NA,NA,NA,NA,NA,Page 2,Public debt to GDP ratio could increase by a factor of 2 due to bank bailouts.
5,GDP growth,Unspecified,No climate change,2100,NA,%,3.5,NA,NA,NA,NA,NA,p.3,Baseline growth rate
6,GDP growth,Unspecified,Labour productivity damages,2100,No climate change,%,2.0,NA,NA,NA,NA,NA,p.3,Impact scenario
7,GDP growth,Unspecified,Capital stock damages,2100,No climate change,%,2.9,NA,NA,NA,NA,NA,p.3,Impact scenario
8,GDP growth,Unspecified,Labour and capital damages,2100,No climate change,%,2.0,NA,NA,NA,NA,NA,p.3,Impact scenario
9,Insolvency likelihood,Unspecified,No climate change,2100,NA,%,15.2,0.031,NA,NA,NA,NA,p.3,Firms' 10-year insolvency likelihood
10,Insolvency likelihood,Unspecified,Labour productivity damages,2100,No climate change,%,32.4,0.047,NA,NA,NA,NA,p.3,Firms' 10-year insolvency likelihood
11,Insolvency likelihood,Unspecified,Capital stock damages,2100,No climate change,%,38.8,0.050,NA,NA,NA,NA,p.3,Firms' 10-year insolvency likelihood
12,Insolvency likelihood,Unspecified,Labour and capital damages,2100,No climate change,%,47.1,0.052,NA,NA,NA,NA,p.3,Firms' 10-year insolvency likelihood
13,Bank equity to asset ratio,Unspecified,No climate change,2100,NA,%,12.0,0.025,NA,NA,NA,NA,p.3,Banks' equity-to-total asset ratio
14,Bank equity to asset ratio,Unspecified,Labour productivity damages,2100,No climate change,%,7.5,0.034,NA,NA,NA,NA,p.3,Banks' equity-to-total asset ratio
15,Bank equity to asset ratio,Unspecified,Capital stock damages,2100,No climate change,%,9.6,0.029,NA,NA,NA,NA,p.3,Banks' equity-to-total asset ratio
16,Bank equity to asset ratio,Unspecified,Labour and capital damages,2100,No climate change,%,5.3,0.041,NA,NA,NA,NA,p.3,Banks' equity-to-total asset ratio
17,Public bailouts,Unspecified,No climate change,2100,NA,per 10 years,9.1,1.28,NA,NA,NA,NA,p.3,Public bailouts per 10 years
18,Public bailouts,Unspecified,Labour productivity damages,2100,No climate change,per 10 years,14.2,2.15,NA,NA,NA,NA,p.3,Public bailouts per 10 years
19,Public bailouts,Unspecified,Capital stock damages,2100,No climate change,per 10 years,11.5,3.02,NA,NA,NA,NA,p.3,Public bailouts per 10 years
20,Public bailouts,Unspecified,Labour and capital damages,2100,No climate change,per 10 years,22.6,3.96,NA,NA,NA,NA,p.3,Public bailouts per 10 years
21,Bailout cost,Unspecified,No climate change,2100,NA,% GDP,10.3,0.013,NA,NA,NA,NA,p.3,Cost of bailouts per year
22,Bailout cost,Unspecified,Labour productivity damages,2100,No climate change,% GDP,15.7,0.027,NA,NA,NA,NA,p.3,Cost of bailouts per year
23,Bailout cost,Unspecified,Capital stock damages,2100,No climate change,% GDP,14.6,0.029,NA,NA,NA,NA,p.3,Cost of bailouts per year
24,Bailout cost,Unspecified,Labour and capital damages,2100,No climate change,% GDP,25.0,0.031,NA,NA,NA,NA,p.3,Cost of bailouts per year
25,Debt to GDP ratio,Unspecified,No climate change,2100,NA,ratio,0.83,0.04,NA,NA,NA,NA,p.3,Average debt-to-GDP ratio
26,Debt to GDP ratio,Unspecified,Labour productivity damages,2100,No climate change,ratio,1.55,0.09,NA,NA,NA,NA,p.3,Average debt-to-GDP ratio
27,Debt to GDP ratio,Unspecified,Capital stock damages,2100,No climate change,ratio,1.38,0.07,NA,NA,NA,NA,p.3,Average debt-to-GDP ratio
28,Debt to GDP ratio,Unspecified,Labour and capital damages,2100,No climate change,ratio,1.77,0.011,NA,NA,NA,NA,p.3,Average debt-to-GDP ratio
29,Temperature anomaly,Unspecified,No climate change,2100,NA,°C,3.0614,0.312,NA,NA,NA,NA,p.3,Temperature anomaly
30,Temperature anomaly,Unspecified,Labour productivity damages,2100,NA,°C,2.8107,0.461,NA,NA,NA,NA,p.3,Temperature anomaly
31,Temperature anomaly,Unspecified,Capital stock damages,2100,NA,°C,2.9612,0.411,NA,NA,NA,NA,p.3,Temperature anomaly
32,Temperature anomaly,Unspecified,Labour and capital damages,2100,NA,°C,2.7209,0.470,NA,NA,NA,NA,p.3,Temperature anomaly
33,Cumulative emissions,Unspecified,No climate change,2100,NA,GtCO2e,3061.4,98.51,NA,NA,NA,NA,p.3,Cumulative emissions at 2100
34,Cumulative emissions,Unspecified,Labour productivity damages,2100,NA,GtCO2e,2810.7,97.37,NA,NA,NA,NA,p.3,Cumulative emissions at 2100
35,Cumulative emissions,Unspecified,Capital stock damages,2100,NA,GtCO2e,2961.2,99.23,NA,NA,NA,NA,p.3,Cumulative emissions at 2100
36,Cumulative emissions,Unspecified,Labour and capital damages,2100,NA,GtCO2e,2720.9,109.1,NA,NA,NA,NA,p.3,Cumulative emissions at 2100
