,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Rice Yield,Tropics,Temp +5C,2000,Temp +0 to +3C,%,10,NA,NA,NA,NA,NA,12,Ceteris paribus.
1,Crop Yield,U.S.,Climate Change,2050,Extrapolated trends,%,-5,NA,NA,NA,NA,NA,12,For corn
2,Crop Yield,U.S. Southern Half,Climate Change,2050,Extrapolated trends,%,-25,NA,NA,NA,NA,NA,12,For soybeans
3,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield / ppm CO2,0.0978,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on CO2 term, no GDP/capita or Human Capital Index"
4,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield / ppm CO2,0.0998,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on CO2 term, with GDP/capita"
5,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield / ppm CO2,0.0705,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on CO2 term, with GDP/capita and Human Capital Index"
6,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield / (ppm CO2)^2,-0.0001,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on CO2-squared term, no GDP/capita or Human Capital Index"
7,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield / (ppm CO2)^2,-0.0001,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on CO2-squared term, with GDP/capita"
8,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield / (ppm CO2)^2,-0.0001,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on CO2-squared term, with GDP/capita and Human Capital Index"
9,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield / deg C,0.139,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on Temperature term, no GDP/capita or Human Capital Index"
10,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield / deg C,0.0918,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on Temperature term, with GDP/capita"
11,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield / deg C,0.0921,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on Temperature term, with GDP/capita and Human Capital Index"
12,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield / (deg C)^2,-0.0009,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on Temperature-squared term, no GDP/capita or Human Capital Index"
13,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield / (deg C)^2,-0.0010,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on Temperature-squared term, with GDP/capita"
14,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield / (deg C)^2,-0.0009,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on Temperature-squared term, with GDP/capita and Human Capital Index"
15,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield /(ppm CO2*deg C),-0.0004,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on CO2 * Temp term, no GDP/capita or Human Capital Index"
16,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield /(ppm CO2*deg C),-0.0003,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on CO2 * Temp term, with GDP/capita"
17,Soybean Yield,45 countries,Historical (1961-2013),2013,Varies by Country,Yield /(ppm CO2*deg C),-0.0003,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on CO2 * Temp term, with GDP/capita and Human Capital Index"
18,Rapeseed Yield,35 countries,Historical (1961-2013),2013,Varies by Country,Yield / ppm CO2,0.0192,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on CO2 term, no GDP/capita or Human Capital Index"
19,Rapeseed Yield,35 countries,Historical (1961-2013),2013,Varies by Country,Yield / ppm CO2,0.0182,NA,NA,NA,NA,NA,"p.17, Table 5","Coefficient on CO2 term, with GDP/capita"
