,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,European coastal areas,Unspecified,2024,No CC,%,40,NA,NA,NA,NA,NA,9,"This is the percentage of EU GDP generated in coastal areas exposed to sea level rise, indicating a high level of economic vulnerability. '2024' is used as a representative present year."
1,Temperature,Global,RCP8.5,2100,RCP4.5,°C,-2.0,NA,NA,NA,NA,NA,29,"RCP8.5 leads to an increase in global mean temperature between 5.0 and 6.0 °C. Mitigation alternative (i.e., RCP4.5) results in ~3.0 °C in 2100."
2,CO2 emissions cost,Global,RCP4.5,2075,2010,percent/year,13.5,NA,NA,NA,NA,NA,29,"Increase in the cost of emitting a ton of CO2 from 2010 to 2075, according to the study.  Value is the midpoint of the range 12-15."
3,Value Added from Forests,World,RCP2.6,2100,No adaptation,Bill US$,-1.8,NA,NA,NA,NA,NA,30,Impact without adaptation
4,Value Added from Forests,World,RCP4.5,2100,No adaptation,Bill US$,-1.5,NA,NA,NA,NA,NA,30,Impact without adaptation
5,Value Added from Forests,World,RCP8.5,2100,No adaptation,Bill US$,-2.5,NA,NA,NA,NA,NA,30,Impact without adaptation
6,Value Added from Forests,World,RCP2.6,2100,No CC,Bill US$,7.5,NA,NA,NA,NA,NA,30,Adaptation includes management
7,Value Added from Forests,World,RCP4.5,2100,No CC,Bill US$,5.2,NA,NA,NA,NA,NA,30,Adaptation includes management
8,Value Added from Forests,World,RCP8.5,2100,No CC,Bill US$,8.0,NA,NA,NA,NA,NA,30,Adaptation includes management
9,Value Added from Forests,World,RCP2.6,2100,No CC,Bill US$,28.7,NA,NA,NA,NA,NA,30,Adaptation includes management and harvesting
10,Value Added from Forests,World,RCP4.5,2100,No CC,Bill US$,17.4,NA,NA,NA,NA,NA,30,Adaptation includes management and harvesting
11,Value Added from Forests,World,RCP8.5,2100,No CC,Bill US$,26.4,NA,NA,NA,NA,NA,30,Adaptation includes management and harvesting
12,GDP,Global,RCP8.5,2100,No CC,%,-1.4,NA,NA,NA,NA,NA,32,Average decline with autonomous mechanization
13,GDP,Global,RCP8.5,2100,No CC,%,-1.8,NA,NA,NA,NA,NA,32,Approximately 0.4 percentage points less than with no autonomous mechanization
14,Temperature,Netherlands,KNMI’14 (W),2070,Natural variations,degrees C,0,NA,NA,NA,NA,NA,Page 45,Differences among scenarios are minor compared to natural temperature variations over 20-50 years.
15,Precipitation,Netherlands,KNMI’14 (W),2070,Natural variations,mm,0,NA,NA,NA,NA,NA,Page 45,Scenarios show little difference compared to natural decadal variability.
16,Sea Level Rise,Netherlands,KNMI’14 (W),2070,No CC,mm/year,0,NA,NA,NA,NA,NA,Page 45,Rate of rise is consistent across the four scenarios.
17,Wind Speed,Netherlands,KNMI’14 (W),2070,No CC,m/s,0,NA,NA,NA,NA,NA,Page 45,Weakest in the winter two scenarios but significant climate variation exists.
18,Visibility,Netherlands,KNMI’14 (W),2070,No CC,days,0,NA,NA,NA,NA,NA,Page 45,"Number of days with low visibility due to fog, clouds, or precipitation is expected to grow. Solar radiation at the earth’s surface could reduce."
19,Heavy Precipitation Events,Netherlands,KNMI’14 (W),2070,No CC,events,0,NA,NA,NA,NA,NA,Page 45,"Precipitation intensity may rise, leading to more frequent heavy precipitation events"
20,Temperature,Netherlands,KNMI’14 (G),2070,Natural variations,degrees C,0,NA,NA,NA,NA,NA,Page 45,Differences among scenarios are minor compared to natural temperature variations over 20-50 years.
21,Precipitation,Netherlands,KNMI’14 (G),2070,Natural variations,mm,0,NA,NA,NA,NA,NA,Page 45,Scenarios show little difference compared to natural decadal variability.
22,Sea Level Rise,Netherlands,KNMI’14 (G),2070,No CC,mm/year,0,NA,NA,NA,NA,NA,Page 45,Rate of rise is consistent across the four scenarios.
