,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP Exposure,Global,1.5°C warming,2050,Historical 50-year droughts,%,-58,NA,NA,NA,NA,NA,1,Historical 50-year droughts may double across 58% of global landmasses in a 1.5◦C warmer world.  (Assuming 2050 as a representative year for mid-century warming)
1,GDP Exposure,Global,2.0°C warming,2050,1.5°C warming,%,-9,NA,NA,NA,NA,NA,1,an additional 9% of world landmasses would be exposed to such catastrophic drought deteriorations relative to 1.5C warming. (Assuming 2050 as a representative year for mid-century warming)
2,GDP Exposure,More than 73 countries,1.5°C warming,2050,No CC,%,100,NA,NA,NA,NA,NA,1,More than 73 countries’ populations(GDP)will be completely affected by increasing drought risks under the 1.5◦C warming (Assuming 2050 as a representative year for mid-century warming)
3,GDP Exposure,Additional 17 countries,2.0°C warming,2050,1.5°C warming,%,100,NA,NA,NA,NA,NA,1,an extra 0.5◦C warming will further lead to an additional 17 countries suffering from an early unbearable situation (100% GDP exposure). (Assuming 2050 as a representative year for mid-century warming)
4,GDP exposure,Global,1.5°C warming level,2050,Historical period,%,0,NA,NA,NA,NA,NA,456,Mentions recording GDP in areas with more severe drought conditions and defines them as exposures. Assuming a representative year of 2050 for mid-century impacts. Reporting 0 as no specific value is provided on the page.
5,GDP exposure,Global,2.0°C warming level,2050,Historical period,%,0,NA,NA,NA,NA,NA,456,Mentions recording GDP in areas with more severe drought conditions and defines them as exposures. Assuming a representative year of 2050 for mid-century impacts. Reporting 0 as no specific value is provided on the page.
6,Population exposure,Global,1.5°C warming level,2050,Historical period,%,0,NA,NA,NA,NA,NA,456,Mentions recording population in areas with more severe drought conditions and defines them as exposures. Assuming a representative year of 2050 for mid-century impacts. Reporting 0 as no specific value is provided on the page.
7,Population exposure,Global,2.0°C warming level,2050,Historical period,%,0,NA,NA,NA,NA,NA,456,Mentions recording population in areas with more severe drought conditions and defines them as exposures. Assuming a representative year of 2050 for mid-century impacts. Reporting 0 as no specific value is provided on the page.
8,GDP Exposure,>67 countries,1.5°C warming target,2050,No CC,% of national GDP,100,NA,NA,NA,NA,NA,459,"At least 67 countries will see 100% of GDP exposed to more severe droughts, projected for mid-century as an approximation."
9,GDP Exposure,>140 countries,1.5°C warming target,2050,No CC,% of national GDP,50,NA,NA,NA,NA,NA,459,"At least 140 countries will see 50% of GDP exposed to more severe droughts, projected for mid-century as an approximation."
10,Population Exposure,>67 countries,1.5°C warming target,2050,No CC,% of national population,100,NA,NA,NA,NA,NA,459,"At least 67 countries will see 100% of population exposed to more severe droughts, projected for mid-century as an approximation."
11,Population Exposure,>140 countries,1.5°C warming target,2050,No CC,% of national population,50,NA,NA,NA,NA,NA,459,"At least 140 countries will see 50% of population exposed to more severe droughts, projected for mid-century as an approximation."
12,GDP exposure,Mexico,1.5°C,2050,historical 50-year drought," ""%""",65,NA,NA,NA,NA,NA,461,Lower bound of range; Approximate year based on typical climate scenario timelines.
13,GDP exposure,Mexico,1.5°C,2050,historical 50-year drought," ""%""",97,NA,NA,NA,NA,NA,461,Upper bound of range; Approximate year based on typical climate scenario timelines.
14,GDP exposure,Brazil,1.5°C,2050,historical 50-year drought," ""%""",65,NA,NA,NA,NA,NA,461,Lower bound of range; Approximate year based on typical climate scenario timelines.
15,GDP exposure,Brazil,1.5°C,2050,historical 50-year drought," ""%""",97,NA,NA,NA,NA,NA,461,Upper bound of range; Approximate year based on typical climate scenario timelines.
16,Population exposure,Mexico,1.5°C,2050,historical 50-year drought," ""%""",65,NA,NA,NA,NA,NA,461,Lower bound of range; Approximate year based on typical climate scenario timelines.
17,Population exposure,Mexico,1.5°C,2050,historical 50-year drought," ""%""",97,NA,NA,NA,NA,NA,461,Upper bound of range; Approximate year based on typical climate scenario timelines.
18,Population exposure,Brazil,1.5°C,2050,historical 50-year drought," ""%""",65,NA,NA,NA,NA,NA,461,Lower bound of range; Approximate year based on typical climate scenario timelines.
19,Population exposure,Brazil,1.5°C,2050,historical 50-year drought," ""%""",97,NA,NA,NA,NA,NA,461,Upper bound of range; Approximate year based on typical climate scenario timelines.
20,Drought Frequency,"Brazil, Mexico",1.5°C warming target,2070,Historical 50-year drought,%,95,NA,NA,NA,NA,NA,462,Percentage of grid cells (associated with around 90%–100% of the national population and GDP) where drought frequency is double the historical rate. Using midpoint of range 90-100.
21,Landmass Exposure,Global,1.5°C warming,2050,No CC,%,88,NA,NA,NA,NA,NA,466,Percentage of global landmass exposed to increasing drought risks. Year is an estimate.
22,Population Exposure,Global,1.5°C warming,2050,No CC,People,0,NA,NA,NA,NA,NA,466,Exposure defined as number of people exposed to areas where bivariate drought risks increase under the warming climate. Exact number not reported on this page. Year is an estimate.
23,GDP Exposure,Global,1.5°C warming,2050,No CC,GDP,0,NA,NA,NA,NA,NA,466,Exposure defined as amount of GDP exposed to areas where bivariate drought risks increase under the warming climate. Exact amount not reported on this page. Year is an estimate.
24,GDP exposure,Global,SSP126,2100,1.5°C warming target,billion USD,81116.1,NA,NA,NA,NA,NA,Page 17,"Difference between 116991.1 and 35875.0 at 2.0°C warming, assumed to occur by 2100"
25,GDP exposure,Global,SSP124,2100,1.5°C warming target,billion USD,22027.6,NA,NA,NA,NA,NA,Page 17,"Difference between 56271.6 and 34244.0 at 2.0°C warming, assumed to occur by 2100"
26,GDP exposure,Global,SSP585,2100,1.5°C warming target,billion USD,23247.7,NA,NA,NA,NA,NA,Page 17,"Difference between 58916.2 and 35668.5 at 2.0°C warming, assumed to occur by 2100"
