,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Food inflation,Global,NA,2021,No CC,percentage points,0.17,NA,NA,NA,NA,NA,2,Cumulative effect over the 12 months following a 1°C increase in monthly temperature in country-months with a temperature of 25°C. Year refers to the initial shock.
1,Food Inflation,Europe,SSP126,2035,No CC,percentage points per year,0.2,0.1,NA,NA,NA,NA,5,Estimated from graph (c) description
2,Food Inflation,Europe,SSP585,2035,No CC,percentage points per year,0.5,0.2,NA,NA,NA,NA,5,Estimated from graph (c) description
3,Food Inflation,Sub-Saharan Africa,SSP126,2035,No CC,percentage points per year,1.5,0.5,NA,NA,NA,NA,5,Estimated from graph (c) description
4,Food Inflation,Sub-Saharan Africa,SSP585,2035,No CC,percentage points per year,3.0,1.0,NA,NA,NA,NA,5,Estimated from graph (c) description
5,Food Inflation,South Asia,SSP126,2035,No CC,percentage points per year,2.0,0.7,NA,NA,NA,NA,5,Estimated from graph (c) description
6,Food Inflation,South Asia,SSP585,2035,No CC,percentage points per year,4.0,1.5,NA,NA,NA,NA,5,Estimated from graph (c) description
7,Headline Inflation,Europe,SSP126,2035,No CC,percentage points per year,0.1,0.05,NA,NA,NA,NA,5,Estimated from graph (d) description
8,Headline Inflation,Europe,SSP585,2035,No CC,percentage points per year,0.3,0.1,NA,NA,NA,NA,5,Estimated from graph (d) description
9,Headline Inflation,High Latitude North America,SSP126,2035,No CC,percentage points per year,0.1,0.05,NA,NA,NA,NA,5,Estimated from graph (d) description
10,Headline Inflation,High Latitude North America,SSP585,2035,No CC,percentage points per year,0.3,0.1,NA,NA,NA,NA,5,Estimated from graph (d) description
11,Headline Inflation,South Asia,SSP126,2035,No CC,percentage points per year,1.0,0.3,NA,NA,NA,NA,5,Estimated from graph (d) description
12,Headline Inflation,South Asia,SSP585,2035,No CC,percentage points per year,2.5,0.8,NA,NA,NA,NA,5,Estimated from graph (d) description
13,Headline Inflation,Sub-Saharan Africa,SSP126,2035,No CC,percentage points per year,1.2,0.4,NA,NA,NA,NA,5,Estimated from graph (d) description
14,Headline Inflation,Sub-Saharan Africa,SSP585,2035,No CC,percentage points per year,2.8,0.9,NA,NA,NA,NA,5,Estimated from graph (d) description
15,Food Inflation,Global,NA,2021,No CC,%-points/1.5°C,0.38,NA,NA,NA,NA,NA,8,Contemporaneous impact. Last year of data.
16,Inflation,Global,NA,2021,Baseline Temp,%-points/1.5°C,0.17,NA,NA,NA,NA,NA,8,"Evaluated from Column 1 of Supplementary Table S2, considering hottest months across countries. Last year of data."
17,Inflation,Global,NA,2021,Baseline Temp,%-points/1.5°C,0.49,NA,NA,NA,NA,NA,8,"Evaluated from Column 1 of Supplementary Table S2, considering hottest months across countries persisting across all three months of a quarter. Last year of data."
18,Food Inflation,Global,SSP585/SSP126,2035,NA,%-points per year,1,NA,NA,NA,NA,3,8,Persistent upward pressures on annual food inflation resulting from projected temperatures for 2035. Using 1 because the range is 1-3
