,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agriculture,Solar PV,Brazil,RCP4.5,PV energy potential,MonetaryBenefits,Economic,Need,kWh/m2/day,0.840,NA,NA,NA,NA,NA,Equation (1),Mean electricity that can be generated per square meter of solar panels during a day in the NEB.
1,All,PV,Brazil,RCP4.5,Payoff Time,RateOfReturn(),Monetary,N/A,years,7,NA,NA,NA,NA,NA,Page 10,Payoff time for PV investments considering 4% interest rates.
2,All,PV,Brazil,RCP4.5,Revenue Multiple,RateOfReturn(),Monetary,N/A,Multiple of interest rate,2.74,NA,NA,NA,NA,NA,Page 10,Gross annual revenues of PV energy generation alone correspond to 2.74 times the interest earned in the financial market at 6.5% interest.
3,All,PV,Brazil,RCP4.5,PV System Cost,CapExCost,Monetary,Need,US$/Wp,2.67,NA,NA,NA,NA,NA,Page 10,Cost to calculate PV system costs.
4,All,PV,Brazil,RCP4.5,Electricity Price,MonetaryBenefits,Monetary,Lead,US$/kWh,0.0358,NA,NA,NA,NA,NA,Page 10,PV electricity price contracted in Brazil's April 2018 Generation Auction A-4/2018.
5,All,PV,Brazil,RCP4.5,Electricity Price,MonetaryBenefits,Monetary,Lead,US$/kWh,0.0604,NA,NA,NA,NA,NA,Page 10,Hydroelectricity and thermal biomass electricity price contracted in Brazil's April 2018 Generation Auction A-4/2018.
6,Agriculture,Photovoltaic Energy,Brazil,RCP4.5,Annual Revenue,MonetaryBenefits [USD / yr],Monetary,N/A,USD / yr,219000,NA,NA,NA,NA,NA,"Page 12, Table III",The annual revenue generated in this study is from a 1-hectare PV plant. It considers multiple factors including energy production and market value.
7,Agriculture,Any,Brazil,RCP4.5,Economic Value,MonetaryBenefits,Economic,Need,US$/hectare,913.00,NA,NA,NA,NA,NA,Table IV,Annual maize production per hectare in the NEB.
8,Energy,Any,Brazil,RCP4.5,Economic Value,MonetaryBenefits,Economic,Need,Multiple,500,NA,NA,NA,NA,NA,Page 511,"PV generation approximately 500 times larger compared to the gross economic value resulting from the production of rain fed maize, a traditional subsistence culture in the region, per unit area. This comparison accounts for energy generation and maize production values."
9,Agriculture,Solar PV,Brazil,RCP4.5,Annual Income,MonetaryBenefits,Economic,Lead,$,6000,NA,NA,NA,NA,NA,Page 14,Refers to income generation from fish production in an agrivoltaic system.
10,Agriculture,Solar PV,Brazil,RCP4.5,Economic Value,MonetaryBenefits,Economic,Need,ratio,500,NA,NA,NA,NA,NA,Page 15,"Economic yield of PV energy production is of the order of 500 times higher per unit area compared to cultivating maize, considering a year of regular rainfall."
