,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,China,ACI shock,2021,Pre-shock,%,-0.2,NA,NA,NA,NA,NA,10,"Drop in first quarter post weather shock, effects seen from 2001-2020."
1,GDP,China,ACI shock,2021,Pre-shock,%,-0.5,NA,NA,NA,NA,NA,10,"Maximum drop in the third quarter post weather shock, effects seen from 2001-2020."
2,GDP,China,No policy response,2025,Policy response,%,-0.07,NA,NA,NA,NA,NA,13,Difference between -0.49% (no monetary policy) and -0.42% (actual data) after 20 quarters.
3,GDP,China,"ACI Shock, no policy",2025,Initial level,%,-0.49,NA,NA,NA,NA,NA,13,"Drop in GDP after 20 quarters, 1 std dev weather shock, no policy response."
4,GDP,China,ACI Shock,2025,Initial level,%,-0.42,NA,NA,NA,NA,NA,13,"Drop in GDP after 20 quarters, 1 std dev weather shock."
5,Bank Loans to Assets Ratio,China,ACI,2020,No CC,percentage point,-0.232,NA,NA,NA,NA,NA,14,One-unit increase in ACI causes the bank loans to assets ratio to drop by 0.232 percentage points according to baseline specification.
6,Bank Loans to Assets Ratio,China,ACI Jump (HP Filtered),2020,No CC,percentage point,-0.374,NA,NA,NA,NA,NA,14,Jump event defined as HP filtered ACI exceeding mean by 1.65 times the standard deviation.
7,Bank Loans to Assets Ratio,China,ACI Jump (Original),2020,No CC,percentage point,-0.568,NA,NA,NA,NA,NA,14,Jump event defined as original ACI exceeding mean by 1.65 times the standard deviation.
8,Bank Loans to Assets Ratio,China,ACI (excl 08-09),2020,No CC,percentage point,-0.140,NA,NA,NA,NA,NA,14,Excludes observations from 2008-2009.
9,Bank Loans to Assets Ratio,China,ACI (excl 2020),2020,No CC,percentage point,-0.214,NA,NA,NA,NA,NA,14,Excludes observations from 2020 (COVID-19).
10,Bank Loans,China,ACI,2020,No CC,NA,0,NA,NA,NA,NA,NA,14,Extreme weather reduces bank loans obtained by companies. Reported as a 0 value because the direction of impact (reduction) is already represented by the description. 
11,Bank Loans,China,ACI shocks,2020,No CC,coefficient,0.0015,NA,NA,NA,NA,NA,16,Mean of coefficient estimates from placebo test.
12,Expected Default Probability,China,Weather risks,2020,No CC,coefficient,0.00,NA,NA,NA,NA,NA,15,Setting value to zero as it's a qualitative result. Weather risks significantly increase the expected default probability.
13,Bank Loans,China,ACI shocks,2020,No CC,coefficient,-0.232,NA,1%,-0.048,NA,NA,16,Baseline coefficient smaller than the 1st percentile of artificial samples.
14,Value Added,China,ACI,2020,No CC,%,-0.8,NA,NA,NA,NA,NA,23,One unit change in ACI reduces firm value added by 0.8%
15,GDP,China,ACI shock,2020,No CC,%,-0.5,NA,NA,NA,NA,NA,25,Drop in GDP in the third quarter following a one standard deviation shock to the ACI index.
16,GDP Fluctuations,China,ACI shock,2020,No CC,%,14.2,NA,NA,NA,NA,NA,25,Weather shocks account for this percentage of GDP fluctuations in the long run.
17,Bank Loans,China,ACI shock,2020,No CC,Log Loans,-1,NA,NA,NA,NA,NA,26,"Bank loans drop after an ACI shock. Magnitude is smaller after controlling for national loan demand index, log assets of the bank, and the deposit to loan ratio for the bank."
18,GDP,China,ACI shock,2020,No shock,percent,-0.4,NA,2.5%,NA,97.5%,NA,33,Maximum negative GDP impact after approximately 8 quarters
19,CPI,China,ACI shock,2020,No shock,percent,0.1,NA,2.5%,NA,97.5%,NA,33,Maximum CPI increase after approximately 5 quarters
20,Interest Rate,China,ACI shock,2020,No shock,percent,-0.15,NA,2.5%,NA,97.5%,NA,33,Maximum interest rate decrease after approximately 7 quarters
21,Credit,China,ACI shock,2020,No shock,percent,-0.4,NA,2.5%,NA,97.5%,NA,33,Maximum credit reduction after approximately 7 quarters
22,GDP,China,ACI,2001,-,NA,-0.01,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
23,GDP,China,ACI,2002,-,NA,-0.02,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
24,GDP,China,ACI,2003,-,NA,-0.01,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
25,GDP,China,ACI,2004,-,NA,0.005,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
26,GDP,China,ACI,2005,-,NA,-0.005,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
27,GDP,China,ACI,2006,-,NA,0.01,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
28,GDP,China,ACI,2007,-,NA,0.01,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
29,GDP,China,ACI,2008,-,NA,0.005,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
30,GDP,China,ACI,2009,-,NA,0.02,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
31,GDP,China,ACI,2010,-,NA,0.03,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
32,GDP,China,ACI,2011,-,NA,0.025,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
33,GDP,China,ACI,2012,-,NA,0.015,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
34,GDP,China,ACI,2013,-,NA,0.01,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
35,GDP,China,ACI,2014,-,NA,0.015,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
36,GDP,China,ACI,2015,-,NA,0.01,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
37,GDP,China,ACI,2016,-,NA,0.01,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
38,GDP,China,ACI,2017,-,NA,0.015,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
39,GDP,China,ACI,2018,-,NA,0.005,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
40,GDP,China,ACI,2019,-,NA,0.005,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
41,GDP,China,ACI,2020,-,NA,-0.03,NA,NA,NA,NA,NA,"Page 35, Figure 6",Estimated from historical decomposition due to weather shocks
42,GDP,China,No Monetary Policy,2020,Monetary Policy,percent,-0.6,NA,NA,NA,NA,NA,36,This represents the maximum difference between the counterfactual (no monetary policy response) and the factual (with monetary policy response) after a weather shock. Year 2020 is selected as the end of the data series.
43,GDP,China,ACI,2020,ACI shock,% variation explained,2.797469,NA,NA,NA,NA,NA,Table 1: Page 40,Q1
44,GDP,China,ACI,2020,ACI shock,% variation explained,14.59756,NA,NA,NA,NA,NA,Table 1: Page 40,Q4
45,GDP,China,ACI,2020,ACI shock,% variation explained,18.06606,NA,NA,NA,NA,NA,Table 1: Page 40,Q8
46,GDP,China,ACI,2020,ACI shock,% variation explained,18.2578,NA,NA,NA,NA,NA,Table 1: Page 40,Q16
