,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Economic damages,Global,RCP8.5,2100,Deterministic model,Trillion USD,77,NA,5%,563,NA,NA,Page 2,Difference between stochastic 5% chance and deterministic forecast of $486 trillion damages ($563-$486) for RCP8.5
1,Economic damages,Global,RCP8.5,2100,Deterministic model,%,0,NA,5%,-13,95%,16,Page 2,Range for stochastic model relative to deterministic forecast
2,Economic damages,Global,RCP2.6,2100,Deterministic model,%,0,NA,5%,-30,95%,52,Page 2,Range for stochastic model relative to deterministic forecast
3,Economic damages,Global,RCP8.5,2100,No CC,Trillion USD,486,NA,NA,NA,NA,NA,Page 2,Deterministic model forecast of total damages
4,Economic damages,Global,RCP2.6,2100,No CC,Trillion USD,30,NA,NA,NA,NA,NA,Page 2,Deterministic model forecast of total damages
5,Economic damages,Global,RCP2.6,2100,Deterministic model,Trillion USD,3,NA,NA,NA,NA,NA,Page 3,Risk premium for temperature variability
6,Economic damages,Global,RCP4.5,2100,Deterministic model,Trillion USD,9,NA,NA,NA,NA,NA,Page 3,Risk premium for temperature variability
7,Economic damages,Global,RCP6.0,2100,Deterministic model,Trillion USD,15,NA,NA,NA,NA,NA,Page 3,Risk premium for temperature variability
8,Economic damages,Global,RCP8.5,2100,Deterministic model,Trillion USD,32,NA,NA,NA,NA,NA,Page 3,Risk premium for temperature variability
9,Global output percentage,Global,RCP2.6,2100,Deterministic model,%,4,NA,NA,NA,NA,NA,Page 3,Risk premium for temperature variability
10,Global output percentage,Global,RCP8.5,2100,Deterministic model,%,40,NA,NA,NA,NA,NA,Page 3,Risk premium for temperature variability
11,Economic damages,Global,RCP2.6,2100,Deterministic model,%,6,NA,NA,NA,13%,NA,Page 3,Additional damages due to the interaction of aleatory and epistemic uncertainty
12,Economic damages,Global,RCP8.5,2100,Deterministic model,%,6,NA,NA,NA,13%,NA,Page 3,Additional damages due to the interaction of aleatory and epistemic uncertainty
13,Risk Premium,Global,RCP8.5,2100,Aleatory only,Trillion USD,32,NA,NA,NA,NA,NA,Fig. 3,Risk premium when all uncertainty is aleatory
14,Risk Premium,Global,RCP8.5,2100,Aleatory x Epistemic,Trillion USD,14,NA,NA,NA,NA,NA,Fig. 3,Additional risk premium arising from an interaction between aleatory and epistemic uncertainty
15,Risk Premium,Global,RCP8.5,2100,Aleatory only,Trillion USD,46,NA,NA,NA,NA,NA,Fig. 3,Total risk premium (58% due to aleatory-epistemic interaction)
16,Risk Premium,Global,RCP6.0,2100,Aleatory only,Trillion USD,15,NA,NA,NA,NA,NA,Fig. 3,Risk premium when all uncertainty is aleatory
17,Risk Premium,Global,RCP6.0,2100,Aleatory x Epistemic,Trillion USD,16,NA,NA,NA,NA,NA,Fig. 3,Additional risk premium arising from an interaction between aleatory and epistemic uncertainty
18,Risk Premium,Global,RCP6.0,2100,Aleatory only,Trillion USD,31,NA,NA,NA,NA,NA,Fig. 3,Total risk premium (39% due to aleatory-epistemic interaction)
19,Risk Premium,Global,RCP4.5,2100,Aleatory only,Trillion USD,9,NA,NA,NA,NA,NA,Fig. 3,Risk premium when all uncertainty is aleatory
20,Risk Premium,Global,RCP4.5,2100,Aleatory x Epistemic,Trillion USD,16,NA,NA,NA,NA,NA,Fig. 3,Additional risk premium arising from an interaction between aleatory and epistemic uncertainty
21,Risk Premium,Global,RCP4.5,2100,Aleatory only,Trillion USD,25,NA,NA,NA,NA,NA,Fig. 3,Total risk premium (31% due to aleatory-epistemic interaction)
22,Risk Premium,Global,RCP2.6,2100,Aleatory only,Trillion USD,3,NA,NA,NA,NA,NA,Fig. 3,Risk premium when all uncertainty is aleatory
23,Risk Premium,Global,RCP2.6,2100,Aleatory x Epistemic,Trillion USD,6,NA,NA,NA,NA,NA,Fig. 3,Additional risk premium arising from an interaction between aleatory and epistemic uncertainty
24,Risk Premium,Global,RCP2.6,2100,Aleatory only,Trillion USD,9,NA,NA,NA,NA,NA,Fig. 3,Total risk premium (11% due to aleatory-epistemic interaction)
