,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,Tropical countries,NDC reference scenario,2100,No CC,percent,-60,NA,NA,NA,NA,NA,Page 1,Estimates the GDP reduction in tropical countries under the assumption of maintaining ambition as reflected in current NDCs up to 2100.
1,GDP per capita,Tropical Countries,Current NDCs,2100,No CC,%,-60,NA,NA,NA,NA,NA,Highlights,"This is a high-level result summarized in the Highlights section, not specifically on page 4."
2,GDP per capita,"LatAm, S Asia, LDCs, SIDS",1.5◦C consistent pathway,2050,No CC,%,-11,NA,NA,NA,NA,NA,701,Median reduction
3,GDP per capita,"LatAm, S Asia, LDCs, SIDS",BE33,2050,No CC,%,-14,NA,NA,NA,NA,NA,701,Median reduction
4,GDP per capita,"LatAm, S Asia, LDCs, SIDS",NDC reference scenario,2050,No CC,%,-17,NA,NA,NA,NA,NA,701,Baseline pathway of current NDCs; Median reduction
5,GDP per capita,"LatAm, S Asia, LDCs, SIDS",1.5◦C consistent pathway,2100,No CC,%,-29,NA,NA,NA,NA,NA,701,Median reduction
6,GDP per capita,"LatAm, S Asia, LDCs, SIDS",BE33,2100,No CC,%,-43,NA,NA,NA,NA,NA,701,Median reduction
7,GDP per capita,"LatAm, S Asia, LDCs, SIDS",NDC reference scenario,2100,No CC,%,-43,NA,NA,NA,NA,NA,701,Baseline pathway of current NDCs; Median reduction
8,Emissions,Global,High CAT Pledges,2030,NA,Gt CO2eq.,56.2,NA,NA,NA,NA,NA,Table 1,As reference
9,Temperature,Global,High CAT Pledges,2100,1750,°C,3.0,NA,NA,NA,NA,NA,Table 1,GMT median increase
10,Emissions,Global,NDC reference,2030,NA,Gt CO2eq.,54.8,NA,NA,NA,NA,NA,Table 1,
11,Temperature,Global,NDC reference,2100,1750,°C,2.8,NA,NA,NA,NA,NA,Table 1,GMT median increase
12,Emissions,Big Emitters,NDC 5% reduction,2030,NA,Gt CO2eq.,52.7,NA,NA,NA,NA,NA,Table 1,
13,Temperature,Big Emitters,NDC 5% reduction,2100,1750,°C,2.56,NA,NA,NA,NA,NA,Table 1,GMT median increase
14,Emissions,All Countries,NDC 5% reduction,2030,NA,Gt CO2eq.,52.2,NA,NA,NA,NA,NA,Table 1,
15,Temperature,All Countries,NDC 5% reduction,2100,1750,°C,2.52,NA,NA,NA,NA,NA,Table 1,GMT median increase
16,Emissions,Big Emitters,NDC 10% reduction,2030,NA,Gt CO2eq.,50.6,NA,NA,NA,NA,NA,Table 1,
17,Temperature,Big Emitters,NDC 10% reduction,2100,1750,°C,2.43,NA,NA,NA,NA,NA,Table 1,GMT median increase
18,Emissions,All Countries,NDC 10% reduction,2030,NA,Gt CO2eq.,49.6,NA,NA,NA,NA,NA,Table 1,
19,Temperature,All Countries,NDC 10% reduction,2100,1750,°C,2.35,NA,NA,NA,NA,NA,Table 1,GMT median increase
20,Emissions,Big Emitters,NDC 25% reduction,2030,NA,Gt CO2eq.,44.3,NA,NA,NA,NA,NA,Table 1,
21,Temperature,Big Emitters,NDC 25% reduction,2100,1750,°C,2.1,NA,NA,NA,NA,NA,Table 1,GMT median increase
22,Emissions,All Countries,NDC 25% reduction,2030,NA,Gt CO2eq.,41.8,NA,NA,NA,NA,NA,Table 1,
23,Temperature,All Countries,NDC 25% reduction,2100,1750,°C,2.0,NA,NA,NA,NA,NA,Table 1,GMT median increase
24,Emissions,Big Emitters,NDC 33% reduction,2030,NA,Gt CO2eq.,41.0,NA,NA,NA,NA,NA,Table 1,
25,Temperature,Big Emitters,NDC 33% reduction,2100,1750,°C,1.9,NA,NA,NA,NA,NA,Table 1,GMT median increase
26,Emissions,All Countries,NDC 33% reduction,2030,NA,Gt CO2eq.,37.75,NA,NA,NA,NA,NA,Table 1,
27,Temperature,All Countries,NDC 33% reduction,2100,1750,°C,1.75,NA,NA,NA,NA,NA,Table 1,GMT median increase
28,GDP,LDCs,NDC ref,2050,No CC,%,-20,NA,NA,NA,NA,NA,7,Median value
29,GDP,LDCs,33% ambition,2050,No CC,%,-17,NA,NA,NA,NA,NA,7,Median value
30,GDP,LDCs,1.5◦C,2050,No CC,%,-14,NA,NA,NA,NA,NA,7,Median value
31,GDP,LDCs,NDC ref,2100,No CC,%,-66,NA,NA,NA,NA,NA,7,Median value
32,GDP,LDCs,33% ambition,2100,No CC,%,-50,NA,NA,NA,NA,NA,7,Median value
33,GDP,LDCs,1.5◦C,2100,No CC,%,-34,NA,NA,NA,NA,NA,7,Median value
34,Sea-level rise,Global,NDC ref,2100,1986–2005,cm,64,NA,NA,NA,NA,NA,7,Median value
35,Sea-level rise,Global,33% ambition,2100,1986–2005,cm,54,NA,NA,NA,NA,NA,7,Median value
36,Sea-level rise,Global,1.5◦C,2100,1986–2005,cm,45,NA,NA,NA,NA,NA,7,Median value
37,Sea-level rise,Global,NDC ref,2300,1986–2005,cm,190,NA,NA,NA,NA,NA,7,Median value
38,Sea-level rise,Global,33% ambition,2300,1986–2005,cm,140,NA,NA,NA,NA,NA,7,Median value
39,Sea-level rise,Global,1.5◦C,2300,1986–2005,cm,100,NA,NA,NA,NA,NA,7,Median value
40,Temperature,Global,NDC ref,2100,1986–2005,°C,2.7,NA,NA,NA,NA,NA,7,Median increase in annual maximum temperature
41,Temperature,Global,33% ambition,2100,1986–2005,°C,1.8,NA,NA,NA,NA,NA,7,Median increase in annual maximum temperature
42,Temperature,Global,1.5◦C,2100,1986–2005,°C,1.1,NA,NA,NA,NA,NA,7,Median increase in annual maximum temperature
