,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Labour productivity lost,Western Africa,SRES A2,2050,Not specified,Percentage points,3.4,NA,NA,NA,NA,NA,Page 3,The number of lost working days due to high temperature is expected to increase by this amount from an already high level of lost days per year.
1,Rice yields,Western Africa,Not specified,2017,No adaptation,Percentage,-45,NA,NA,NA,NA,NA,Page 3,"Without adaptation, irrigated rice yields in the dry season could decrease substantially. Reference year is publication year."
2,Rice yields,Western Africa,Not specified,2017,With adaptation,Percentage,-15,NA,NA,NA,NA,NA,Page 3,Adaptation measures could lead to a lesser but still significant decrease in rice yields. Reference year is publication year.
3,GDP per capita growth,African countries,NA,2015,No CC,percent,-0.10,NA,NA,NA,NA,NA,7,Average annual losses due to climate variability. Lower bound estimate.
4,GDP per capita growth,African countries,NA,2015,No CC,percent,-0.15,NA,NA,NA,NA,NA,7,Average annual losses due to climate variability. Upper bound estimate.
5,GDP per capita,African countries,NA,2000,No CC,percent,-15,NA,NA,NA,NA,NA,7,Only due to precipitation.
6,GDP,Low-income countries,NA,2006,No CC,percent,-0.3,NA,NA,NA,NA,NA,7,Climate-related disasters.
7,GDP,High-income countries,NA,2006,No CC,percent,-0.1,NA,NA,NA,NA,NA,7,Climate-related disasters.
8,GDP per capita,African countries,NA,2015,GDP per capita growth baseline,percent reduction,5,NA,NA,NA,NA,NA,7,Cumulative reduction over 30-year period. Lower bound estimate.
9,GDP per capita,African countries,NA,2015,GDP per capita growth baseline,percent reduction,15,NA,NA,NA,NA,NA,7,Cumulative reduction over 30-year period. Upper bound estimate.
10,GDP per capita,African countries,NA,2014,Socioeconomic factors,unitless,0.32,NA,NA,NA,NA,NA,7,"Ratio of effect of climate variables (temperature and precipitation) against control variables and time trend (current-year ratio). The higher the number, the more important is climate variables."
11,GDP per capita,African countries,NA,2014,Socioeconomic factors,unitless,0.17,NA,NA,NA,NA,NA,7,"Ratio of effect of climate variables (temperature and precipitation) against control variables and time trend (10-year lagged consequences). The higher the number, the more important is climate variables."
12,GDP per capita,African countries,NA,2014,Temperature,unitless,0.52,NA,NA,NA,NA,NA,7,"Ratio of effects of temperature and precipitation. The higher the number, the more important is temperature."
13,GDP per capita growth,Southern African countries,RCP8.5,2030,RCP2.6,times higher,-2.6,NA,NA,NA,NA,NA,p8,Median GDP per capita risk
14,GDP per capita,Western Africa,RCP8.5,2050,SSP2,percent reduction,-10,NA,NA,NA,NA,NA,p8,Median
15,GDP per capita,Eastern Africa,RCP8.5,2050,SSP2,percent reduction,-10,NA,NA,NA,NA,NA,p8,Median
16,Macroeconomic risks,African countries,RCP8.5,2050,RCP2.6,times higher,-2,NA,NA,NA,NA,NA,p8,Regional median macroeconomic risks
17,GDP growth,Eastern Africa,RCP2.6,2030,SSP2,%,0.19,NA,25%,-1.42,75%,0.53,9,Median value
18,GDP growth,Eastern Africa,RCP8.5,2030,SSP2,%,0.70,NA,25%,-1.94,75%,0.20,9,Median value
19,GDP growth,Central Africa,RCP2.6,2030,SSP2,%,1.85,NA,25%,-4.18,75%,0.20,9,Median value
20,GDP growth,Central Africa,RCP8.5,2030,SSP2,%,2.30,NA,25%,-4.79,75%,0.33,9,Median value
21,GDP growth,Northern Africa,RCP2.6,2030,SSP2,%,0.47,NA,25%,-2.48,75%,0.50,9,Median value
22,GDP growth,Northern Africa,RCP8.5,2030,SSP2,%,0.97,NA,25%,-2.96,75%,0.26,9,Median value
23,GDP growth,Southern Africa,RCP2.6,2030,SSP2,%,0.97,NA,25%,-2.83,75%,0.22,9,Median value
24,GDP growth,Southern Africa,RCP8.5,2030,SSP2,%,0.89,NA,25%,-2.67,75%,0.16,9,Median value
25,GDP growth,Western Africa,RCP2.6,2030,SSP2,%,0.87,NA,25%,-3.06,75%,0.89,9,Median value
26,GDP growth,Western Africa,RCP8.5,2030,SSP2,%,1.64,NA,25%,-4.77,75%,0.33,9,Median value
27,Income Convergence,African countries,RCP8.5,2050,SSP2,Years delay,10,NA,NA,NA,NA,NA,9,Median delay
28,Income Convergence,African countries,RCP8.5,2050,SSP2,Years delay,11,NA,NA,NA,NA,NA,9,Median delay
29,Income Convergence,African countries,RCP8.5,2050,SSP2,Years delay,19,NA,NA,NA,95%,NA,9,Upper bound 95% CI
30,Income Convergence,African countries,RCP2.6,2050,SSP2,Years delay,5,NA,NA,NA,NA,NA,9,Median delay
31,Income Convergence,African countries,RCP2.6,2050,SSP2,Years delay,7,NA,NA,NA,NA,NA,9,Median delay
