,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agriculture,Quarantine,USA,NA,Product value threatened,BaselineImpact,Monetary,Need,billion USD,12,NA,NA,NA,NA,NA,Page 234,Value of fruit producing industry threatened by medfly (Ceratitis capitata).
1,Agriculture,Pest Control,Australia,NA,Economic Loss,BaselineImpact,Economic,Need,AUS$ million,100,NA,NA,NA,NA,NA,p. 232,Losses due to B. papayae spread prior to eradication.
2,Agriculture,Eradication,Australia,NA,AdaptationCost,AdaptationCost,Economic,Need,AUS$ million,34,NA,NA,NA,NA,NA,p. 232,Cost of B. papayae eradication campaign.
3,Agriculture,Pest Control,Middle East,NA,Economic Loss,BaselineImpact,Economic,Need,$ million/year,192,NA,NA,NA,NA,NA,p. 232,Annual losses due to C. capitata.
4,Agriculture,Pest Control,California,NA,Economic Loss,BaselineImpact,Economic,Need,$ million,910,NA,NA,NA,NA,NA,p. 232,Estimated loss in California if fruit fly infestation remained uncontrolled.
5,Agriculture,Pest Control,California,NA,AdaptationCost,AdaptationCost,Economic,Need,$ million,290,NA,NA,NA,NA,NA,p. 232,Amount spent for control interventions in California.
6,Agriculture,Eradication,California,NA,Economic Loss,BaselineImpact,Economic,Need,US$ million/year,176,NA,NA,NA,NA,NA,p. 232,Annual losses due to failure to eradicate oriental fruit fly from California
7,Agriculture,Pest Control,California,NA,Economic Loss,BaselineImpact,Economic,Need,US$ billion/year,1.8,NA,NA,NA,NA,NA,p. 232,Potential annual losses if Mediterranean fruit fly becomes established in California
8,Agriculture,Eradication,USA,NA,Cost Estimation,AdaptationCost,Monetary,Need,million USD / campaign,32,NA,NA,NA,NA,NA,Papadopoulos et al. 2013,Average cost of a single eradication campaign.
9,Agriculture,Eradication,USA,NA,Cost Estimation,AdaptationCost,Monetary,Need,million USD,100,NA,NA,NA,NA,NA,Carey 2010,Cost of the eradication effort in 1980–81 in the San Francisco Bay Area.
10,Agriculture,Eradication,Japan,NA,Cost Estimation,AdaptationCost,Monetary,Need,million USD,177.2,NA,NA,NA,NA,NA,Ito et al. 2003,Cost of four eradication campaigns against the melon fly in Okinawa prefecture of Japan from 1973 to 1992.
11,Agriculture,Quarantine,USA,NA,Revenue Loss,AvoidedImpact,Economic,Need,million USD,564,NA,NA,NA,NA,NA,Siebert and Cooper (1995),Estimated revenue loss following an embargo on Californian fruits by Asian countries because of medfly establishment.
12,Agriculture,Quarantine,USA,NA,Job Loss,AvoidedImpact,Economic,Need,jobs,14000,NA,NA,NA,NA,NA,Siebert and Cooper (1995),Loss of jobs following an embargo on Californian fruits by Asian countries because of medfly establishment.
13,Agriculture,Exclusion and Detection,USA,NA,Expenditure,AdaptationCost,Fiscal,Need,million USD / year,63,NA,NA,NA,NA,NA,Anonymous 2011b,USDA-APHIS expenditure for fruit fly exclusion and detection in 2010.
14,Agriculture,Eradication,USA,NA,Potential Impact,BaselineImpact,Economic,Need,million USD,927.75,NA,NA,NA,NA,NA,Erikson 2000 cited in Sequeira et al. 2001,Potential impact of A. ludens establishment in the USA.
15,Agriculture,Pest Management,Mexico,NA,Expenditure,OpExCost,Monetary,Need,million USD / yr,1.5,NA,NA,NA,NA,NA,Page 604,SAG invests approximately US $1.5 million per year to manage the National Fruit Fly Detection System
16,Agriculture,Trade,Mexico,NA,MonetaryBenefits,MonetaryBenefits,Monetary,Lead,million USD / yr,10.3,NA,NA,NA,NA,NA,Page 604,Citrus exports from the Sonora PFA to the United States were valued at US $10.3 million in 2002
17,Agriculture,Job Creation,Mexico,NA,NonMonetaryBenefits,MonetaryBenefits,Economic,Lead,million USD / yr,3.2,NA,NA,NA,NA,NA,Page 604,"These exports generated 2,000 jobs per year valued at US $3.2 million"
18,Agriculture,Eradication campaign,Australia,B. papayae invasion,AdaptationCost,AdaptationCost,Monetary,Need,AU$ million,33.5,NA,NA,NA,NA,NA,Page 623,Cost of the 42-month eradication campaign against B. papayae.
