,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Health,Reactive Adaptation,Tanzania,1°C by 2030,Economic Costs,BaselineImpact,Economic,Need,% GDP,0.32,NA,NA,NA,NA,NA,Page 2,Includes reactive adaptation costs of cholera due to climate change.
1,Health,Reactive Adaptation,Tanzania,2°C by 2030,Economic Costs,BaselineImpact,Economic,Need,% GDP,1.4,NA,NA,NA,NA,NA,Page 2,Includes reactive adaptation costs of cholera due to climate change.
2,Health,Reactive Adaptation,Tanzania,1C by 2030,Reactive Adaptation Costs,AdaptationCost,Economic,Need,USD,98,NA,NA,NA,NA,NA,2.3.2,"Unit cost per case (treatment of admitted patient), including treatment, bed, personnel and outpatient surveillance"
3,Health,Reactive Adaptation,Tanzania,Any,Lost Productivity,AdaptationCost,Economic,Need,USD/day,0,NA,NA,NA,NA,NA,2.3.3,"Estimate based on self-employed (USD 56/month), formal employees (USD 72/month) and unemployed (USD 37/month), multiplied by 5 days; original expression was not a single numeric value"
4,All,Loss of Life,Tanzania,Any,GDP-adjusted VOSL,AdaptationCost,Economic,Need,USD,0,NA,NA,NA,NA,NA,2.3.4,Based on the ratio of real per capita GDP and taking purchasing power into account; original expression was not a single numeric value
5,Health,Reactive Adaptation,Tanzania,"1°C, 2°C by 2030",Value of Statistical Life,MonetaryBenefits,Economic,Need,USD,32958,NA,NA,NA,NA,NA,Page 4395,GDP-adjusted VOSL
6,Health,Reactive Adaptation,Tanzania,1°C 2030,Cost of reactive adaptation,AdaptationCost,Monetary,Need,USD million,5.5,NA,NA,NA,NA,10.5,Table 3,Optimistic scenario
7,Health,Reactive Adaptation,Tanzania,2°C 2030,Cost of reactive adaptation,AdaptationCost,Monetary,Need,USD million,11.7,NA,NA,NA,NA,24,Table 3,Pessimistic scenario
8,Health,Reactive Adaptation,Tanzania,C0 (2030),Cholera cases,BaselineImpact,N/A,Need,cases,369783,NA,NA,NA,NA,NA,Table 2,Scenario without climate change but taking into account economic growth only
9,Health,Reactive Adaptation,Tanzania,1 °C 2030,Additional Cholera cases,AdaptationCost,N/A,Need,cases,55467,NA,NA,NA,NA,107237,Table 2,Range of additional cases under 1 degree increase
10,Health,Reactive Adaptation,Tanzania,2 °C 2030,Additional Cholera cases,AdaptationCost,N/A,Need,cases,119255,NA,NA,NA,NA,245573,Table 2,Range of additional cases under 2 degree increase
11,Health,Reactive Adaptation,Tanzania,C0 (2030),Cholera deaths,BaselineImpact,N/A,Need,deaths,11759,NA,NA,NA,NA,NA,Table 2,Scenario without climate change but taking into account economic growth only
12,Health,Reactive Adaptation,Tanzania,1 °C 2030,Additional Cholera deaths,AdaptationCost,N/A,Need,deaths,1764,NA,NA,NA,NA,3410,Table 2,Range of additional deaths under 1 degree increase
13,Health,Reactive Adaptation,Tanzania,2 °C 2030,Additional Cholera deaths,AdaptationCost,N/A,Need,deaths,3792,NA,NA,NA,NA,7809,Table 2,Range of additional deaths under 2 degree increase
14,Health,Reactive Adaptation,Tanzania,C0 (2030),DALYs,BaselineImpact,Economic,Need,DALYs,555312,NA,NA,NA,NA,NA,Table 2,Scenario without climate change but taking into account economic growth only
15,Health,Reactive Adaptation,Tanzania,1 °C 2030,Additional DALYs,AdaptationCost,Economic,Need,DALYs,83302,NA,NA,NA,NA,161046,Table 2,Range of additional DALYs under 1 degree increase
16,Health,Reactive Adaptation,Tanzania,2 °C 2030,Additional DALYs,AdaptationCost,Economic,Need,DALYs,179094,NA,NA,NA,NA,368790,Table 2,Range of additional DALYs under 2 degree increase
17,Health,Reactive Adaptation,Tanzania,1°C 2030,Cost of Reactive Adaptation,AdaptationCost,Economic,Need,USD,5430815,NA,NA,NA,NA,10499575,Table 3,Cost of reactive measures (cholera treatment) under 1°C temperature increase scenario. Lower and upper boundaries.
18,Health,Reactive Adaptation,Tanzania,2°C 2030,Cost of Reactive Adaptation,AdaptationCost,Economic,Need,USD,11676252,NA,NA,NA,NA,24044027,Table 3,Cost of reactive measures (cholera treatment) under 2°C temperature increase scenario. Lower and upper boundaries.
19,Health,Reactive Adaptation,Tanzania,1°C 2030,Productivity Losses,AdaptationCost,Economic,Need,USD,504970,NA,NA,NA,NA,976276,Table 3,Productivity losses due to cholera under 1°C temperature increase scenario. Lower and upper boundaries.
20,Health,Reactive Adaptation,Tanzania,2°C 2030,Productivity Losses,AdaptationCost,Economic,Need,USD,1085686,NA,NA,NA,NA,2235671,Table 3,Productivity losses due to cholera under 2°C temperature increase scenario. Lower and upper boundaries.
21,Health,Reactive Adaptation,Tanzania,1°C 2030,Value of Statistical Life,AdaptationCost,Economic,Need,USD,58133424,NA,NA,NA,NA,112391286,Table 3,Loss of lives (VOSL) due to cholera under 1°C temperature increase scenario. Lower and upper boundaries.
22,Health,Reactive Adaptation,Tanzania,2°C 2030,Value of Statistical Life,AdaptationCost,Economic,Need,USD,124986861,NA,NA,NA,NA,257376045,Table 3,Loss of lives (VOSL) due to cholera under 2°C temperature increase scenario. Lower and upper boundaries.
23,Health,Reactive Adaptation,Tanzania,1°C 2030,Total Costs,AdaptationCost,Economic,Need,USD,64069209,NA,NA,NA,NA,123867137,Table 3,Total costs of cholera attributable to climate change under 1°C temperature increase scenario. Lower and upper boundaries.
24,Health,Reactive Adaptation,Tanzania,2°C 2030,Total Costs,AdaptationCost,Economic,Need,USD,137748799,NA,NA,NA,NA,283655743,Table 3,Total costs of cholera attributable to climate change under 2°C temperature increase scenario. Lower and upper boundaries.
25,Health,Reactive Adaptation,Tanzania,1°C 2030,GDP Impact,AdaptationCost,Economic,Need,%,0.32,NA,NA,NA,NA,0.61,Table 3,Total costs of cholera attributable to climate change as a percentage of GDP under 1°C temperature increase scenario. Lower and upper boundaries.
26,Health,Reactive Adaptation,Tanzania,2°C 2030,GDP Impact,AdaptationCost,Economic,Need,%,0.68,NA,NA,NA,NA,1.40,Table 3,Total costs of cholera attributable to climate change as a percentage of GDP under 2°C temperature increase scenario. Lower and upper boundaries.
27,Health,Reactive Adaptation,Tanzania,1C and 2C by 2030,GDP Impact,AdaptationCost,Economic,Need,percent share of GDP,0.03,NA,NA,NA,NA,0.12,Page 14,Reactive adaptation costs of additional cases of cholera in Tanzania by 2030.
28,Health,Reactive Adaptation,Tanzania,1C & 2C by 2030,Reactive Adaptation Costs,AdaptationCost,Economic,Need,% GDP,0.03,NA,NA,NA,NA,0.12,Page 15,Treatment costs alone.
29,Health,Reactive Adaptation,Tanzania,1C & 2C by 2030,Total Additional Costs,AdaptationCost,Economic,Need,% GDP,0.32,NA,NA,NA,NA,1.4,Outcome of Interest,"This is from the summary page, re-affirming page 15 which is less clear in the abstract."
30,Health,Reactive Adaptation,Tanzania,,GDP Impact,AdaptationCost,Economic,Need,% GDP,0.75,NA,NA,NA,NA,1.4,Page 16,The economic burden of cholera due to climate change may account for around 0.75% but could be as high as 1.4% of GDP by 2030.
