,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Tourist Arrivals,Egypt,NA,2060,No CC,%,-20,NA,NA,NA,NA,NA,5,Reported 20% decrease
1,Tourism Revenue,Egypt,NA,2060,No CC,Billion pounds annually,-13,NA,NA,NA,NA,NA,5,Lower estimate. Also reported -17 billion pounds.
2,Tourism Revenue,Egypt,NA,2060,No CC,Billion pounds annually,-17,NA,NA,NA,NA,NA,5,Higher estimate. Also reported -13 billion pounds.
3,Tourism Losses,Egypt,NA,2030,No CC,Billion pounds,-19,NA,NA,NA,NA,NA,5,Refers to tourism losses.
4,Tourism Losses,Egypt,NA,2060,No CC,Billion pounds,-85,NA,NA,NA,NA,NA,5,Refers to tourism losses.
5,Tourism Revenue,Egypt,Not specified,2020,No CC,%,0.835,1.139,NA,NA,NA,NA,7,Coefficient for LCO2. This should be interpreted with caution as it is not statistically significant (p=0.4844).
6,Tourism Revenue,Egypt,Not specified,2020,No CC,%,-1.412,1.188,NA,NA,NA,NA,7,Coefficient for LCO2(-1). This should be interpreted with caution as it is not statistically significant (p=0.2685).
7,Gross Capital Formation,Egypt,Not specified,2020,No CC,%,1.375,0.586,NA,NA,NA,NA,7,Coefficient for LGDITOTL. Statistically significant (p=0.0469).
8,Gross Capital Formation,Egypt,Not specified,2020,No CC,%,-0.092,0.691,NA,NA,NA,NA,7,Coefficient for LGDITOTL(-1). Not statistically significant (p=0.8972).
9,Gross Capital Formation,Egypt,Not specified,2020,No CC,%,1.615,0.548,NA,NA,NA,NA,7,Coefficient for LGDITOTL(-2). Statistically significant (p=0.0185).
