,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Economic Growth Rate,Global,Historical,2019,No CC,% points,0,NA,NA,NA,NA,NA,2,"Marginal effect of rainfall, see Fig 2a"
1,Economic Growth Rate,Global,Historical,2019,No CC,% points,0,NA,NA,NA,NA,NA,2,"Marginal effect of rainfall, see Fig 2b"
2,Economic Growth Rate,Global,Historical,2019,No CC,% points,0,NA,NA,NA,NA,NA,2,"Marginal effect of rainfall, see Fig 2c"
3,Economic Growth Rate,Global,Historical,2019,No CC,% points,0,NA,NA,NA,NA,NA,2,"Marginal effect of rainfall, see Fig 2d"
4,Economic growth,Global,Historical,2022,No CC,Growth/mm,0,NA,NA,NA,NA,NA,"Page 10, Extended Data Fig. 3a","Marginal effect of total annual rainfall on growth rates, differentiated by rich and poor countries."
5,Economic growth,Global,Historical,2022,No CC,Growth/SD,0,NA,NA,NA,NA,NA,"Page 10, Extended Data Fig. 3b","Effect of monthly rainfall deviations on growth rates, differentiated by rich and poor countries."
6,Economic growth,Global,Historical,2022,No CC,Growth/day,0,NA,NA,NA,NA,NA,"Page 10, Extended Data Fig. 3c","Marginal effect of number of wet days on growth rates, differentiated by rich and poor countries."
7,Economic growth,Global,Historical,2022,No CC,Growth/°C,0,NA,NA,NA,NA,NA,"Page 10, Extended Data Fig. 3d","Interaction between temperature and extreme rainfall on growth rates, differentiated by rich and poor countries."
8,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.01,NA,NA,NA,NA,NA,Page 12,Results are for regional clustering
9,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.02,NA,NA,NA,NA,NA,Page 12,Results are for regional clustering
10,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.03,NA,NA,NA,NA,NA,Page 12,Results are for regional clustering
11,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.04,NA,NA,NA,NA,NA,Page 12,Results are for regional clustering
12,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.05,NA,NA,NA,NA,NA,Page 12,Results are for regional clustering
13,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.06,NA,NA,NA,NA,NA,Page 12,Results are for regional clustering
14,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.07,NA,NA,NA,NA,NA,Page 12,Results are for regional clustering
15,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.08,NA,NA,NA,NA,NA,Page 12,Results are for regional clustering
16,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.09,NA,NA,NA,NA,NA,Page 12,Results are for regional clustering
17,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.10,NA,NA,NA,NA,NA,Page 12,Results are for regional clustering
18,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.11,NA,NA,NA,NA,NA,Page 12,Results are for regional clustering
19,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.12,NA,NA,NA,NA,NA,Page 12,Results are for regional clustering
20,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.13,NA,NA,NA,NA,NA,Page 12,Results are for regional clustering
21,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.14,NA,NA,NA,NA,NA,Page 12,Results are for regional clustering
22,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.15,NA,NA,NA,NA,NA,Page 12,Results are for national clustering
23,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.16,NA,NA,NA,NA,NA,Page 12,Results are for national clustering
24,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.17,NA,NA,NA,NA,NA,Page 12,Results are for national clustering
25,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.18,NA,NA,NA,NA,NA,Page 12,Results are for national clustering
26,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.19,NA,NA,NA,NA,NA,Page 12,Results are for national clustering
27,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.20,NA,NA,NA,NA,NA,Page 12,Results are for national clustering
28,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.21,NA,NA,NA,NA,NA,Page 12,Results are for national clustering
29,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.22,NA,NA,NA,NA,NA,Page 12,Results are for national clustering
30,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.23,NA,NA,NA,NA,NA,Page 12,Results are for national clustering
31,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.24,NA,NA,NA,NA,NA,Page 12,Results are for national clustering
32,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.25,NA,NA,NA,NA,NA,Page 12,Results are for national clustering
33,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.26,NA,NA,NA,NA,NA,Page 12,Results are for national clustering
34,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.27,NA,NA,NA,NA,NA,Page 12,Results are for national clustering
35,Economic Growth Rates,Global,Historical,2022,No CC,% / unit change,0.28,NA,NA,NA,NA,NA,Page 12,Results are for national clustering
