,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,Chile,Unspecified,2050,No CC,%,-14.8,NA,NA,NA,NA,NA,1,Negative and statistically significant coefficients
1,GDP,Chile,Unspecified,2050,No CC,%,-9,NA,NA,NA,NA,NA,1,Negative and statistically significant coefficients
2,GDP,Chile,Unspecified,2100,No CC,%,-29.6,NA,NA,NA,NA,NA,1,Negative and statistically significant coefficients
3,GDP,Chile,Unspecified,2100,No CC,%,-16.8,NA,NA,NA,NA,NA,1,Negative and statistically significant coefficients
4,Agriculture GDP,Chile,Unspecified,2017,Baseline,%,-3,NA,NA,NA,NA,NA,1,"Reduction for each 1°C increase in January, based on 1985-2017 data"
5,Fishing GDP,Chile,Unspecified,2017,Baseline,%,-12,NA,NA,NA,NA,NA,1,"Reduction for each 1°C increase in January, based on 1985-2017 data"
6,GDP,Chile,NA,2017,No CC,%,0,NA,NA,NA,NA,NA,2,Refers to the past 35 years of data. Small impact.
7,"GDP, Agriculture",Chile,NA,2017,No CC,%,-3,NA,NA,NA,NA,NA,2,Implied by a 1°C increase in January
8,"GDP, Fishing",Chile,NA,2017,No CC,%,-12,NA,NA,NA,NA,NA,2,Implied by a 1°C increase in January
9,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,1.3,NA,NA,NA,NA,NA,12,Based on all months and all model coefficients.
10,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,-3.0,NA,NA,NA,NA,NA,12,"Agriculture and Forestry, based on monthly fluctuations and statistically significant coefficients."
11,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,-3.0,NA,NA,NA,NA,NA,12,"Agriculture and Forestry, based on monthly fluctuations, statistically significant and negative coefficients."
12,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,-8.8,NA,NA,NA,NA,NA,12,"Fishing, based on all months and all model coefficients."
13,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,-12.1,NA,NA,NA,NA,NA,12,"Fishing, based on monthly fluctuations and statistically significant coefficients."
14,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,-12.1,NA,NA,NA,NA,NA,12,"Fishing, based on monthly fluctuations, statistically significant and negative coefficients."
15,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,-1.9,NA,NA,NA,NA,NA,12,"Mining, based on all months and all model coefficients."
16,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,0.5,NA,NA,NA,NA,NA,12,"Mining, based on monthly fluctuations and statistically significant coefficients."
17,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,0.0,NA,NA,NA,NA,NA,12,"Mining, based on monthly fluctuations, statistically significant and negative coefficients."
18,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,2.5,NA,NA,NA,NA,NA,12,"Manufacturing, based on all months and all model coefficients."
19,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,-2.2,NA,NA,NA,NA,NA,12,"Manufacturing, based on monthly fluctuations and statistically significant coefficients."
20,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,-2.2,NA,NA,NA,NA,NA,12,"Manufacturing, based on monthly fluctuations, statistically significant and negative coefficients."
21,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,1.9,NA,NA,NA,NA,NA,12,"EGA (Electricity, Gas, and Water), based on all months and all model coefficients."
