,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,Brazil,NA,2050,No CC,% variation,-6,NA,NA,NA,NA,NA,Figure 11,"Implied from Figure 11, substantial decline in GDP as a result of declining agricultural productivity in climate change scenarios."
1,GDP,Brazil,P,2025,No CC,% variation,1,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
2,GDP,Brazil,B,2025,No CC,% variation,-1,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
3,GDP,Brazil,I,2025,No CC,% variation,-2,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
4,GDP,Brazil,% P,2025,No CC,% variation,-3,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
5,GDP,Brazil,% G,2025,No CC,% variation,-3,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
6,GDP,Brazil,∆,2025,No CC,% variation,-4,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
7,GDP,Brazil, ,2025,No CC,% variation,-5,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
8,GDP,Brazil,P,2030,No CC,% variation,1,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
9,GDP,Brazil,B,2030,No CC,% variation,-1,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
10,GDP,Brazil,I,2030,No CC,% variation,-2,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
11,GDP,Brazil,% P,2030,No CC,% variation,-3,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
12,GDP,Brazil,% G,2030,No CC,% variation,-3,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
13,GDP,Brazil,∆,2030,No CC,% variation,-4,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
14,GDP,Brazil, ,2030,No CC,% variation,-5,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
15,GDP,Brazil,P,2035,No CC,% variation,1,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
16,GDP,Brazil,B,2035,No CC,% variation,-1,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
17,GDP,Brazil,I,2035,No CC,% variation,-2,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
18,GDP,Brazil,% P,2035,No CC,% variation,-3,NA,NA,NA,NA,NA,Figure 11,Estimated from Figure 11.
