,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Tourist Arrivals,"N America, Asia, Europe",A2,2080,2007,%,100,NA,NA,NA,NA,NA,"Page 10, Figure 2a",Based on temp only; visual map.
1,Tourist Arrivals,"N America, Asia, Europe",B1,2080,2007,%,100,NA,NA,NA,NA,NA,"Page 10, Figure 2b",Based on temp only; visual map.
2,Tourist Arrivals,"N America, Asia, Europe",B2,2080,2007,%,100,NA,NA,NA,NA,NA,"Page 10, Figure 2c",Based on temp only; visual map.
3,Tourist Arrivals,"Africa, S America, Asia",A2,2080,2007,%,-100,NA,NA,NA,NA,NA,"Page 10, Figure 2a",Based on temp only; visual map.
4,Tourist Arrivals,"Africa, S America, Asia",B1,2080,2007,%,-100,NA,NA,NA,NA,NA,"Page 10, Figure 2b",Based on temp only; visual map.
5,Tourist Arrivals,"Africa, S America, Asia",B2,2080,2007,%,-100,NA,NA,NA,NA,NA,"Page 10, Figure 2c",Based on temp only; visual map.
6,Tourist Arrivals,"China, Russia, Canada",A2,2080,2007,%,300,NA,NA,NA,NA,NA,p. 11,These countries are projected to see the largest increase in tourist arrivals.
7,Tourist Arrivals,"China, Russia, Canada",B1,2080,2007,%,300,NA,NA,NA,NA,NA,p. 11,These countries are projected to see the largest increase in tourist arrivals.
8,Tourist Arrivals,"China, Russia, Canada",B2,2080,2007,%,300,NA,NA,NA,NA,NA,p. 11,These countries are projected to see the largest increase in tourist arrivals.
9,International Tourism Arrivals,France,A2,2080,2007,percent weight,-2.47,NA,NA,NA,NA,NA,12,Calculated as 6.72 - 9.19. Reflects only climate variables.
10,International Tourism Arrivals,France,B1,2080,2007,percent weight,-0.86,NA,NA,NA,NA,NA,12,Calculated as 8.33 - 9.19. Reflects only climate variables.
11,International Tourism Arrivals,France,B2,2080,2007,percent weight,-1.31,NA,NA,NA,NA,NA,12,Calculated as 7.88 - 9.19. Reflects only climate variables.
12,International Tourism Arrivals,France,A2,2080,2007,percent weight,-5.15,NA,NA,NA,NA,NA,12,Calculated as 4.04 - 9.19. Reflects climate variables and GDP per capita growth.
13,International Tourism Arrivals,France,B1,2080,2007,percent weight,-5.29,NA,NA,NA,NA,NA,12,Calculated as 3.90 - 9.19. Reflects climate variables and GDP per capita growth.
14,International Tourism Arrivals,France,B2,2080,2007,percent weight,-5.16,NA,NA,NA,NA,NA,12,Calculated as 4.03 - 9.19. Reflects climate variables and GDP per capita growth.
15,International Tourism Arrivals,Spain,A2,2080,2007,percent weight,-1.93,NA,NA,NA,NA,NA,12,Calculated as 4.74 - 6.67. Reflects only climate variables.
16,International Tourism Arrivals,Spain,B1,2080,2007,percent weight,-0.67,NA,NA,NA,NA,NA,12,Calculated as 6.00 - 6.67. Reflects only climate variables.
17,International Tourism Arrivals,Spain,B2,2080,2007,percent weight,-1.00,NA,NA,NA,NA,NA,12,Calculated as 5.67 - 6.67. Reflects only climate variables.
18,International Tourism Arrivals,Spain,A2,2080,2007,percent weight,-3.31,NA,NA,NA,NA,NA,12,Calculated as 3.36 - 6.67. Reflects climate variables and GDP per capita growth.
19,International Tourism Arrivals,Spain,B1,2080,2007,percent weight,-3.35,NA,NA,NA,NA,NA,12,Calculated as 3.32 - 6.67. Reflects climate variables and GDP per capita growth.
20,International Tourism Arrivals,Spain,B2,2080,2007,percent weight,-3.15,NA,NA,NA,NA,NA,12,Calculated as 3.52 - 6.67. Reflects climate variables and GDP per capita growth.
21,International Tourism Arrivals,United States,A2,2080,2007,percent weight,-4.06,NA,NA,NA,NA,NA,12,Calculated as 2.31 - 6.37. Reflects only climate variables.
